Time (s),JointVel_1_R1,JointVel_2_R1,JointVel_3_R1,JointVel_1_R2,JointVel_2_R2,JointVel_3_R2,JointVel_1_L1,JointVel_2_L1,JointVel_3_L1,JointVel_1_L2,JointVel_2_L2,JointVel_3_L2,Body Vel X,Body Vel Y,Body Vel Z
4.940, -0.114, 0.082, -0.060, -0.120, -0.067, 0.044, -0.083, 0.096, -0.062, -0.076, -0.057, 0.092, 0.042, -0.004, -0.006
4.950, -0.104, 0.075, -0.056, -0.109, -0.062, 0.040, -0.076, 0.089, -0.056, -0.070, -0.052, 0.085, 0.038, -0.004, -0.005
4.960, -0.094, 0.068, -0.053, -0.099, -0.058, 0.036, -0.069, 0.082, -0.050, -0.064, -0.047, 0.078, 0.035, -0.004, -0.005
4.970, -0.085, 0.062, -0.049, -0.089, -0.053, 0.033, -0.063, 0.076, -0.045, -0.058, -0.042, 0.071, 0.031, -0.004, -0.004
4.980, -0.076, 0.056, -0.046, -0.080, -0.049, 0.029, -0.057, 0.069, -0.040, -0.052, -0.038, 0.065, 0.028, -0.003, -0.004
4.990, -0.068, 0.050, -0.043, -0.072, -0.045, 0.026, -0.052, 0.063, -0.035, -0.047, -0.034, 0.060, 0.025, -0.003, -0.004
5.000, 0.208, 0.144, -0.221, 0.239, -0.091, 0.132, -0.012, 0.099, -0.015, -0.015, -0.120, 0.015, -0.033, 0.000, -0.004
5.010, 0.714, 0.299, -0.534, 0.797, -0.186, 0.334, 0.053, 0.173, 0.019, 0.036, -0.263, -0.074, -0.099, 0.005, -0.002
5.020, 1.028, 0.310, -0.661, 1.138, -0.268, 0.479, 0.088, 0.228, 0.048, 0.065, -0.283, -0.176, -0.143, 0.009, 0.001
5.030, 1.208, 0.274, -0.691, 1.326, -0.290, 0.551, 0.104, 0.224, 0.098, 0.078, -0.266, -0.254, -0.172, 0.011, 0.006
5.040, 1.304, 0.236, -0.676, 1.417, -0.258, 0.563, 0.114, 0.170, 0.164, 0.088, -0.247, -0.304, -0.192, 0.012, 0.010
5.050, 1.347, 0.180, -0.628, 1.446, -0.217, 0.550, 0.124, 0.116, 0.221, 0.099, -0.207, -0.345, -0.205, 0.012, 0.013
5.060, 1.355, 0.115, -0.560, 1.438, -0.177, 0.523, 0.136, 0.068, 0.265, 0.112, -0.153, -0.380, -0.214, 0.012, 0.015
5.070, 1.341, 0.058, -0.490, 1.407, -0.129, 0.483, 0.149, 0.017, 0.304, 0.128, -0.103, -0.403, -0.221, 0.011, 0.016
5.080, 1.314, 0.009, -0.423, 1.363, -0.080, 0.436, 0.164, -0.031, 0.337, 0.144, -0.057, -0.417, -0.225, 0.010, 0.017
5.090, 1.278, -0.037, -0.356, 1.312, -0.036, 0.388, 0.178, -0.071, 0.362, 0.162, -0.012, -0.427, -0.227, 0.009, 0.017
5.100, 1.237, -0.077, -0.295, 1.256, 0.004, 0.340, 0.193, -0.105, 0.380, 0.178, 0.029, -0.432, -0.228, 0.007, 0.016
5.110, 1.193, -0.110, -0.239, 1.200, 0.041, 0.294, 0.206, -0.135, 0.395, 0.194, 0.066, -0.433, -0.228, 0.006, 0.015
5.120, 1.147, -0.138, -0.189, 1.143, 0.074, 0.250, 0.217, -0.160, 0.405, 0.208, 0.098, -0.430, -0.227, 0.005, 0.014
5.130, 1.100, -0.161, -0.145, 1.087, 0.102, 0.209, 0.227, -0.180, 0.412, 0.221, 0.126, -0.425, -0.225, 0.004, 0.012
5.140, 1.053, -0.179, -0.106, 1.033, 0.127, 0.172, 0.235, -0.196, 0.415, 0.232, 0.151, -0.418, -0.221, 0.003, 0.011
5.150, 1.006, -0.193, -0.072, 0.980, 0.148, 0.138, 0.241, -0.208, 0.416, 0.240, 0.172, -0.409, -0.218, 0.002, 0.009
5.160, 0.960, -0.203, -0.042, 0.930, 0.166, 0.107, 0.245, -0.217, 0.413, 0.246, 0.189, -0.399, -0.213, 0.001, 0.007
5.170, 0.915, -0.211, -0.017, 0.881, 0.180, 0.080, 0.247, -0.222, 0.409, 0.251, 0.203, -0.387, -0.208, -0.000, 0.006
5.180, 0.871, -0.215, 0.004, 0.834, 0.192, 0.056, 0.248, -0.225, 0.403, 0.253, 0.215, -0.375, -0.203, -0.001, 0.004
5.190, 0.828, -0.217, 0.022, 0.789, 0.201, 0.035, 0.247, -0.226, 0.395, 0.254, 0.224, -0.362, -0.197, -0.002, 0.002
5.200, 0.786, -0.216, 0.036, 0.747, 0.208, 0.016, 0.244, -0.224, 0.386, 0.253, 0.230, -0.349, -0.190, -0.002, 0.001
5.210, 0.745, -0.214, 0.048, 0.705, 0.212, 0.000, 0.240, -0.221, 0.375, 0.251, 0.234, -0.335, -0.184, -0.003, -0.001
5.220, 0.705, -0.211, 0.058, 0.666, 0.215, -0.013, 0.236, -0.217, 0.364, 0.248, 0.236, -0.322, -0.177, -0.003, -0.002
5.230, 0.667, -0.206, 0.065, 0.628, 0.216, -0.025, 0.230, -0.211, 0.352, 0.243, 0.237, -0.308, -0.170, -0.004, -0.003
5.240, 0.630, -0.200, 0.070, 0.592, 0.215, -0.034, 0.223, -0.205, 0.339, 0.237, 0.236, -0.294, -0.163, -0.004, -0.004
5.250, 0.595, -0.194, 0.074, 0.558, 0.213, -0.042, 0.216, -0.198, 0.326, 0.231, 0.233, -0.280, -0.155, -0.004, -0.005
5.260, 0.561, -0.187, 0.077, 0.525, 0.210, -0.048, 0.208, -0.190, 0.312, 0.224, 0.230, -0.266, -0.148, -0.004, -0.006
5.270, 0.528, -0.179, 0.078, 0.493, 0.206, -0.053, 0.200, -0.182, 0.298, 0.216, 0.225, -0.253, -0.141, -0.005, -0.007
5.280, 0.496, -0.171, 0.078, 0.463, 0.200, -0.057, 0.191, -0.174, 0.285, 0.207, 0.219, -0.240, -0.134, -0.005, -0.007
5.290, 0.466, -0.163, 0.077, 0.434, 0.195, -0.059, 0.183, -0.165, 0.271, 0.199, 0.213, -0.227, -0.127, -0.005, -0.008
5.300, 0.437, -0.155, 0.076, 0.407, 0.188, -0.061, 0.174, -0.157, 0.257, 0.190, 0.206, -0.214, -0.120, -0.005, -0.008
5.310, 0.409, -0.147, 0.074, 0.381, 0.181, -0.061, 0.165, -0.148, 0.243, 0.180, 0.199, -0.202, -0.113, -0.005, -0.008
5.320, 0.383, -0.139, 0.072, 0.356, 0.174, -0.061, 0.155, -0.140, 0.230, 0.171, 0.191, -0.190, -0.107, -0.004, -0.008
5.330, 0.357, -0.131, 0.069, 0.332, 0.166, -0.061, 0.147, -0.131, 0.217, 0.162, 0.182, -0.178, -0.100, -0.004, -0.008
5.340, 0.333, -0.123, 0.066, 0.310, 0.158, -0.059, 0.138, -0.123, 0.204, 0.152, 0.174, -0.167, -0.094, -0.004, -0.008
5.350, 0.311, -0.115, 0.063, 0.288, 0.150, -0.058, 0.129, -0.115, 0.191, 0.143, 0.165, -0.156, -0.088, -0.004, -0.008
5.360, 0.289, -0.108, 0.059, 0.268, 0.142, -0.056, 0.120, -0.107, 0.179, 0.134, 0.157, -0.146, -0.082, -0.004, -0.008
5.370, 0.268, -0.101, 0.055, 0.249, 0.133, -0.054, 0.112, -0.100, 0.168, 0.125, 0.148, -0.136, -0.076, -0.004, -0.008
5.380, 0.249, -0.094, 0.052, 0.231, 0.125, -0.051, 0.104, -0.093, 0.157, 0.116, 0.139, -0.127, -0.071, -0.004, -0.008
5.390, 0.230, -0.087, 0.048, 0.213, 0.117, -0.049, 0.096, -0.086, 0.146, 0.108, 0.131, -0.117, -0.066, -0.004, -0.007
5.400, 0.213, -0.081, 0.045, 0.197, 0.109, -0.046, 0.088, -0.079, 0.136, 0.100, 0.122, -0.109, -0.061, -0.003, -0.007
5.410, 0.196, -0.075, 0.041, 0.182, 0.101, -0.043, 0.081, -0.073, 0.126, 0.092, 0.114, -0.100, -0.056, -0.003, -0.007
5.420, 0.181, -0.069, 0.037, 0.167, 0.094, -0.040, 0.074, -0.067, 0.117, 0.084, 0.106, -0.092, -0.051, -0.003, -0.006
5.430, 0.166, -0.063, 0.034, 0.154, 0.086, -0.038, 0.067, -0.061, 0.108, 0.077, 0.098, -0.085, -0.047, -0.003, -0.006
5.440, 0.152, -0.058, 0.030, 0.141, 0.079, -0.035, 0.061, -0.055, 0.099, 0.070, 0.091, -0.078, -0.043, -0.003, -0.006
5.450, 0.139, -0.053, 0.027, 0.129, 0.072, -0.032, 0.055, -0.050, 0.091, 0.063, 0.083, -0.071, -0.039, -0.003, -0.005
5.460, 0.127, -0.049, 0.024, 0.117, 0.066, -0.029, 0.049, -0.045, 0.084, 0.057, 0.076, -0.065, -0.036, -0.003, -0.005
5.470, 0.116, -0.044, 0.021, 0.107, 0.060, -0.026, 0.044, -0.041, 0.077, 0.051, 0.070, -0.058, -0.032, -0.003, -0.004
5.480, 0.105, -0.040, 0.018, 0.097, 0.054, -0.024, 0.039, -0.036, 0.070, 0.045, 0.063, -0.053, -0.029, -0.002, -0.004
5.490, 0.095, -0.036, 0.015, 0.088, 0.048, -0.022, 0.034, -0.032, 0.064, 0.040, 0.058, -0.047, -0.026, -0.002, -0.004
5.500, -0.250, -0.086, 0.137, -0.223, 0.152, -0.227, 0.018, -0.123, 0.003, 0.012, 0.097, -0.020, 0.036, 0.002, -0.004
5.510, -0.877, -0.189, 0.369, -0.782, 0.324, -0.586, -0.004, -0.275, -0.115, -0.031, 0.179, 0.029, 0.105, 0.008, -0.003
5.520, -1.257, -0.281, 0.538, -1.131, 0.338, -0.735, -0.015, -0.300, -0.232, -0.051, 0.237, 0.070, 0.151, 0.012, 0.001
5.530, -1.463, -0.310, 0.625, -1.329, 0.300, -0.770, -0.020, -0.287, -0.317, -0.060, 0.232, 0.129, 0.181, 0.014, 0.006
5.540, -1.558, -0.280, 0.644, -1.431, 0.259, -0.754, -0.026, -0.271, -0.365, -0.068, 0.175, 0.202, 0.201, 0.015, 0.010
5.550, -1.583, -0.240, 0.633, -1.472, 0.199, -0.699, -0.039, -0.231, -0.402, -0.079, 0.118, 0.261, 0.214, 0.014, 0.013
5.560, -1.564, -0.198, 0.603, -1.473, 0.130, -0.623, -0.056, -0.175, -0.432, -0.094, 0.069, 0.305, 0.223, 0.014, 0.015
5.570, -1.520, -0.148, 0.557, -1.449, 0.070, -0.544, -0.077, -0.123, -0.450, -0.111, 0.017, 0.342, 0.229, 0.013, 0.016
5.580, -1.461, -0.095, 0.501, -1.409, 0.019, -0.468, -0.099, -0.074, -0.458, -0.131, -0.031, 0.372, 0.232, 0.011, 0.017
5.590, -1.393, -0.048, 0.444, -1.360, -0.029, -0.393, -0.123, -0.025, -0.462, -0.151, -0.072, 0.393, 0.234, 0.010, 0.016
5.600, -1.322, -0.005, 0.387, -1.305, -0.070, -0.324, -0.146, 0.021, -0.461, -0.171, -0.106, 0.407, 0.234, 0.008, 0.015
5.610, -1.251, 0.036, 0.331, -1.247, -0.105, -0.261, -0.168, 0.060, -0.456, -0.189, -0.135, 0.417, 0.232, 0.006, 0.014
5.620, -1.181, 0.071, 0.278, -1.188, -0.133, -0.205, -0.188, 0.095, -0.448, -0.206, -0.160, 0.423, 0.230, 0.005, 0.012
5.630, -1.112, 0.102, 0.228, -1.129, -0.157, -0.155, -0.205, 0.126, -0.438, -0.220, -0.179, 0.425, 0.227, 0.004, 0.011
5.640, -1.046, 0.128, 0.183, -1.070, -0.176, -0.111, -0.220, 0.153, -0.426, -0.232, -0.195, 0.424, 0.223, 0.002, 0.009
5.650, -0.984, 0.151, 0.142, -1.013, -0.191, -0.073, -0.233, 0.175, -0.412, -0.242, -0.207, 0.421, 0.218, 0.001, 0.007
5.660, -0.924, 0.170, 0.105, -0.957, -0.202, -0.040, -0.243, 0.194, -0.398, -0.249, -0.215, 0.415, 0.213, -0.000, 0.005
5.670, -0.868, 0.185, 0.072, -0.903, -0.210, -0.011, -0.251, 0.209, -0.383, -0.254, -0.220, 0.408, 0.207, -0.001, 0.004
5.680, -0.814, 0.197, 0.043, -0.852, -0.215, 0.012, -0.256, 0.221, -0.367, -0.257, -0.223, 0.399, 0.201, -0.002, 0.002
5.690, -0.764, 0.207, 0.018, -0.802, -0.217, 0.032, -0.260, 0.230, -0.352, -0.258, -0.224, 0.388, 0.194, -0.003, 0.000
5.700, -0.716, 0.213, -0.004, -0.754, -0.218, 0.049, -0.261, 0.237, -0.336, -0.258, -0.222, 0.377, 0.188, -0.003, -0.001
5.710, -0.671, 0.218, -0.023, -0.709, -0.216, 0.062, -0.261, 0.241, -0.320, -0.256, -0.220, 0.365, 0.181, -0.004, -0.003
5.720, -0.628, 0.220, -0.039, -0.665, -0.214, 0.073, -0.258, 0.243, -0.305, -0.252, -0.215, 0.352, 0.173, -0.005, -0.004
5.730, -0.588, 0.221, -0.052, -0.624, -0.209, 0.081, -0.255, 0.244, -0.289, -0.247, -0.210, 0.339, 0.166, -0.005, -0.005
5.740, -0.550, 0.220, -0.064, -0.584, -0.204, 0.088, -0.250, 0.243, -0.274, -0.241, -0.204, 0.325, 0.159, -0.005, -0.006
5.750, -0.514, 0.218, -0.073, -0.547, -0.199, 0.092, -0.244, 0.240, -0.259, -0.235, -0.197, 0.311, 0.152, -0.005, -0.007
5.760, -0.480, 0.215, -0.080, -0.511, -0.192, 0.095, -0.238, 0.236, -0.245, -0.227, -0.189, 0.297, 0.144, -0.006, -0.007
5.770, -0.448, 0.210, -0.085, -0.477, -0.185, 0.096, -0.230, 0.232, -0.231, -0.219, -0.182, 0.283, 0.137, -0.006, -0.008
5.780, -0.418, 0.205, -0.089, -0.445, -0.178, 0.097, -0.222, 0.226, -0.217, -0.211, -0.173, 0.269, 0.130, -0.006, -0.008
5.790, -0.389, 0.199, -0.092, -0.415, -0.170, 0.096, -0.214, 0.219, -0.204, -0.202, -0.165, 0.255, 0.123, -0.006, -0.009
5.800, -0.362, 0.192, -0.094, -0.386, -0.162, 0.095, -0.205, 0.212, -0.192, -0.194, -0.157, 0.241, 0.116, -0.006, -0.009
5.810, -0.337, 0.185, -0.094, -0.358, -0.155, 0.093, -0.196, 0.205, -0.179, -0.184, -0.149, 0.228, 0.109, -0.006, -0.009
5.820, -0.313, 0.177, -0.094, -0.333, -0.147, 0.090, -0.187, 0.197, -0.168, -0.175, -0.140, 0.215, 0.103, -0.006, -0.009
5.830, -0.290, 0.170, -0.093, -0.308, -0.139, 0.087, -0.177, 0.188, -0.156, -0.166, -0.132, 0.202, 0.097, -0.006, -0.009
5.840, -0.269, 0.161, -0.092, -0.286, -0.132, 0.084, -0.168, 0.180, -0.146, -0.157, -0.124, 0.190, 0.090, -0.005, -0.009
5.850, -0.249, 0.153, -0.090, -0.264, -0.124, 0.080, -0.159, 0.171, -0.135, -0.148, -0.116, 0.178, 0.085, -0.005, -0.009
5.860, -0.230, 0.145, -0.087, -0.244, -0.117, 0.076, -0.150, 0.163, -0.125, -0.139, -0.109, 0.167, 0.079, -0.005, -0.009
5.870, -0.212, 0.137, -0.084, -0.225, -0.110, 0.072, -0.140, 0.154, -0.116, -0.130, -0.101, 0.156, 0.073, -0.005, -0.008
5.880, -0.195, 0.128, -0.081, -0.207, -0.103, 0.068, -0.132, 0.145, -0.107, -0.122, -0.094, 0.146, 0.068, -0.005, -0.008
5.890, -0.180, 0.120, -0.078, -0.190, -0.097, 0.064, -0.123, 0.137, -0.099, -0.114, -0.087, 0.136, 0.063, -0.005, -0.008
5.900, -0.165, 0.112, -0.075, -0.174, -0.090, 0.060, -0.114, 0.128, -0.090, -0.106, -0.081, 0.126, 0.059, -0.005, -0.007
5.910, -0.151, 0.104, -0.071, -0.159, -0.084, 0.056, -0.106, 0.120, -0.083, -0.098, -0.074, 0.117, 0.054, -0.004, -0.007
5.920, -0.138, 0.097, -0.067, -0.146, -0.078, 0.052, -0.098, 0.112, -0.076, -0.091, -0.069, 0.108, 0.050, -0.004, -0.007
5.930, -0.126, 0.089, -0.064, -0.133, -0.073, 0.048, -0.091, 0.104, -0.069, -0.084, -0.063, 0.100, 0.046, -0.004, -0.006
5.940, -0.115, 0.082, -0.060, -0.121, -0.067, 0.044, -0.083, 0.097, -0.062, -0.077, -0.057, 0.092, 0.042, -0.004, -0.006
5.950, -0.104, 0.075, -0.056, -0.109, -0.062, 0.040, -0.076, 0.089, -0.056, -0.070, -0.052, 0.085, 0.038, -0.004, -0.005
5.960, -0.094, 0.069, -0.053, -0.099, -0.058, 0.036, -0.070, 0.083, -0.051, -0.064, -0.047, 0.078, 0.035, -0.004, -0.005
5.970, -0.085, 0.062, -0.049, -0.089, -0.053, 0.033, -0.063, 0.076, -0.045, -0.058, -0.043, 0.072, 0.031, -0.004, -0.005
5.980, -0.076, 0.056, -0.046, -0.080, -0.049, 0.029, -0.057, 0.070, -0.040, -0.053, -0.038, 0.066, 0.028, -0.003, -0.004
5.990, -0.068, 0.051, -0.043, -0.072, -0.045, 0.026, -0.052, 0.064, -0.035, -0.047, -0.034, 0.060, 0.025, -0.003, -0.004
6.000, -0.061, 0.045, -0.039, -0.064, -0.041, 0.023, -0.046, 0.058, -0.031, -0.042, -0.030, 0.054, 0.023, -0.003, -0.003
6.010, -0.054, 0.040, -0.036, -0.057, -0.037, 0.020, -0.041, 0.053, -0.027, -0.038, -0.027, 0.049, 0.020, -0.003, -0.003
6.020, -0.048, 0.035, -0.034, -0.050, -0.034, 0.017, -0.037, 0.047, -0.023, -0.033, -0.023, 0.045, 0.018, -0.003, -0.003
6.030, -0.042, 0.031, -0.031, -0.044, -0.031, 0.015, -0.032, 0.043, -0.020, -0.029, -0.020, 0.041, 0.016, -0.003, -0.002
6.040, -0.037, 0.026, -0.028, -0.038, -0.028, 0.012, -0.028, 0.038, -0.016, -0.025, -0.017, 0.037, 0.014, -0.003, -0.002
6.050, -0.032, 0.022, -0.026, -0.033, -0.025, 0.010, -0.024, 0.034, -0.013, -0.022, -0.014, 0.033, 0.012, -0.003, -0.002
6.060, -0.027, 0.019, -0.023, -0.029, -0.023, 0.008, -0.021, 0.030, -0.010, -0.019, -0.012, 0.029, 0.010, -0.003, -0.002
6.070, -0.023, 0.015, -0.021, -0.024, -0.020, 0.006, -0.017, 0.026, -0.008, -0.015, -0.009, 0.026, 0.009, -0.003, -0.001
6.080, -0.019, 0.012, -0.019, -0.020, -0.018, 0.004, -0.014, 0.023, -0.005, -0.013, -0.007, 0.023, 0.007, -0.002, -0.001
6.090, -0.016, 0.009, -0.017, -0.017, -0.016, 0.002, -0.011, 0.020, -0.003, -0.010, -0.005, 0.020, 0.006, -0.002, -0.001
6.100, -0.013, 0.006, -0.015, -0.013, -0.014, 0.000, -0.009, 0.017, -0.001, -0.008, -0.003, 0.018, 0.004, -0.002, -0.001
6.110, -0.010, 0.004, -0.014, -0.010, -0.012, -0.001, -0.006, 0.014, 0.001, -0.005, -0.002, 0.016, 0.003, -0.002, -0.001
6.120, -0.007, 0.002, -0.012, -0.008, -0.011, -0.003, -0.004, 0.012, 0.002, -0.003, -0.000, 0.014, 0.002, -0.002, -0.000
6.130, -0.005, -0.000, -0.011, -0.005, -0.009, -0.004, -0.002, 0.010, 0.004, -0.002, 0.001, 0.012, 0.001, -0.002, -0.000
6.140, -0.003, -0.002, -0.009, -0.003, -0.008, -0.005, -0.000, 0.008, 0.005, 0.000, 0.003, 0.010, 0.001, -0.002, -0.000
6.150, -0.001, -0.004, -0.008, -0.001, -0.007, -0.006, 0.001, 0.006, 0.006, 0.002, 0.004, 0.009, -0.000, -0.002, -0.000
6.160, 0.001, -0.005, -0.007, 0.001, -0.006, -0.007, 0.003, 0.005, 0.007, 0.003, 0.005, 0.007, -0.001, -0.002, -0.000
6.170, 0.002, -0.007, -0.006, 0.002, -0.005, -0.008, 0.004, 0.003, 0.008, 0.004, 0.006, 0.006, -0.001, -0.002, 0.000
6.180, 0.003, -0.008, -0.005, 0.004, -0.004, -0.009, 0.005, 0.002, 0.009, 0.005, 0.007, 0.005, -0.002, -0.002, 0.000
6.190, 0.005, -0.009, -0.005, 0.005, -0.003, -0.009, 0.006, 0.001, 0.010, 0.006, 0.007, 0.004, -0.002, -0.002, 0.000
6.200, 0.005, -0.010, -0.004, 0.005, -0.002, -0.010, 0.007, -0.000, 0.010, 0.006, 0.008, 0.003, -0.003, -0.002, 0.000
6.210, 0.006, -0.010, -0.003, 0.006, -0.001, -0.009, 0.007, -0.001, 0.010, 0.006, 0.008, 0.002, -0.003, -0.002, 0.000
6.220, 0.006, -0.009, -0.002, 0.006, -0.001, -0.009, 0.007, -0.002, 0.010, 0.007, 0.007, 0.001, -0.003, -0.001, 0.000
6.230, 0.006, -0.009, -0.001, 0.006, -0.000, -0.008, 0.007, -0.002, 0.009, 0.007, 0.007, 0.000, -0.003, -0.001, 0.000
6.240, 0.006, -0.009, -0.001, 0.006, 0.000, -0.008, 0.007, -0.003, 0.009, 0.006, 0.007, -0.000, -0.003, -0.001, 0.000
6.250, 0.006, -0.009, -0.000, 0.006, 0.000, -0.008, 0.006, -0.003, 0.008, 0.006, 0.007, -0.000, -0.003, -0.001, 0.000
6.260, 0.006, -0.008, -0.000, 0.006, 0.001, -0.007, 0.006, -0.003, 0.008, 0.006, 0.006, -0.001, -0.003, -0.001, 0.000
6.270, 0.006, -0.008, 0.000, 0.006, 0.001, -0.007, 0.006, -0.003, 0.008, 0.006, 0.006, -0.001, -0.003, -0.001, 0.000
6.280, 0.006, -0.008, 0.000, 0.006, 0.001, -0.007, 0.006, -0.003, 0.007, 0.006, 0.006, -0.001, -0.003, -0.001, 0.000
6.290, 0.006, -0.008, 0.001, 0.006, 0.001, -0.007, 0.006, -0.003, 0.007, 0.006, 0.006, -0.001, -0.003, -0.001, 0.000
6.300, 0.006, -0.008, 0.001, 0.006, 0.001, -0.006, 0.006, -0.004, 0.007, 0.006, 0.006, -0.001, -0.002, -0.001, 0.000
6.310, 0.005, -0.007, 0.001, 0.005, 0.001, -0.006, 0.006, -0.003, 0.007, 0.006, 0.006, -0.001, -0.002, -0.001, 0.000
6.320, 0.005, -0.007, 0.001, 0.005, 0.001, -0.006, 0.005, -0.003, 0.007, 0.005, 0.005, -0.001, -0.002, -0.001, 0.000
6.330, 0.005, -0.006, 0.000, 0.005, 0.001, -0.005, 0.005, -0.003, 0.006, 0.005, 0.005, -0.001, -0.002, -0.001, 0.000
6.340, 0.004, -0.006, 0.001, 0.005, 0.001, -0.005, 0.005, -0.003, 0.005, 0.004, 0.004, -0.001, -0.002, -0.001, 0.000
6.350, 0.004, -0.006, 0.001, 0.004, 0.001, -0.004, 0.004, -0.003, 0.005, 0.004, 0.004, -0.001, -0.002, -0.001, 0.000
6.360, 0.004, -0.005, 0.001, 0.004, 0.001, -0.004, 0.004, -0.003, 0.005, 0.004, 0.004, -0.001, -0.002, -0.000, 0.000
6.370, 0.004, -0.005, 0.001, 0.004, 0.001, -0.004, 0.004, -0.002, 0.004, 0.004, 0.004, -0.001, -0.002, -0.000, 0.000
6.380, 0.004, -0.005, 0.001, 0.004, 0.001, -0.004, 0.004, -0.002, 0.004, 0.004, 0.004, -0.001, -0.002, -0.000, 0.000
6.390, 0.003, -0.004, 0.001, 0.003, 0.001, -0.004, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.002, -0.000, 0.000
6.400, 0.003, -0.004, 0.001, 0.003, 0.001, -0.004, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.410, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.420, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.430, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.440, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.450, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.460, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.470, 0.003, -0.004, 0.000, 0.003, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.480, 0.003, -0.004, 0.000, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.490, 0.003, -0.004, 0.000, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.500, 0.003, -0.004, 0.000, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.510, 0.002, -0.003, 0.000, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.520, 0.002, -0.003, 0.000, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.530, 0.002, -0.003, 0.000, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.540, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.550, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
6.560, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.002, 0.003, 0.002, 0.003, -0.001, -0.001, -0.000, 0.000
6.570, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.001, 0.003, 0.002, 0.003, -0.001, -0.001, -0.000, 0.000
6.580, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.002, 0.003, 0.002, 0.003, -0.001, -0.001, -0.000, 0.000
6.590, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.002, 0.003, 0.002, 0.003, -0.001, -0.001, -0.000, -0.000
6.600, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.001, 0.003, 0.002, 0.003, -0.001, -0.001, -0.000, -0.000
6.610, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.001, 0.003, 0.002, 0.002, -0.001, -0.001, -0.000, -0.000
6.620, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.001, 0.003, 0.002, 0.002, -0.000, -0.001, -0.000, -0.000
6.630, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.001, 0.003, 0.002, 0.002, -0.000, -0.001, -0.000, -0.000
6.640, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.001, 0.003, 0.002, 0.002, -0.000, -0.001, -0.000, -0.000
6.650, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.001, 0.003, 0.002, 0.002, -0.000, -0.001, -0.000, -0.000
6.660, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.001, 0.003, 0.002, 0.002, -0.000, -0.001, -0.000, -0.000
6.670, 0.002, -0.003, 0.000, 0.002, 0.001, -0.003, 0.002, -0.001, 0.003, 0.002, 0.002, -0.000, -0.001, -0.000, -0.000
6.680, 0.002, -0.003, 0.000, 0.002, 0.000, -0.003, 0.002, -0.001, 0.003, 0.002, 0.002, -0.000, -0.001, -0.000, -0.000
