Time (s),JointVel_1_R1,JointVel_2_R1,JointVel_3_R1,JointVel_1_R2,JointVel_2_R2,JointVel_3_R2,JointVel_1_L1,JointVel_2_L1,JointVel_3_L1,JointVel_1_L2,JointVel_2_L2,JointVel_3_L2,Body Vel X,Body Vel Y,Body Vel Z
1.000, -0.197, -0.042, 0.084, -0.193, 0.065, -0.105, -0.046, -0.089, 0.012, -0.050, 0.011, 0.025, 0.044, -0.000, 0.004
1.010, -0.560, -0.127, 0.239, -0.547, 0.163, -0.288, -0.127, -0.231, 0.025, -0.138, 0.039, 0.073, 0.093, -0.001, 0.008
1.020, -0.780, -0.201, 0.345, -0.765, 0.155, -0.355, -0.173, -0.246, -0.015, -0.187, 0.081, 0.100, 0.125, -0.001, 0.011
1.030, -0.900, -0.219, 0.387, -0.887, 0.124, -0.370, -0.194, -0.226, -0.056, -0.210, 0.085, 0.139, 0.146, -0.001, 0.013
1.040, -0.956, -0.188, 0.379, -0.949, 0.102, -0.366, -0.206, -0.205, -0.084, -0.220, 0.051, 0.190, 0.159, -0.003, 0.014
1.050, -0.973, -0.153, 0.354, -0.972, 0.066, -0.340, -0.213, -0.166, -0.113, -0.226, 0.018, 0.231, 0.168, -0.004, 0.014
1.060, -0.965, -0.121, 0.323, -0.971, 0.022, -0.299, -0.220, -0.116, -0.142, -0.232, -0.008, 0.261, 0.174, -0.005, 0.013
1.070, -0.942, -0.083, 0.282, -0.955, -0.016, -0.258, -0.228, -0.071, -0.163, -0.237, -0.038, 0.288, 0.178, -0.006, 0.013
1.080, -0.911, -0.044, 0.239, -0.929, -0.047, -0.219, -0.235, -0.031, -0.177, -0.242, -0.067, 0.310, 0.180, -0.007, 0.012
1.090, -0.875, -0.010, 0.197, -0.897, -0.078, -0.179, -0.242, 0.008, -0.188, -0.247, -0.091, 0.326, 0.180, -0.008, 0.011
1.100, -0.836, 0.019, 0.157, -0.863, -0.104, -0.142, -0.249, 0.043, -0.196, -0.252, -0.110, 0.336, 0.180, -0.009, 0.010
1.110, -0.797, 0.046, 0.120, -0.826, -0.125, -0.109, -0.254, 0.072, -0.201, -0.256, -0.127, 0.344, 0.178, -0.010, 0.008
1.120, -0.757, 0.070, 0.085, -0.789, -0.143, -0.079, -0.259, 0.098, -0.202, -0.259, -0.141, 0.348, 0.176, -0.011, 0.007
1.130, -0.718, 0.090, 0.054, -0.751, -0.158, -0.053, -0.263, 0.121, -0.203, -0.261, -0.152, 0.350, 0.173, -0.012, 0.006
1.140, -0.680, 0.107, 0.027, -0.714, -0.169, -0.029, -0.265, 0.140, -0.201, -0.262, -0.159, 0.348, 0.170, -0.012, 0.004
1.150, -0.644, 0.121, 0.002, -0.678, -0.177, -0.009, -0.265, 0.155, -0.198, -0.261, -0.165, 0.345, 0.166, -0.013, 0.003
1.160, -0.608, 0.133, -0.019, -0.642, -0.183, 0.008, -0.265, 0.168, -0.194, -0.259, -0.168, 0.340, 0.161, -0.013, 0.002
1.170, -0.574, 0.142, -0.038, -0.608, -0.187, 0.022, -0.263, 0.179, -0.189, -0.256, -0.170, 0.334, 0.157, -0.013, 0.000
1.180, -0.542, 0.149, -0.054, -0.574, -0.188, 0.034, -0.260, 0.186, -0.183, -0.253, -0.170, 0.326, 0.152, -0.013, -0.001
1.190, -0.511, 0.155, -0.067, -0.542, -0.189, 0.044, -0.256, 0.192, -0.177, -0.248, -0.169, 0.317, 0.147, -0.013, -0.002
1.200, -0.481, 0.158, -0.079, -0.511, -0.187, 0.052, -0.251, 0.196, -0.170, -0.242, -0.166, 0.308, 0.141, -0.013, -0.003
1.210, -0.452, 0.160, -0.088, -0.481, -0.185, 0.058, -0.246, 0.198, -0.163, -0.236, -0.162, 0.298, 0.136, -0.013, -0.004
1.220, -0.425, 0.161, -0.095, -0.452, -0.181, 0.063, -0.239, 0.198, -0.156, -0.229, -0.158, 0.287, 0.130, -0.013, -0.004
1.230, -0.399, 0.160, -0.101, -0.425, -0.177, 0.067, -0.232, 0.197, -0.149, -0.222, -0.153, 0.276, 0.124, -0.013, -0.005
1.240, -0.375, 0.159, -0.105, -0.398, -0.172, 0.069, -0.225, 0.195, -0.142, -0.214, -0.148, 0.264, 0.119, -0.013, -0.005
1.250, -0.351, 0.156, -0.108, -0.373, -0.167, 0.070, -0.217, 0.192, -0.134, -0.206, -0.142, 0.253, 0.113, -0.012, -0.006
1.260, -0.329, 0.153, -0.110, -0.349, -0.161, 0.071, -0.208, 0.189, -0.127, -0.197, -0.136, 0.241, 0.108, -0.012, -0.006
1.270, -0.307, 0.149, -0.111, -0.326, -0.155, 0.071, -0.200, 0.184, -0.120, -0.189, -0.130, 0.230, 0.102, -0.012, -0.006
1.280, -0.287, 0.144, -0.111, -0.305, -0.149, 0.070, -0.191, 0.179, -0.113, -0.180, -0.123, 0.218, 0.097, -0.011, -0.007
1.290, -0.268, 0.139, -0.110, -0.284, -0.142, 0.068, -0.182, 0.173, -0.106, -0.172, -0.117, 0.207, 0.091, -0.011, -0.007
1.300, -0.249, 0.134, -0.108, -0.264, -0.136, 0.067, -0.173, 0.167, -0.099, -0.163, -0.111, 0.196, 0.086, -0.011, -0.007
1.310, -0.232, 0.128, -0.106, -0.246, -0.129, 0.064, -0.164, 0.161, -0.093, -0.155, -0.104, 0.185, 0.081, -0.010, -0.007
1.320, -0.216, 0.123, -0.104, -0.228, -0.123, 0.062, -0.156, 0.154, -0.086, -0.146, -0.098, 0.174, 0.076, -0.010, -0.007
1.330, -0.200, 0.116, -0.100, -0.211, -0.116, 0.059, -0.147, 0.147, -0.080, -0.138, -0.092, 0.164, 0.071, -0.010, -0.007
1.340, -0.185, 0.110, -0.097, -0.196, -0.110, 0.057, -0.139, 0.140, -0.074, -0.130, -0.086, 0.154, 0.067, -0.009, -0.006
1.350, -0.172, 0.104, -0.094, -0.181, -0.104, 0.054, -0.130, 0.133, -0.068, -0.122, -0.080, 0.145, 0.062, -0.009, -0.006
1.360, -0.158, 0.098, -0.090, -0.167, -0.098, 0.051, -0.122, 0.126, -0.063, -0.114, -0.074, 0.135, 0.058, -0.008, -0.006
1.370, -0.146, 0.092, -0.086, -0.154, -0.092, 0.048, -0.114, 0.119, -0.058, -0.107, -0.069, 0.126, 0.054, -0.008, -0.006
1.380, -0.134, 0.086, -0.083, -0.141, -0.086, 0.045, -0.106, 0.112, -0.053, -0.099, -0.064, 0.118, 0.050, -0.008, -0.006
1.390, -0.123, 0.080, -0.078, -0.129, -0.081, 0.041, -0.099, 0.105, -0.048, -0.092, -0.059, 0.110, 0.046, -0.007, -0.005
1.400, -0.113, 0.074, -0.074, -0.118, -0.076, 0.038, -0.092, 0.099, -0.043, -0.086, -0.054, 0.102, 0.043, -0.007, -0.005
1.410, -0.104, 0.069, -0.071, -0.108, -0.071, 0.035, -0.085, 0.092, -0.039, -0.079, -0.049, 0.095, 0.039, -0.007, -0.005
1.420, -0.094, 0.063, -0.067, -0.099, -0.066, 0.032, -0.078, 0.086, -0.035, -0.073, -0.045, 0.088, 0.036, -0.006, -0.004
1.430, -0.086, 0.058, -0.063, -0.090, -0.061, 0.030, -0.072, 0.080, -0.031, -0.067, -0.041, 0.081, 0.033, -0.006, -0.004
1.440, -0.078, 0.053, -0.059, -0.081, -0.057, 0.027, -0.066, 0.074, -0.027, -0.062, -0.037, 0.075, 0.030, -0.006, -0.004
1.450, -0.071, 0.048, -0.055, -0.073, -0.053, 0.024, -0.060, 0.069, -0.024, -0.056, -0.033, 0.069, 0.027, -0.006, -0.004
1.460, -0.064, 0.043, -0.052, -0.066, -0.049, 0.021, -0.055, 0.063, -0.021, -0.051, -0.030, 0.064, 0.025, -0.005, -0.003
1.470, -0.057, 0.039, -0.048, -0.059, -0.045, 0.019, -0.050, 0.058, -0.018, -0.047, -0.027, 0.058, 0.022, -0.005, -0.003
1.480, -0.051, 0.035, -0.045, -0.053, -0.041, 0.017, -0.045, 0.053, -0.015, -0.042, -0.024, 0.054, 0.020, -0.005, -0.003
1.490, -0.046, 0.031, -0.042, -0.047, -0.038, 0.014, -0.041, 0.049, -0.012, -0.038, -0.021, 0.049, 0.018, -0.005, -0.002
1.500, -0.040, 0.027, -0.038, -0.042, -0.035, 0.012, -0.036, 0.044, -0.010, -0.034, -0.018, 0.045, 0.016, -0.004, -0.002
1.510, -0.036, 0.023, -0.036, -0.037, -0.032, 0.010, -0.032, 0.040, -0.008, -0.030, -0.015, 0.040, 0.014, -0.004, -0.002
1.520, -0.031, 0.020, -0.033, -0.032, -0.029, 0.008, -0.028, 0.036, -0.006, -0.027, -0.013, 0.037, 0.012, -0.004, -0.002
1.530, -0.027, 0.017, -0.030, -0.028, -0.026, 0.007, -0.025, 0.033, -0.004, -0.023, -0.011, 0.033, 0.011, -0.004, -0.002
1.540, -0.023, 0.014, -0.028, -0.024, -0.024, 0.005, -0.022, 0.029, -0.002, -0.020, -0.009, 0.030, 0.009, -0.004, -0.001
1.550, -0.020, 0.011, -0.025, -0.020, -0.022, 0.003, -0.019, 0.026, -0.000, -0.017, -0.007, 0.027, 0.008, -0.004, -0.001
1.560, -0.017, 0.009, -0.023, -0.017, -0.019, 0.002, -0.016, 0.023, 0.001, -0.015, -0.005, 0.024, 0.007, -0.003, -0.001
1.570, -0.014, 0.007, -0.021, -0.014, -0.017, 0.001, -0.013, 0.020, 0.003, -0.012, -0.004, 0.022, 0.006, -0.003, -0.001
1.580, -0.011, 0.005, -0.019, -0.011, -0.016, -0.001, -0.011, 0.018, 0.004, -0.010, -0.002, 0.019, 0.005, -0.003, -0.001
1.590, -0.009, 0.003, -0.017, -0.009, -0.014, -0.002, -0.009, 0.015, 0.005, -0.008, -0.001, 0.017, 0.004, -0.003, -0.001
1.600, -0.007, 0.001, -0.015, -0.007, -0.012, -0.003, -0.007, 0.013, 0.006, -0.006, 0.001, 0.015, 0.003, -0.003, -0.000
1.610, -0.005, -0.001, -0.014, -0.005, -0.011, -0.004, -0.005, 0.011, 0.007, -0.005, 0.002, 0.013, 0.002, -0.003, -0.000
1.620, -0.003, -0.002, -0.012, -0.003, -0.009, -0.005, -0.003, 0.009, 0.008, -0.003, 0.003, 0.011, 0.001, -0.003, -0.000
1.630, -0.001, -0.004, -0.011, -0.001, -0.008, -0.005, -0.002, 0.007, 0.008, -0.002, 0.004, 0.010, 0.000, -0.002, -0.000
1.640, 0.000, -0.005, -0.010, 0.000, -0.007, -0.006, -0.000, 0.006, 0.009, -0.000, 0.004, 0.008, -0.000, -0.002, -0.000
1.650, 0.001, -0.006, -0.009, 0.002, -0.006, -0.007, 0.001, 0.005, 0.009, 0.001, 0.005, 0.007, -0.001, -0.002, 0.000
1.660, 0.002, -0.007, -0.008, 0.003, -0.005, -0.007, 0.002, 0.003, 0.010, 0.002, 0.006, 0.006, -0.001, -0.002, 0.000
1.670, 0.003, -0.007, -0.007, 0.004, -0.004, -0.008, 0.003, 0.002, 0.010, 0.003, 0.006, 0.005, -0.001, -0.002, 0.000
1.680, 0.004, -0.008, -0.006, 0.004, -0.003, -0.008, 0.003, 0.001, 0.010, 0.003, 0.006, 0.004, -0.002, -0.002, 0.000
1.690, 0.004, -0.008, -0.004, 0.005, -0.002, -0.007, 0.004, 0.000, 0.010, 0.004, 0.006, 0.003, -0.002, -0.002, 0.000
1.700, 0.004, -0.008, -0.003, 0.005, -0.002, -0.007, 0.004, -0.001, 0.009, 0.004, 0.006, 0.002, -0.002, -0.001, 0.000
1.710, 0.005, -0.008, -0.002, 0.005, -0.001, -0.006, 0.004, -0.001, 0.008, 0.004, 0.006, 0.001, -0.002, -0.001, 0.000
1.720, 0.005, -0.007, -0.002, 0.005, -0.001, -0.006, 0.004, -0.002, 0.008, 0.004, 0.006, 0.000, -0.002, -0.001, 0.000
1.730, 0.005, -0.007, -0.001, 0.005, -0.000, -0.006, 0.004, -0.002, 0.007, 0.004, 0.005, -0.000, -0.002, -0.001, 0.000
1.740, 0.005, -0.007, -0.001, 0.005, 0.000, -0.006, 0.004, -0.002, 0.007, 0.004, 0.005, -0.000, -0.002, -0.001, 0.000
1.750, 0.004, -0.006, -0.000, 0.005, 0.000, -0.005, 0.004, -0.002, 0.007, 0.004, 0.005, -0.000, -0.002, -0.001, 0.000
1.760, 0.004, -0.006, 0.000, 0.004, 0.000, -0.004, 0.004, -0.002, 0.006, 0.004, 0.004, -0.001, -0.002, -0.001, 0.000
1.770, 0.004, -0.005, 0.000, 0.004, 0.000, -0.004, 0.004, -0.002, 0.005, 0.004, 0.004, -0.001, -0.002, -0.001, 0.000
1.780, 0.004, -0.005, 0.000, 0.004, 0.001, -0.003, 0.004, -0.002, 0.005, 0.003, 0.003, -0.001, -0.002, -0.000, 0.000
1.790, 0.003, -0.004, 0.001, 0.004, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.002, -0.000, 0.000
1.800, 0.003, -0.004, 0.001, 0.004, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
1.810, 0.003, -0.004, 0.001, 0.004, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
1.820, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
1.830, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.004, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
1.840, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
1.850, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
1.860, 0.003, -0.004, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
1.870, 0.003, -0.003, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
1.880, 0.003, -0.003, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
1.890, 0.003, -0.003, 0.001, 0.003, 0.001, -0.002, 0.003, -0.002, 0.003, 0.003, 0.003, -0.001, -0.001, -0.000, 0.000
1.900, 0.003, -0.003, 0.001, 0.003, 0.001, -0.003, 0.003, -0.002, 0.003, 0.002, 0.003, -0.001, -0.001, -0.000, 0.000
1.910, 0.003, -0.003, 0.001, 0.003, 0.001, -0.002, 0.003, -0.002, 0.003, 0.002, 0.003, -0.001, -0.001, -0.000, 0.000
1.920, 0.002, -0.003, 0.001, 0.003, 0.001, -0.002, 0.002, -0.002, 0.003, 0.002, 0.002, -0.001, -0.001, -0.000, 0.000
1.930, 0.002, -0.003, 0.001, 0.003, 0.001, -0.002, 0.002, -0.002, 0.003, 0.002, 0.002, -0.001, -0.001, -0.000, 0.000
1.940, 0.002, -0.003, 0.001, 0.003, 0.001, -0.002, 0.002, -0.002, 0.003, 0.002, 0.002, -0.001, -0.001, -0.000, 0.000
1.950, 0.002, -0.003, 0.001, 0.003, 0.001, -0.002, 0.002, -0.002, 0.003, 0.002, 0.002, -0.001, -0.001, -0.000, 0.000
1.960, 0.002, -0.003, 0.001, 0.003, 0.001, -0.002, 0.002, -0.002, 0.003, 0.002, 0.002, -0.001, -0.001, -0.000, 0.000
1.970, 0.002, -0.003, 0.001, 0.002, 0.001, -0.002, 0.002, -0.002, 0.003, 0.002, 0.002, -0.001, -0.001, -0.000, -0.000
1.980, 0.002, -0.003, 0.001, 0.002, 0.001, -0.002, 0.002, -0.002, 0.003, 0.002, 0.002, -0.001, -0.001, -0.000, -0.000
1.990, 0.002, -0.003, 0.000, 0.002, 0.001, -0.002, 0.002, -0.002, 0.003, 0.002, 0.002, -0.001, -0.001, -0.000, -0.000
2.000, 0.137, 0.047, -0.090, 0.155, -0.024, 0.052, 0.020, 0.019, 0.010, 0.016, -0.043, -0.021, -0.029, 0.002, -0.000
2.010, 0.388, 0.126, -0.249, 0.432, -0.073, 0.153, 0.050, 0.058, 0.025, 0.040, -0.115, -0.064, -0.061, 0.004, 0.000
2.020, 0.541, 0.133, -0.315, 0.601, -0.115, 0.225, 0.066, 0.088, 0.037, 0.052, -0.126, -0.114, -0.082, 0.006, 0.002
2.030, 0.626, 0.117, -0.332, 0.692, -0.128, 0.258, 0.072, 0.087, 0.058, 0.056, -0.119, -0.153, -0.095, 0.007, 0.004
2.040, 0.668, 0.100, -0.328, 0.734, -0.114, 0.262, 0.075, 0.062, 0.088, 0.058, -0.111, -0.177, -0.104, 0.008, 0.006
2.050, 0.683, 0.073, -0.306, 0.746, -0.096, 0.254, 0.079, 0.036, 0.112, 0.062, -0.093, -0.196, -0.109, 0.008, 0.007
2.060, 0.681, 0.042, -0.274, 0.739, -0.078, 0.239, 0.084, 0.013, 0.130, 0.067, -0.069, -0.213, -0.113, 0.008, 0.008
2.070, 0.668, 0.014, -0.240, 0.720, -0.057, 0.217, 0.090, -0.012, 0.146, 0.074, -0.046, -0.223, -0.115, 0.008, 0.009
2.080, 0.649, -0.010, -0.207, 0.696, -0.034, 0.193, 0.097, -0.035, 0.158, 0.081, -0.026, -0.228, -0.116, 0.007, 0.010
2.090, 0.626, -0.032, -0.175, 0.667, -0.015, 0.169, 0.104, -0.054, 0.167, 0.089, -0.006, -0.231, -0.116, 0.007, 0.010
2.100, 0.602, -0.052, -0.145, 0.637, 0.003, 0.145, 0.112, -0.070, 0.174, 0.097, 0.013, -0.232, -0.116, 0.007, 0.010
2.110, 0.576, -0.068, -0.118, 0.606, 0.020, 0.121, 0.118, -0.084, 0.178, 0.105, 0.029, -0.231, -0.115, 0.006, 0.010
2.120, 0.549, -0.082, -0.093, 0.575, 0.034, 0.099, 0.124, -0.096, 0.181, 0.111, 0.044, -0.228, -0.114, 0.005, 0.010
2.130, 0.523, -0.093, -0.071, 0.545, 0.046, 0.079, 0.129, -0.105, 0.182, 0.117, 0.056, -0.224, -0.112, 0.005, 0.009
2.140, 0.497, -0.103, -0.052, 0.516, 0.057, 0.061, 0.132, -0.112, 0.182, 0.122, 0.067, -0.219, -0.110, 0.004, 0.009
2.150, 0.472, -0.110, -0.036, 0.488, 0.066, 0.045, 0.135, -0.118, 0.181, 0.126, 0.076, -0.213, -0.108, 0.004, 0.008
2.160, 0.448, -0.115, -0.021, 0.461, 0.073, 0.030, 0.137, -0.122, 0.179, 0.128, 0.084, -0.207, -0.105, 0.003, 0.008
2.170, 0.424, -0.119, -0.009, 0.435, 0.079, 0.017, 0.138, -0.124, 0.176, 0.130, 0.090, -0.200, -0.102, 0.003, 0.007
2.180, 0.401, -0.122, 0.002, 0.410, 0.084, 0.005, 0.138, -0.125, 0.173, 0.131, 0.095, -0.193, -0.099, 0.002, 0.007
2.190, 0.379, -0.124, 0.010, 0.387, 0.087, -0.005, 0.137, -0.125, 0.169, 0.131, 0.098, -0.186, -0.096, 0.002, 0.006
2.200, 0.358, -0.124, 0.018, 0.364, 0.090, -0.014, 0.136, -0.124, 0.165, 0.130, 0.101, -0.178, -0.093, 0.001, 0.006
2.210, 0.338, -0.123, 0.023, 0.343, 0.091, -0.021, 0.134, -0.122, 0.161, 0.128, 0.103, -0.170, -0.089, 0.001, 0.005
2.220, 0.318, -0.122, 0.028, 0.322, 0.092, -0.027, 0.131, -0.120, 0.156, 0.126, 0.104, -0.163, -0.086, 0.001, 0.005
2.230, 0.300, -0.120, 0.032, 0.303, 0.091, -0.033, 0.127, -0.117, 0.151, 0.123, 0.104, -0.155, -0.082, 0.000, 0.004
2.240, 0.282, -0.118, 0.034, 0.284, 0.091, -0.037, 0.124, -0.113, 0.145, 0.120, 0.103, -0.147, -0.079, -0.000, 0.004
2.250, 0.265, -0.115, 0.036, 0.267, 0.089, -0.040, 0.120, -0.109, 0.140, 0.117, 0.102, -0.139, -0.075, -0.000, 0.003
2.260, 0.248, -0.111, 0.037, 0.250, 0.087, -0.043, 0.115, -0.105, 0.134, 0.113, 0.100, -0.132, -0.071, -0.001, 0.003
2.270, 0.233, -0.108, 0.037, 0.234, 0.085, -0.045, 0.111, -0.101, 0.129, 0.108, 0.098, -0.124, -0.068, -0.001, 0.003
2.280, 0.218, -0.104, 0.037, 0.219, 0.082, -0.046, 0.106, -0.096, 0.123, 0.104, 0.096, -0.117, -0.064, -0.001, 0.002
2.290, 0.204, -0.099, 0.037, 0.205, 0.079, -0.047, 0.101, -0.091, 0.117, 0.099, 0.093, -0.110, -0.061, -0.001, 0.002
2.300, 0.190, -0.095, 0.036, 0.191, 0.076, -0.048, 0.096, -0.086, 0.112, 0.095, 0.090, -0.103, -0.057, -0.002, 0.002
2.310, 0.177, -0.091, 0.035, 0.178, 0.073, -0.048, 0.091, -0.081, 0.106, 0.090, 0.087, -0.096, -0.054, -0.002, 0.001
2.320, 0.165, -0.087, 0.033, 0.165, 0.069, -0.047, 0.086, -0.077, 0.101, 0.085, 0.084, -0.090, -0.051, -0.002, 0.001
2.330, 0.153, -0.082, 0.031, 0.154, 0.066, -0.047, 0.081, -0.072, 0.096, 0.080, 0.080, -0.083, -0.047, -0.002, 0.001
2.340, 0.142, -0.078, 0.030, 0.142, 0.062, -0.046, 0.076, -0.067, 0.091, 0.075, 0.076, -0.077, -0.044, -0.002, 0.001
2.350, 0.132, -0.074, 0.028, 0.132, 0.058, -0.045, 0.071, -0.062, 0.085, 0.071, 0.073, -0.071, -0.041, -0.002, 0.001
2.360, 0.122, -0.069, 0.026, 0.122, 0.055, -0.043, 0.066, -0.058, 0.081, 0.066, 0.069, -0.066, -0.038, -0.002, 0.001
2.370, 0.113, -0.065, 0.023, 0.113, 0.051, -0.042, 0.062, -0.053, 0.076, 0.062, 0.065, -0.060, -0.036, -0.002, 0.000
2.380, 0.104, -0.061, 0.021, 0.104, 0.047, -0.040, 0.057, -0.049, 0.071, 0.057, 0.062, -0.055, -0.033, -0.003, 0.000
2.390, 0.096, -0.057, 0.019, 0.096, 0.044, -0.039, 0.053, -0.045, 0.067, 0.053, 0.058, -0.050, -0.030, -0.003, 0.000
2.400, 0.088, -0.054, 0.017, 0.088, 0.040, -0.037, 0.048, -0.041, 0.063, 0.049, 0.055, -0.046, -0.028, -0.003, 0.000
2.410, 0.080, -0.050, 0.015, 0.080, 0.037, -0.035, 0.044, -0.038, 0.059, 0.045, 0.051, -0.042, -0.026, -0.003, 0.000
2.420, 0.073, -0.046, 0.013, 0.073, 0.033, -0.033, 0.041, -0.034, 0.055, 0.041, 0.048, -0.037, -0.024, -0.003, -0.000
2.430, 0.067, -0.043, 0.011, 0.067, 0.030, -0.032, 0.037, -0.030, 0.051, 0.037, 0.045, -0.033, -0.022, -0.003, -0.000
2.440, 0.061, -0.040, 0.010, 0.061, 0.027, -0.030, 0.033, -0.027, 0.048, 0.034, 0.041, -0.030, -0.020, -0.003, -0.000
2.450, 0.055, -0.037, 0.008, 0.055, 0.024, -0.028, 0.030, -0.024, 0.044, 0.030, 0.038, -0.026, -0.018, -0.003, -0.000
2.460, 0.050, -0.034, 0.006, 0.050, 0.022, -0.026, 0.027, -0.021, 0.041, 0.027, 0.036, -0.023, -0.016, -0.003, -0.000
2.470, 0.045, -0.031, 0.004, 0.045, 0.019, -0.025, 0.024, -0.019, 0.038, 0.024, 0.033, -0.020, -0.014, -0.003, -0.000
2.480, 0.040, -0.028, 0.003, 0.040, 0.017, -0.023, 0.021, -0.016, 0.035, 0.021, 0.030, -0.017, -0.013, -0.003, -0.000
2.490, 0.036, -0.026, 0.001, 0.036, 0.014, -0.021, 0.019, -0.014, 0.032, 0.019, 0.028, -0.014, -0.011, -0.003, -0.000
2.500, 0.032, -0.024, 0.000, 0.032, 0.012, -0.020, 0.016, -0.011, 0.030, 0.016, 0.025, -0.012, -0.010, -0.003, -0.000
2.510, 0.028, -0.021, -0.001, 0.028, 0.010, -0.019, 0.014, -0.009, 0.028, 0.014, 0.023, -0.010, -0.009, -0.003, -0.000
2.520, 0.025, -0.019, -0.002, 0.025, 0.008, -0.017, 0.012, -0.008, 0.025, 0.012, 0.021, -0.008, -0.008, -0.003, -0.000
2.530, 0.022, -0.017, -0.003, 0.022, 0.006, -0.016, 0.010, -0.006, 0.023, 0.010, 0.019, -0.006, -0.007, -0.003, -0.000
2.540, 0.019, -0.016, -0.004, 0.019, 0.005, -0.014, 0.008, -0.004, 0.021, 0.008, 0.017, -0.004, -0.006, -0.003, -0.000
2.550, 0.017, -0.014, -0.005, 0.017, 0.003, -0.013, 0.006, -0.003, 0.020, 0.007, 0.015, -0.002, -0.005, -0.003, -0.000
2.560, 0.015, -0.012, -0.006, 0.015, 0.002, -0.012, 0.005, -0.001, 0.018, 0.005, 0.014, -0.001, -0.004, -0.003, -0.000
2.570, 0.012, -0.011, -0.007, 0.012, 0.000, -0.011, 0.003, 0.000, 0.016, 0.004, 0.012, 0.000, -0.003, -0.002, -0.000
2.580, 0.010, -0.010, -0.007, 0.010, -0.001, -0.010, 0.002, 0.001, 0.015, 0.002, 0.011, 0.002, -0.002, -0.002, -0.000
2.590, 0.008, -0.009, -0.008, 0.008, -0.002, -0.009, 0.001, 0.002, 0.014, 0.001, 0.010, 0.003, -0.002, -0.002, -0.000
2.600, 0.006, -0.008, -0.008, 0.006, -0.003, -0.008, -0.000, 0.003, 0.012, -0.000, 0.008, 0.003, -0.001, -0.002, -0.000
2.610, 0.005, -0.007, -0.009, 0.005, -0.003, -0.007, -0.001, 0.004, 0.011, -0.001, 0.007, 0.004, -0.001, -0.002, -0.000
2.620, 0.003, -0.006, -0.009, 0.003, -0.004, -0.007, -0.002, 0.004, 0.010, -0.002, 0.006, 0.005, -0.000, -0.002, -0.000
2.630, 0.002, -0.005, -0.009, 0.002, -0.005, -0.006, -0.003, 0.005, 0.009, -0.003, 0.005, 0.006, 0.000, -0.002, -0.000
2.640, 0.001, -0.004, -0.009, 0.001, -0.005, -0.005, -0.003, 0.005, 0.008, -0.003, 0.004, 0.006, 0.000, -0.002, -0.000
2.650, 0.000, -0.003, -0.009, 0.000, -0.005, -0.004, -0.003, 0.005, 0.007, -0.003, 0.003, 0.007, 0.001, -0.002, -0.000
2.660, -0.001, -0.002, -0.008, -0.001, -0.005, -0.003, -0.003, 0.005, 0.006, -0.003, 0.002, 0.006, 0.001, -0.001, -0.000
2.670, -0.001, -0.001, -0.007, -0.001, -0.005, -0.002, -0.003, 0.005, 0.004, -0.003, 0.001, 0.005, 0.001, -0.001, -0.000
2.680, -0.001, -0.001, -0.006, -0.001, -0.004, -0.001, -0.003, 0.004, 0.003, -0.003, 0.001, 0.005, 0.001, -0.001, -0.000
2.690, -0.001, -0.000, -0.005, -0.001, -0.004, -0.001, -0.003, 0.004, 0.002, -0.003, 0.000, 0.004, 0.001, -0.001, -0.000
2.700, -0.001, 0.000, -0.005, -0.002, -0.004, -0.000, -0.003, 0.004, 0.002, -0.003, -0.000, 0.004, 0.001, -0.001, -0.000
2.710, -0.002, 0.000, -0.004, -0.002, -0.004, 0.000, -0.003, 0.003, 0.001, -0.003, -0.000, 0.004, 0.001, -0.001, -0.000
2.720, -0.002, 0.001, -0.004, -0.002, -0.003, 0.000, -0.003, 0.003, 0.001, -0.003, -0.001, 0.003, 0.001, -0.001, -0.000
2.730, -0.002, 0.001, -0.004, -0.002, -0.003, 0.000, -0.003, 0.003, 0.001, -0.003, -0.001, 0.003, 0.001, -0.001, -0.000
2.740, -0.002, 0.001, -0.004, -0.002, -0.003, 0.000, -0.003, 0.003, 0.001, -0.003, -0.001, 0.003, 0.001, -0.000, -0.000
