Time (s),Joint Vel 1,Joint Vel 2,Joint Vel 3,Body Vel X,Body Vel Y,Body Vel Z
2.34,1.047,0,0,0,0.263,-0.199
2.35,1.047,0,0,0,0.258,-0.199
2.36,0.954,0,0,0,0.226,-0.178
2.37,0.78,0,0,0,0.181,-0.145
2.38,0.608,0,0,0,0.14,-0.113
2.39,0.464,0,0,0,0.106,-0.086
2.4,0.349,0,0,0,0.079,-0.065
2.41,0.261,0,0,0,0.059,-0.049
2.42,0.195,0,0,0,0.044,-0.037
2.43,0.145,0,0,0,0.033,-0.027
2.44,0.108,0,0,0,0.024,-0.02
2.45,0.08,0,0,0,0.018,-0.015
2.46,0.06,0,0,0,0.013,-0.011
2.47,0.044,0,0,0,0.01,-0.008
2.48,0.033,0,0,0,0.007,-0.006
2.49,0.024,0,0,0,0.006,-0.005
2.5,0.018,0,0,0,0.004,-0.004
2.51,-0.347,0,0,0,-0.096,0.082
2.52,-0.76,0,0,0,-0.202,0.167
2.53,-0.975,0,0,0,-0.243,0.197
2.54,-1.029,0,0,0,-0.255,0.202
2.55,-1.043,0,0,0,-0.26,0.202
2.56,-1.046,0,0,0,-0.262,0.2
2.57,-1.047,0,0,0,-0.265,0.197
2.58,-1.047,0,0,0,-0.267,0.195
2.59,-1.047,0,0,0,-0.269,0.192
2.6,-1.047,0,0,0,-0.271,0.189
2.61,-1.047,0,0,0,-0.273,0.187
2.62,-1.047,0,0,0,-0.275,0.184
2.63,-1.047,0,0,0,-0.276,0.181
2.64,-1.047,0,0,0,-0.278,0.179
2.65,-1.047,0,0,0,-0.28,0.176
2.66,-1.047,0,0,0,-0.282,0.173
2.67,-1.047,0,0,0,-0.284,0.171
2.68,-1.047,0,0,0,-0.286,0.168
2.69,-1.047,0,0,0,-0.287,0.165
2.7,-1.047,0,0,0,-0.289,0.162
2.71,-1.047,0,0,0,-0.291,0.159
2.72,-1.047,0,0,0,-0.292,0.157
2.73,-1.047,0,0,0,-0.294,0.154
2.74,-1.047,0,0,0,-0.296,0.151
2.75,-1.047,0,0,0,-0.297,0.148
2.76,-1.047,0,0,0,-0.299,0.145
2.77,-1.047,0,0,0,-0.3,0.142
2.78,-1.047,0,0,0,-0.302,0.139
2.79,-1.047,0,0,0,-0.303,0.136
2.8,-1.047,0,0,0,-0.305,0.133
2.81,-1.047,0,0,0,-0.306,0.13
2.82,-1.047,0,0,0,-0.307,0.127
2.83,-1.047,0,0,0,-0.309,0.124
2.84,-1.047,0,0,0,-0.31,0.121
2.85,-1.047,0,0,0,-0.311,0.118
2.86,-0.996,0,0,0,-0.286,0.105
2.87,-0.83,0,0,0,-0.235,0.084
2.88,-0.653,0,0,0,-0.184,0.065
2.89,-0.5,0,0,0,-0.14,0.049
2.9,-0.377,0,0,0,-0.106,0.036
2.91,-0.283,0,0,0,-0.079,0.027
2.92,-0.211,0,0,0,-0.059,0.02
2.93,-0.157,0,0,0,-0.044,0.015
2.94,-0.117,0,0,0,-0.033,0.011
2.95,-0.087,0,0,0,-0.024,0.008
2.96,-0.065,0,0,0,-0.018,0.006
2.97,-0.048,0,0,0,-0.013,0.004
2.98,-0.036,0,0,0,-0.01,0.003
2.99,-0.026,0,0,0,-0.007,0.002
3,-0.02,0,0,0,-0.005,0.002
3.01,-0.325,0,0,0,-0.155,0.051
3.02,-0.867,0,0,0,-0.277,0.089
3.03,-1.002,0,0,0,-0.308,0.096
3.04,-1.036,0,0,0,-0.317,0.095
3.05,-1.044,0,0,0,-0.32,0.092
3.06,-1.046,0,0,0,-0.321,0.089
3.07,-1.047,0,0,0,-0.322,0.086
3.08,-1.047,0,0,0,-0.323,0.083
3.09,-1.047,0,0,0,-0.324,0.08
3.1,-1.047,0,0,0,-0.325,0.077
3.11,-1.047,0,0,0,-0.325,0.073
3.12,-1.047,0,0,0,-0.326,0.07
3.13,-1.047,0,0,0,-0.327,0.067
3.14,-1.047,0,0,0,-0.328,0.064
3.15,-1.047,0,0,0,-0.328,0.061
3.16,-1.047,0,0,0,-0.329,0.057
3.17,-1.047,0,0,0,-0.329,0.054
3.18,-1.047,0,0,0,-0.33,0.051
3.19,-1.047,0,0,0,-0.331,0.048
3.2,-1.047,0,0,0,-0.331,0.044
