Time (s),JointVel_1_R1,JointVel_2_R1,JointVel_3_R1,JointVel_1_R2,JointVel_2_R2,JointVel_3_R2,JointVel_1_L1,JointVel_2_L1,JointVel_3_L1,JointVel_1_L2,JointVel_2_L2,JointVel_3_L2,Body Vel X R1,Body Vel Y R1,Body Vel Z R1,Body Vel X R2,Body Vel Y R2,Body Vel Z R2,Body Vel X L1,Body Vel Y L1,Body Vel Z L1,Body Vel X L2,Body Vel Y L2,Body Vel Z L2
4.48,0.217,0.059,0.226,-0.057,0.144,0.072,-0.169,-0.038,-0.208,0.077,-0.112,-0.051,0.032,0.066,0.024,0.028,-0.004,0.016,-0.023,0.069,-0.002,-0.026,-0.001,-0.011
4.49,0.193,0.051,0.201,-0.051,0.127,0.063,-0.152,-0.035,-0.188,0.069,-0.101,-0.048,0.027,0.059,0.021,0.024,-0.003,0.014,-0.021,0.061,-0.002,-0.024,-0.001,-0.01
4.5,0.831,0.309,-0.213,0.503,0.423,-0.415,-0.858,-0.315,0.253,-0.51,-0.406,0.445,0.053,0.149,-0.081,0.047,0.034,-0.101,-0.039,0.156,0.137,-0.044,0.041,0.117
4.51,1.77,0.653,-0.693,1.287,0.836,-1.018,-1.857,-0.683,0.806,-1.309,-0.803,1.06,0.067,0.225,-0.117,0.06,0.077,-0.15,-0.051,0.232,0.199,-0.058,0.084,0.165
4.52,1.315,0.318,0.009,0.846,0.506,-0.346,-1.288,-0.307,0.153,-0.828,-0.373,0.296,0.054,0.23,-0.012,0.048,0.103,-0.052,-0.046,0.234,0.091,-0.052,0.107,0.051
4.53,0.956,0.052,0.549,0.483,0.236,0.191,-0.865,-0.037,-0.367,-0.452,-0.088,-0.256,0.05,0.248,0.034,0.045,0.119,-0.006,-0.05,0.252,0.046,-0.055,0.123,0.006
4.54,1.222,0.116,0.487,0.661,0.319,0.105,-1.141,-0.157,-0.275,-0.631,-0.249,-0.084,0.06,0.286,0.013,0.054,0.129,-0.025,-0.063,0.291,0.074,-0.069,0.134,0.036
4.55,1.339,0.146,0.5,0.708,0.371,0.08,-1.256,-0.203,-0.281,-0.676,-0.317,-0.045,0.065,0.303,0.019,0.059,0.13,-0.019,-0.071,0.308,0.065,-0.076,0.135,0.027
4.56,1.164,0.06,0.714,0.505,0.299,0.264,-1.068,-0.099,-0.513,-0.473,-0.216,-0.273,0.066,0.303,0.045,0.061,0.124,0.009,-0.073,0.308,0.029,-0.078,0.129,-0.008
4.57,1.082,0.031,0.806,0.387,0.28,0.337,-0.989,-0.071,-0.625,-0.359,-0.205,-0.354,0.069,0.306,0.049,0.064,0.115,0.017,-0.079,0.31,0.016,-0.084,0.119,-0.017
4.58,1.105,0.064,0.773,0.368,0.324,0.287,-1.026,-0.117,-0.611,-0.345,-0.276,-0.292,0.073,0.307,0.042,0.069,0.103,0.014,-0.085,0.31,0.013,-0.089,0.107,-0.015
4.59,1.054,0.073,0.772,0.293,0.339,0.275,-0.988,-0.127,-0.637,-0.276,-0.303,-0.288,0.075,0.299,0.043,0.071,0.089,0.019,-0.088,0.302,0.001,-0.092,0.092,-0.022
4.6,0.95,0.064,0.79,0.184,0.331,0.291,-0.898,-0.115,-0.687,-0.172,-0.301,-0.318,0.075,0.286,0.044,0.072,0.074,0.026,-0.09,0.288,-0.013,-0.092,0.076,-0.032
4.61,0.879,0.073,0.76,0.113,0.338,0.266,-0.843,-0.124,-0.689,-0.107,-0.321,-0.3,0.074,0.272,0.04,0.073,0.059,0.026,-0.091,0.274,-0.019,-0.092,0.06,-0.034
4.62,0.82,0.09,0.704,0.063,0.348,0.222,-0.8,-0.141,-0.664,-0.062,-0.346,-0.26,0.073,0.256,0.034,0.072,0.044,0.025,-0.09,0.256,-0.024,-0.091,0.045,-0.034
4.63,0.739,0.095,0.655,0.006,0.343,0.194,-0.732,-0.145,-0.645,-0.009,-0.353,-0.237,0.07,0.236,0.031,0.07,0.031,0.025,-0.088,0.236,-0.03,-0.088,0.031,-0.035
4.64,0.653,0.097,0.603,-0.046,0.329,0.168,-0.658,-0.144,-0.621,0.039,-0.351,-0.217,0.066,0.215,0.027,0.067,0.02,0.025,-0.085,0.214,-0.034,-0.084,0.019,-0.036
4.65,0.577,0.101,0.538,-0.08,0.316,0.134,-0.593,-0.146,-0.579,0.07,-0.348,-0.186,0.061,0.194,0.022,0.063,0.01,0.023,-0.081,0.192,-0.035,-0.079,0.008,-0.034
4.66,0.504,0.102,0.469,-0.103,0.297,0.101,-0.527,-0.146,-0.529,0.092,-0.338,-0.155,0.055,0.171,0.017,0.058,0.001,0.02,-0.076,0.169,-0.035,-0.074,-0.001,-0.032
4.67,0.428,0.098,0.403,-0.121,0.272,0.075,-0.455,-0.14,-0.478,0.109,-0.319,-0.129,0.049,0.148,0.014,0.051,-0.005,0.018,-0.069,0.146,-0.035,-0.067,-0.008,-0.03
4.68,0.356,0.091,0.337,-0.131,0.243,0.05,-0.385,-0.131,-0.422,0.119,-0.294,-0.105,0.042,0.125,0.01,0.045,-0.01,0.015,-0.062,0.122,-0.033,-0.06,-0.013,-0.028
4.69,0.289,0.084,0.271,-0.131,0.212,0.026,-0.318,-0.122,-0.36,0.12,-0.266,-0.08,0.035,0.102,0.007,0.037,-0.014,0.012,-0.055,0.1,-0.03,-0.052,-0.016,-0.024
4.7,0.226,0.074,0.207,-0.125,0.179,0.005,-0.253,-0.11,-0.298,0.115,-0.233,-0.058,0.027,0.08,0.004,0.03,-0.016,0.009,-0.047,0.078,-0.026,-0.045,-0.018,-0.021
4.71,0.164,0.061,0.148,-0.116,0.144,-0.012,-0.188,-0.097,-0.235,0.108,-0.197,-0.04,0.02,0.059,0.002,0.022,-0.017,0.006,-0.039,0.057,-0.022,-0.037,-0.019,-0.017
4.72,0.108,0.048,0.091,-0.102,0.109,-0.027,-0.127,-0.082,-0.173,0.095,-0.159,-0.023,0.012,0.039,0,0.014,-0.017,0.003,-0.031,0.037,-0.017,-0.029,-0.019,-0.014
4.73,0.058,0.034,0.038,-0.084,0.074,-0.041,-0.071,-0.068,-0.111,0.08,-0.121,-0.007,0.005,0.02,-0.002,0.006,-0.016,0,-0.023,0.019,-0.012,-0.022,-0.017,-0.01
4.74,0.01,0.02,-0.01,-0.065,0.04,-0.052,-0.018,-0.053,-0.052,0.063,-0.083,0.006,-0.002,0.002,-0.004,-0.001,-0.015,-0.003,-0.015,0.001,-0.007,-0.014,-0.016,-0.006
4.75,-0.033,0.006,-0.054,-0.045,0.008,-0.06,0.031,-0.038,0.003,0.046,-0.046,0.018,-0.008,-0.014,-0.005,-0.008,-0.014,-0.005,-0.008,-0.014,-0.003,-0.008,-0.014,-0.003
4.76,-0.071,-0.008,-0.093,-0.025,-0.022,-0.068,0.074,-0.024,0.054,0.027,-0.011,0.028,-0.014,-0.029,-0.006,-0.014,-0.012,-0.008,-0.001,-0.028,0.002,-0.001,-0.011,0
4.77,-0.105,-0.02,-0.128,-0.006,-0.049,-0.074,0.113,-0.01,0.101,0.01,0.022,0.036,-0.019,-0.042,-0.008,-0.02,-0.01,-0.01,0.006,-0.041,0.006,0.005,-0.009,0.003
4.78,-0.135,-0.031,-0.159,0.012,-0.074,-0.079,0.147,0.002,0.143,-0.007,0.052,0.044,-0.024,-0.053,-0.009,-0.025,-0.008,-0.012,0.011,-0.052,0.009,0.01,-0.007,0.006
4.79,-0.161,-0.041,-0.184,0.028,-0.096,-0.082,0.175,0.013,0.178,-0.022,0.078,0.05,-0.028,-0.063,-0.01,-0.029,-0.006,-0.013,0.016,-0.061,0.012,0.015,-0.004,0.008
4.8,-0.182,-0.049,-0.206,0.043,-0.115,-0.084,0.198,0.023,0.209,-0.036,0.101,0.055,-0.031,-0.071,-0.011,-0.032,-0.004,-0.015,0.021,-0.069,0.015,0.019,-0.002,0.01
4.81,-0.199,-0.056,-0.224,0.055,-0.13,-0.085,0.216,0.032,0.233,-0.047,0.12,0.059,-0.033,-0.077,-0.011,-0.035,-0.002,-0.016,0.024,-0.075,0.017,0.023,-0.001,0.012
4.82,-0.213,-0.061,-0.237,0.064,-0.142,-0.085,0.23,0.039,0.251,-0.057,0.135,0.062,-0.035,-0.082,-0.012,-0.037,-0.001,-0.017,0.027,-0.08,0.018,0.026,0.001,0.013
4.83,-0.223,-0.065,-0.247,0.072,-0.151,-0.084,0.239,0.045,0.264,-0.064,0.146,0.063,-0.036,-0.085,-0.013,-0.038,0,-0.017,0.03,-0.083,0.019,0.028,0.002,0.014
4.84,-0.229,-0.066,-0.252,0.077,-0.157,-0.082,0.244,0.049,0.271,-0.07,0.154,0.065,-0.037,-0.086,-0.013,-0.038,0.001,-0.017,0.031,-0.085,0.019,0.029,0.003,0.015
4.85,-0.231,-0.067,-0.254,0.08,-0.16,-0.08,0.244,0.052,0.273,-0.073,0.158,0.065,-0.036,-0.087,-0.013,-0.038,0.002,-0.017,0.032,-0.085,0.019,0.03,0.003,0.015
4.86,-0.229,-0.066,-0.253,0.081,-0.159,-0.077,0.241,0.054,0.271,-0.075,0.158,0.065,-0.036,-0.086,-0.014,-0.037,0.002,-0.017,0.032,-0.084,0.018,0.031,0.004,0.015
4.87,-0.225,-0.064,-0.248,0.08,-0.157,-0.074,0.234,0.055,0.264,-0.075,0.156,0.064,-0.034,-0.083,-0.014,-0.036,0.003,-0.016,0.032,-0.082,0.018,0.031,0.004,0.015
4.88,-0.218,-0.06,-0.24,0.078,-0.152,-0.069,0.225,0.055,0.254,-0.073,0.152,0.062,-0.033,-0.08,-0.013,-0.034,0.003,-0.015,0.031,-0.079,0.017,0.03,0.004,0.015
4.89,-0.208,-0.056,-0.229,0.074,-0.144,-0.064,0.213,0.054,0.24,-0.07,0.145,0.06,-0.031,-0.076,-0.013,-0.031,0.003,-0.014,0.03,-0.075,0.015,0.029,0.004,0.014
4.9,-0.196,-0.051,-0.216,0.069,-0.135,-0.059,0.199,0.052,0.224,-0.066,0.136,0.057,-0.028,-0.071,-0.013,-0.029,0.003,-0.013,0.029,-0.07,0.014,0.028,0.003,0.013
4.91,-0.182,-0.046,-0.201,0.064,-0.125,-0.053,0.184,0.05,0.205,-0.061,0.126,0.054,-0.025,-0.065,-0.012,-0.026,0.003,-0.012,0.027,-0.065,0.013,0.026,0.003,0.013
4.92,-0.166,-0.04,-0.184,0.057,-0.113,-0.047,0.166,0.047,0.186,-0.056,0.115,0.051,-0.023,-0.059,-0.011,-0.023,0.002,-0.011,0.025,-0.059,0.011,0.024,0.003,0.012
4.93,-0.149,-0.034,-0.166,0.051,-0.101,-0.041,0.148,0.043,0.164,-0.05,0.102,0.047,-0.02,-0.052,-0.01,-0.02,0.002,-0.009,0.022,-0.052,0.01,0.022,0.002,0.011
4.94,-0.131,-0.028,-0.146,0.044,-0.088,-0.035,0.129,0.039,0.143,-0.043,0.09,0.042,-0.016,-0.045,-0.009,-0.017,0.002,-0.008,0.02,-0.045,0.008,0.02,0.002,0.009
4.95,-0.112,-0.022,-0.125,0.037,-0.074,-0.028,0.11,0.035,0.12,-0.036,0.077,0.038,-0.013,-0.038,-0.008,-0.013,0.001,-0.006,0.017,-0.038,0.007,0.017,0.001,0.008
4.96,-0.093,-0.016,-0.104,0.03,-0.06,-0.022,0.091,0.031,0.098,-0.03,0.063,0.033,-0.01,-0.031,-0.006,-0.01,0.001,-0.005,0.015,-0.031,0.005,0.015,0.001,0.007
4.97,-0.074,-0.011,-0.083,0.023,-0.047,-0.015,0.071,0.026,0.077,-0.023,0.05,0.028,-0.007,-0.025,-0.005,-0.007,0.001,-0.003,0.012,-0.025,0.004,0.012,0.001,0.006
4.98,-0.055,-0.005,-0.062,0.016,-0.033,-0.009,0.053,0.022,0.056,-0.017,0.038,0.023,-0.004,-0.018,-0.004,-0.004,0,-0.002,0.01,-0.018,0.003,0.01,0,0.005
4.99,-0.037,0,-0.042,0.01,-0.021,-0.003,0.035,0.017,0.035,-0.01,0.026,0.019,-0.001,-0.011,-0.002,-0.002,0,-0.001,0.007,-0.011,0.002,0.007,0,0.004
5,0.709,0.3,-0.465,0.607,0.329,-0.514,-0.716,-0.285,0.481,-0.603,-0.313,0.535,0.027,0.098,-0.126,0.027,0.042,-0.128,-0.021,0.097,0.133,-0.021,0.041,0.131
5.01,1.77,0.686,-0.976,1.457,0.785,-1.154,-1.761,-0.682,1.051,-1.429,-0.759,1.195,0.044,0.187,-0.174,0.044,0.087,-0.18,-0.04,0.183,0.186,-0.04,0.083,0.181
5.02,1.239,0.299,-0.204,0.947,0.389,-0.371,-1.201,-0.307,0.31,-0.918,-0.37,0.428,0.035,0.196,-0.059,0.036,0.111,-0.064,-0.032,0.193,0.071,-0.032,0.108,0.066
5.03,0.846,0.027,0.372,0.544,0.119,0.199,-0.825,-0.024,-0.279,-0.535,-0.091,-0.153,0.039,0.222,-0.012,0.04,0.127,-0.016,-0.035,0.221,0.022,-0.035,0.126,0.018
5.04,1.169,0.138,0.31,0.741,0.274,0.056,-1.143,-0.132,-0.202,-0.727,-0.233,-0.012,0.054,0.271,-0.039,0.055,0.139,-0.043,-0.051,0.268,0.046,-0.049,0.136,0.041
5.05,1.31,0.178,0.354,0.782,0.347,0.037,-1.282,-0.177,-0.231,-0.766,-0.306,0.014,0.062,0.296,-0.031,0.064,0.14,-0.033,-0.06,0.293,0.033,-0.058,0.137,0.031
5.06,1.125,0.077,0.614,0.549,0.261,0.268,-1.114,-0.08,-0.492,-0.551,-0.229,-0.21,0.067,0.301,0,0.069,0.134,0.002,-0.064,0.3,-0.004,-0.061,0.132,-0.002
5.07,1.052,0.053,0.736,0.419,0.256,0.351,-1.06,-0.055,-0.619,-0.435,-0.225,-0.295,0.074,0.31,0.006,0.077,0.124,0.011,-0.07,0.308,-0.017,-0.067,0.122,-0.013
5.08,1.096,0.101,0.725,0.396,0.329,0.293,-1.117,-0.097,-0.612,-0.417,-0.29,-0.246,0.081,0.316,0,0.086,0.112,0.008,-0.077,0.313,-0.02,-0.073,0.109,-0.012
5.09,1.053,0.114,0.752,0.31,0.356,0.29,-1.092,-0.108,-0.648,-0.341,-0.32,-0.246,0.085,0.312,0.004,0.091,0.097,0.016,-0.081,0.309,-0.031,-0.075,0.093,-0.019
5.1,0.952,0.104,0.793,0.189,0.352,0.321,-1.014,-0.097,-0.704,-0.232,-0.324,-0.274,0.088,0.303,0.01,0.095,0.081,0.026,-0.083,0.298,-0.044,-0.076,0.077,-0.028
5.11,0.887,0.119,0.778,0.111,0.369,0.3,-0.967,-0.106,-0.708,-0.162,-0.344,-0.257,0.09,0.291,0.008,0.098,0.066,0.027,-0.084,0.285,-0.049,-0.076,0.061,-0.029
5.12,0.834,0.141,0.734,0.057,0.389,0.258,-0.928,-0.12,-0.684,-0.113,-0.366,-0.219,0.09,0.276,0.004,0.099,0.051,0.027,-0.083,0.269,-0.052,-0.074,0.045,-0.029
5.13,0.755,0.15,0.694,-0.006,0.388,0.235,-0.861,-0.122,-0.666,-0.054,-0.371,-0.194,0.089,0.257,0.004,0.099,0.037,0.029,-0.08,0.25,-0.055,-0.07,0.03,-0.03
5.14,0.67,0.154,0.646,-0.061,0.377,0.214,-0.785,-0.119,-0.64,-0.002,-0.367,-0.17,0.086,0.235,0.003,0.097,0.025,0.03,-0.076,0.228,-0.057,-0.066,0.018,-0.029
5.15,0.595,0.161,0.581,-0.096,0.366,0.182,-0.714,-0.117,-0.597,0.033,-0.359,-0.137,0.082,0.212,0,0.093,0.014,0.029,-0.071,0.205,-0.055,-0.06,0.007,-0.026
5.16,0.521,0.165,0.51,-0.12,0.349,0.15,-0.639,-0.111,-0.545,0.058,-0.344,-0.103,0.077,0.188,-0.002,0.088,0.006,0.028,-0.064,0.18,-0.053,-0.053,-0.002,-0.023
5.17,0.444,0.163,0.439,-0.138,0.322,0.126,-0.558,-0.101,-0.49,0.08,-0.32,-0.074,0.072,0.163,-0.003,0.082,-0.002,0.026,-0.056,0.155,-0.049,-0.045,-0.009,-0.02
5.18,0.374,0.156,0.371,-0.145,0.291,0.102,-0.476,-0.089,-0.43,0.092,-0.29,-0.046,0.065,0.138,-0.004,0.075,-0.007,0.024,-0.047,0.13,-0.044,-0.037,-0.014,-0.016
5.19,0.31,0.147,0.3,-0.142,0.258,0.078,-0.395,-0.075,-0.365,0.096,-0.255,-0.019,0.058,0.112,-0.005,0.066,-0.011,0.021,-0.037,0.106,-0.038,-0.029,-0.018,-0.012
5.2,0.241,0.137,0.229,-0.135,0.222,0.059,-0.312,-0.058,-0.299,0.097,-0.215,0.005,0.05,0.087,-0.005,0.058,-0.014,0.019,-0.028,0.082,-0.031,-0.021,-0.02,-0.008
5.21,0.167,0.127,0.156,-0.124,0.183,0.043,-0.23,-0.041,-0.232,0.094,-0.173,0.026,0.043,0.063,-0.004,0.049,-0.016,0.016,-0.018,0.058,-0.024,-0.012,-0.02,-0.004
5.22,0.111,0.113,0.09,-0.104,0.145,0.025,-0.156,-0.025,-0.162,0.082,-0.131,0.048,0.035,0.04,-0.004,0.039,-0.016,0.013,-0.009,0.037,-0.016,-0.004,-0.02,0.001
5.23,0.058,0.098,0.031,-0.082,0.107,0.011,-0.085,-0.009,-0.094,0.069,-0.088,0.066,0.027,0.018,-0.004,0.03,-0.016,0.01,0.001,0.016,-0.008,0.003,-0.018,0.005
5.24,0.007,0.08,-0.022,-0.06,0.069,0,-0.017,0.008,-0.031,0.055,-0.044,0.078,0.02,-0.002,-0.003,0.021,-0.015,0.007,0.009,-0.002,-0.001,0.01,-0.016,0.009
5.25,-0.038,0.063,-0.07,-0.037,0.033,-0.01,0.045,0.024,0.028,0.04,-0.003,0.089,0.012,-0.02,-0.002,0.012,-0.014,0.005,0.017,-0.02,0.006,0.017,-0.013,0.012
5.26,-0.077,0.046,-0.113,-0.013,0,-0.019,0.1,0.038,0.084,0.024,0.035,0.099,0.006,-0.036,-0.001,0.004,-0.012,0.002,0.024,-0.035,0.012,0.022,-0.011,0.015
5.27,-0.112,0.03,-0.151,0.009,-0.031,-0.027,0.148,0.05,0.133,0.008,0.07,0.106,-0.001,-0.051,-0.001,-0.004,-0.01,-0.001,0.031,-0.048,0.018,0.027,-0.008,0.018
5.28,-0.143,0.015,-0.183,0.029,-0.059,-0.033,0.19,0.061,0.176,-0.007,0.101,0.11,-0.007,-0.063,0,-0.011,-0.008,-0.003,0.036,-0.06,0.022,0.032,-0.005,0.02
5.29,-0.169,0.001,-0.211,0.047,-0.084,-0.039,0.225,0.07,0.213,-0.02,0.127,0.112,-0.012,-0.073,0,-0.017,-0.006,-0.005,0.04,-0.07,0.026,0.035,-0.003,0.021
5.3,-0.19,-0.011,-0.233,0.063,-0.105,-0.044,0.252,0.077,0.242,-0.032,0.149,0.113,-0.016,-0.081,0,-0.022,-0.005,-0.007,0.043,-0.077,0.029,0.038,-0.001,0.022
5.31,-0.206,-0.022,-0.25,0.075,-0.122,-0.048,0.273,0.082,0.264,-0.043,0.166,0.111,-0.02,-0.088,0,-0.026,-0.003,-0.008,0.045,-0.083,0.031,0.039,0.001,0.023
5.32,-0.218,-0.031,-0.262,0.085,-0.136,-0.051,0.287,0.084,0.28,-0.051,0.178,0.109,-0.023,-0.092,0,-0.03,-0.002,-0.01,0.046,-0.087,0.032,0.04,0.003,0.023
5.33,-0.225,-0.039,-0.269,0.092,-0.147,-0.053,0.295,0.085,0.289,-0.057,0.185,0.105,-0.026,-0.094,-0.001,-0.032,0,-0.011,0.047,-0.09,0.033,0.04,0.004,0.023
5.34,-0.229,-0.045,-0.272,0.096,-0.153,-0.055,0.297,0.084,0.292,-0.061,0.188,0.099,-0.028,-0.095,-0.001,-0.034,0.001,-0.011,0.046,-0.09,0.032,0.04,0.005,0.022
5.35,-0.228,-0.049,-0.271,0.097,-0.157,-0.056,0.294,0.082,0.289,-0.064,0.187,0.093,-0.029,-0.094,-0.002,-0.035,0.001,-0.012,0.044,-0.09,0.031,0.038,0.005,0.021
5.36,-0.224,-0.052,-0.266,0.096,-0.157,-0.057,0.286,0.078,0.281,-0.064,0.182,0.086,-0.03,-0.091,-0.002,-0.035,0.002,-0.012,0.042,-0.087,0.03,0.036,0.006,0.02
5.37,-0.217,-0.054,-0.257,0.094,-0.155,-0.057,0.274,0.072,0.268,-0.063,0.174,0.078,-0.03,-0.087,-0.003,-0.035,0.002,-0.012,0.039,-0.084,0.028,0.034,0.006,0.018
5.38,-0.206,-0.055,-0.245,0.089,-0.15,-0.056,0.259,0.066,0.252,-0.061,0.163,0.07,-0.03,-0.082,-0.003,-0.034,0.002,-0.012,0.036,-0.079,0.025,0.031,0.005,0.016
5.39,-0.193,-0.054,-0.23,0.083,-0.143,-0.055,0.24,0.059,0.233,-0.057,0.15,0.061,-0.029,-0.077,-0.004,-0.033,0.002,-0.012,0.032,-0.074,0.023,0.028,0.005,0.014
5.4,-0.178,-0.053,-0.213,0.075,-0.134,-0.054,0.219,0.05,0.211,-0.053,0.135,0.052,-0.028,-0.07,-0.004,-0.031,0.002,-0.012,0.028,-0.067,0.02,0.024,0.005,0.012
5.41,-0.161,-0.051,-0.193,0.067,-0.123,-0.053,0.196,0.042,0.187,-0.047,0.118,0.042,-0.026,-0.062,-0.004,-0.03,0.002,-0.011,0.023,-0.06,0.017,0.02,0.004,0.01
5.42,-0.142,-0.049,-0.171,0.058,-0.111,-0.05,0.172,0.033,0.162,-0.041,0.101,0.032,-0.025,-0.055,-0.004,-0.027,0.001,-0.011,0.019,-0.053,0.014,0.016,0.003,0.008
5.43,-0.123,-0.046,-0.148,0.049,-0.098,-0.047,0.147,0.024,0.136,-0.035,0.083,0.023,-0.023,-0.046,-0.004,-0.025,0.001,-0.01,0.014,-0.045,0.011,0.012,0.003,0.005
5.44,-0.102,-0.043,-0.124,0.04,-0.084,-0.045,0.122,0.015,0.111,-0.028,0.065,0.013,-0.021,-0.038,-0.004,-0.023,0.001,-0.009,0.009,-0.037,0.009,0.007,0.002,0.003
5.45,-0.082,-0.039,-0.1,0.031,-0.07,-0.041,0.096,0.006,0.085,-0.022,0.047,0.004,-0.019,-0.03,-0.003,-0.02,0,-0.008,0.005,-0.029,0.006,0.003,0.001,0.001
5.46,-0.061,-0.036,-0.076,0.022,-0.057,-0.038,0.072,-0.003,0.06,-0.015,0.03,-0.005,-0.016,-0.022,-0.003,-0.017,0,-0.007,0,-0.021,0.003,-0.001,0.001,-0.001
5.47,-0.041,-0.032,-0.052,0.013,-0.043,-0.035,0.047,-0.011,0.037,-0.009,0.013,-0.013,-0.014,-0.014,-0.003,-0.015,0,-0.006,-0.004,-0.013,0.001,-0.004,0,-0.003
5.48,-0.022,-0.029,-0.03,0.005,-0.03,-0.031,0.024,-0.019,0.014,-0.004,-0.002,-0.021,-0.012,-0.006,-0.002,-0.012,0,-0.006,-0.008,-0.006,-0.001,-0.008,0,-0.005
5.49,-0.004,-0.026,-0.008,-0.002,-0.017,-0.028,0.003,-0.026,-0.006,0.001,-0.016,-0.028,-0.01,0.001,-0.002,-0.01,-0.001,-0.005,-0.011,0.001,-0.003,-0.011,-0.001,-0.006
5.5,0.012,-0.023,0.012,-0.009,-0.006,-0.024,-0.017,-0.032,-0.025,0.006,-0.029,-0.035,-0.008,0.007,-0.001,-0.008,-0.001,-0.004,-0.014,0.007,-0.005,-0.014,-0.001,-0.008
5.51,0.027,-0.02,0.031,-0.015,0.005,-0.02,-0.035,-0.038,-0.042,0.01,-0.041,-0.041,-0.006,0.013,-0.001,-0.006,-0.001,-0.003,-0.017,0.012,-0.006,-0.016,-0.001,-0.009
5.52,0.041,-0.017,0.047,-0.02,0.014,-0.017,-0.051,-0.043,-0.057,0.014,-0.051,-0.046,-0.005,0.018,0,-0.004,-0.001,-0.003,-0.019,0.017,-0.008,-0.019,-0.001,-0.01
5.53,0.053,-0.014,0.062,-0.024,0.022,-0.014,-0.065,-0.046,-0.07,0.017,-0.059,-0.05,-0.003,0.022,0,-0.002,-0.001,-0.002,-0.021,0.022,-0.009,-0.02,-0.002,-0.011
5.54,0.062,-0.012,0.074,-0.027,0.029,-0.011,-0.077,-0.049,-0.08,0.019,-0.066,-0.053,-0.002,0.026,0,-0.001,-0.001,-0.001,-0.023,0.025,-0.01,-0.022,-0.002,-0.012
5.55,0.07,-0.01,0.083,-0.03,0.035,-0.009,-0.087,-0.051,-0.088,0.02,-0.071,-0.056,-0.001,0.029,0.001,0.001,-0.001,-0.001,-0.024,0.028,-0.011,-0.022,-0.002,-0.012
5.56,0.076,-0.008,0.091,-0.032,0.039,-0.005,-0.094,-0.053,-0.095,0.022,-0.076,-0.056,0,0.031,0.001,0.002,-0.001,0,-0.025,0.03,-0.011,-0.023,-0.002,-0.012
5.57,0.081,-0.006,0.096,-0.033,0.043,-0.004,-0.1,-0.053,-0.099,0.022,-0.078,-0.057,0.001,0.033,0.001,0.003,-0.001,0,-0.025,0.032,-0.012,-0.023,-0.002,-0.012
5.58,0.083,-0.004,0.099,-0.033,0.046,-0.003,-0.103,-0.052,-0.101,0.022,-0.078,-0.057,0.002,0.034,0.001,0.004,0,0,-0.025,0.032,-0.012,-0.023,-0.002,-0.012
5.59,0.084,-0.003,0.101,-0.033,0.047,-0.001,-0.104,-0.051,-0.101,0.022,-0.078,-0.056,0.002,0.034,0.001,0.004,0,0,-0.024,0.033,-0.012,-0.022,-0.002,-0.012
5.6,0.083,-0.002,0.1,-0.032,0.047,0.001,-0.103,-0.049,-0.1,0.021,-0.076,-0.054,0.003,0.033,0.001,0.005,0,0.001,-0.023,0.032,-0.011,-0.021,-0.001,-0.012
5.61,0.081,-0.001,0.097,-0.031,0.046,0.002,-0.101,-0.047,-0.097,0.02,-0.073,-0.051,0.003,0.032,0.001,0.005,0,0.001,-0.022,0.031,-0.011,-0.02,-0.001,-0.011
5.62,0.078,0,0.093,-0.03,0.044,0.003,-0.097,-0.044,-0.092,0.019,-0.069,-0.048,0.003,0.031,0.001,0.005,0,0.001,-0.021,0.03,-0.01,-0.019,-0.001,-0.01
5.63,0.073,0.001,0.088,-0.028,0.042,0.004,-0.091,-0.04,-0.087,0.018,-0.065,-0.045,0.003,0.029,0.001,0.005,0,0.001,-0.019,0.028,-0.01,-0.017,-0.001,-0.01
5.64,0.068,0.002,0.081,-0.025,0.039,0.004,-0.085,-0.036,-0.08,0.016,-0.059,-0.041,0.003,0.027,0.001,0.005,0,0.001,-0.017,0.026,-0.009,-0.016,-0.001,-0.009
5.65,0.062,0.002,0.073,-0.023,0.036,0.004,-0.077,-0.032,-0.073,0.014,-0.053,-0.036,0.003,0.024,0.001,0.005,0,0.001,-0.015,0.023,-0.008,-0.014,-0.001,-0.008
5.66,0.055,0.003,0.065,-0.02,0.032,0.005,-0.069,-0.028,-0.064,0.012,-0.047,-0.031,0.003,0.021,0.001,0.004,0,0.001,-0.013,0.021,-0.007,-0.012,-0.001,-0.007
5.67,0.048,0.003,0.056,-0.017,0.028,0.005,-0.06,-0.023,-0.056,0.01,-0.04,-0.026,0.003,0.018,0,0.004,0,0.001,-0.011,0.018,-0.006,-0.01,-0.001,-0.005
5.68,0.04,0.003,0.047,-0.014,0.024,0.005,-0.051,-0.019,-0.047,0.008,-0.034,-0.021,0.003,0.015,0,0.004,0,0.001,-0.009,0.015,-0.005,-0.008,0,-0.004
5.69,0.033,0.004,0.038,-0.011,0.02,0.004,-0.041,-0.014,-0.038,0.007,-0.027,-0.016,0.003,0.012,0,0.003,0,0.001,-0.007,0.012,-0.004,-0.006,0,-0.003
5.7,0.025,0.004,0.029,-0.008,0.016,0.004,-0.032,-0.01,-0.029,0.005,-0.02,-0.011,0.002,0.009,0,0.003,0,0.001,-0.005,0.009,-0.003,-0.004,0,-0.002
