Time (s),JointVel_1_R1,JointVel_2_R1,JointVel_3_R1,JointVel_1_R2,JointVel_2_R2,JointVel_3_R2,JointVel_1_L1,JointVel_2_L1,JointVel_3_L1,JointVel_1_L2,JointVel_2_L2,JointVel_3_L2,Body Vel X R1,Body Vel Y R1,Body Vel Z R1,Body Vel X R2,Body Vel Y R2,Body Vel Z R2,Body Vel X L1,Body Vel Y L1,Body Vel Z L1,Body Vel X L2,Body Vel Y L2,Body Vel Z L2
7.15,-0.003,-0.007,-0.002,-0.001,-0.001,-0.009,0.002,0.005,0.005,0,0.002,0.008,0,-0.001,0.001,0,-0.002,0.001,0,-0.001,0,0,-0.002,0
7.16,-0.003,-0.007,-0.002,-0.001,0,-0.008,0.003,0.005,0.004,0.001,0.002,0.007,0,-0.001,0.001,0,-0.001,0.001,0,-0.001,0,0,-0.001,0
7.17,-0.002,-0.006,-0.002,-0.001,0,-0.008,0.003,0.005,0.003,0.001,0.002,0.006,0,-0.001,0.001,0,-0.001,0.001,0,-0.001,0,0,-0.001,0
7.18,-0.002,-0.005,-0.001,-0.001,0,-0.007,0.003,0.005,0.002,0.001,0.002,0.006,0,-0.001,0.001,0,-0.001,0.001,0,-0.001,0,0,-0.001,0
7.19,-0.002,-0.005,-0.001,-0.001,0.001,-0.007,0.002,0.005,0.002,0.001,0.002,0.006,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0
7.2,-0.002,-0.005,-0.001,-0.001,0.001,-0.007,0.002,0.005,0.001,0.001,0.001,0.005,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0
7.21,-0.002,-0.005,-0.001,-0.001,0.001,-0.006,0.002,0.005,0.001,0.001,0.001,0.005,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0
7.22,-0.002,-0.005,-0.001,-0.001,0.001,-0.006,0.002,0.005,0.001,0.001,0.001,0.005,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0
7.23,-0.002,-0.005,0,-0.001,0.001,-0.006,0.002,0.005,0.001,0.001,0.001,0.005,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0
7.24,-0.002,-0.004,0,-0.001,0.001,-0.006,0.002,0.004,0.001,0.001,0.001,0.005,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0
7.25,-0.001,-0.005,0,-0.001,0.001,-0.006,0.003,0.005,0,-0.001,0.004,0.002,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0
7.26,-0.001,-0.004,-0.001,0,0.001,-0.005,0.002,0.005,0.001,0,0.003,0.002,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0.001
7.27,-0.001,-0.003,-0.001,-0.001,0.001,-0.006,0.002,0.004,0.001,0,0.002,0.003,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0.001
7.28,-0.001,-0.003,-0.001,-0.001,0.001,-0.005,0.002,0.004,0.001,0,0.001,0.003,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0.001
7.29,-0.001,-0.003,-0.001,0,0.001,-0.005,0.002,0.004,0.001,0,0.001,0.003,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0.001
7.3,-0.001,-0.003,-0.001,-0.001,0.001,-0.005,0.002,0.004,0.001,0,0.001,0.003,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0.001
7.31,-0.001,-0.003,-0.001,0,0.001,-0.004,0.002,0.003,0.001,0,0.001,0.003,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0.001
7.32,-0.001,-0.003,-0.001,0,0.001,-0.004,0.002,0.003,0.001,0,0.001,0.003,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0.001
7.33,-0.001,-0.003,-0.001,0,0.001,-0.004,0.002,0.003,0.001,0,0.001,0.003,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0.001
7.34,-0.001,-0.003,-0.001,0,0.001,-0.004,0.002,0.003,0.001,0,0,0.004,0,-0.001,0,0,-0.001,0.001,0,-0.001,0,0,-0.001,0.001
7.35,-0.001,-0.003,-0.001,0,0.001,-0.004,0.002,0.003,0.001,0,0,0.003,0,0,0,0,-0.001,0.001,0,0,0,0,-0.001,0.001
7.36,-0.001,-0.003,-0.001,-0.001,0,-0.004,0.002,0.003,0.001,0,0,0.004,0,0,0,0,-0.001,0.001,0,0,0,0,-0.001,0.001
7.37,-0.001,-0.003,-0.001,0,0,-0.004,0.002,0.003,0.001,0,0,0.004,0,0,0,0,-0.001,0.001,0,0,0,0,-0.001,0.001
7.38,-0.001,-0.003,-0.001,0,0,-0.004,0.002,0.003,0.001,0,0,0.004,0,0,0,0,-0.001,0.001,0,0,0,0,-0.001,0.001
7.39,-0.001,-0.003,-0.001,0,0,-0.004,0.002,0.003,0.001,0,0,0.004,0,0,0,0,-0.001,0.001,0,0,0,0,-0.001,0.001
7.4,-0.001,-0.003,-0.001,0,0,-0.004,0.002,0.003,0,0,0,0.004,0,0,0,0,-0.001,0.001,0,0,0,0,-0.001,0.001
7.41,-0.001,-0.003,0,-0.001,0,-0.004,0.002,0.003,0,0,0,0.004,0,0,0,0,-0.001,0.001,0,0,0,0,-0.001,0.001
7.42,-0.001,-0.003,0,-0.001,0,-0.004,0.002,0.003,0,0,0,0.004,0,0,0,0,0,0.002,0,0,0,0,0,0.001
7.43,-0.001,-0.003,0,0,0,-0.003,0.002,0.003,0,0,0,0.004,0,0,0,0,0,0.002,0,0,0,0,0,0.001
7.44,-0.001,-0.003,0,0,0,-0.003,0.002,0.003,0,0,0,0.004,0,0,0,0,0,0.002,0,0,0,0,0,0.001
7.45,-0.001,-0.003,0,-0.001,0,-0.003,0.002,0.003,0,0.001,0,0.004,0,0,0,0,0,0.002,0,0,0,0,0,0.001
7.46,-0.001,-0.003,0,-0.001,0,-0.003,0.002,0.003,0,0,0,0.004,0,0,0,0,0,0.002,0,0,0,0,0,0.001
7.47,-0.001,-0.003,0,-0.001,0,-0.003,0.002,0.003,0,0,-0.001,0.004,0,0,0,0,0,0.002,0,0,0,0,0,0.001
7.48,-0.001,-0.003,0,0,0,-0.003,0.001,0.003,0,0.001,-0.001,0.004,0,0,0,0,0,0.002,0,0,0,0,0,0.001
7.49,-0.002,-0.005,0.001,0.004,-0.011,0.007,0.001,0.004,0,-0.001,0,0.003,0.001,0,0.001,0.001,0,0.002,0.001,0,0,0.001,0,0.001
7.5,-0.222,-0.097,0.098,-0.126,-0.163,0.06,-0.046,0.021,-0.042,-0.101,0.128,-0.021,0.041,0.013,0.043,0.041,-0.011,0.001,0.022,0.013,0.018,0.022,-0.011,-0.025
7.51,-0.625,-0.238,0.262,-0.38,-0.422,0.143,-0.14,0.025,-0.104,-0.272,0.338,-0.045,0.089,0.028,0.087,0.089,-0.025,-0.004,0.047,0.028,0.043,0.048,-0.025,-0.048
7.52,-0.869,-0.209,0.308,-0.609,-0.496,0.135,-0.241,-0.088,-0.079,-0.338,0.369,0.022,0.122,0.037,0.107,0.123,-0.038,-0.015,0.064,0.037,0.068,0.065,-0.039,-0.055
7.53,-1.007,-0.129,0.307,-0.779,-0.504,0.102,-0.313,-0.208,-0.036,-0.35,0.344,0.103,0.144,0.042,0.117,0.145,-0.049,-0.024,0.073,0.042,0.085,0.075,-0.05,-0.056
7.54,-1.084,-0.073,0.305,-0.878,-0.517,0.086,-0.343,-0.272,-0.013,-0.345,0.334,0.157,0.155,0.045,0.121,0.158,-0.057,-0.027,0.077,0.044,0.092,0.079,-0.058,-0.055
7.55,-1.112,-0.036,0.301,-0.922,-0.531,0.08,-0.341,-0.293,-0.004,-0.328,0.334,0.192,0.16,0.046,0.121,0.162,-0.062,-0.026,0.077,0.045,0.093,0.079,-0.063,-0.054
7.56,-1.097,-0.004,0.287,-0.927,-0.531,0.073,-0.321,-0.295,0,-0.299,0.329,0.216,0.158,0.045,0.116,0.161,-0.065,-0.025,0.073,0.044,0.09,0.077,-0.066,-0.051
7.57,-1.05,0.023,0.265,-0.904,-0.518,0.065,-0.291,-0.285,0.004,-0.264,0.317,0.231,0.151,0.042,0.109,0.155,-0.066,-0.022,0.068,0.041,0.083,0.072,-0.068,-0.047
7.58,-0.982,0.045,0.237,-0.858,-0.496,0.055,-0.253,-0.265,0.006,-0.226,0.302,0.238,0.142,0.039,0.099,0.146,-0.066,-0.019,0.061,0.037,0.075,0.066,-0.067,-0.043
7.59,-0.901,0.059,0.207,-0.797,-0.468,0.044,-0.213,-0.237,0.007,-0.19,0.286,0.238,0.13,0.034,0.089,0.135,-0.065,-0.017,0.054,0.033,0.066,0.059,-0.066,-0.039
7.6,-0.812,0.067,0.175,-0.727,-0.435,0.033,-0.173,-0.206,0.007,-0.155,0.268,0.232,0.117,0.029,0.078,0.122,-0.062,-0.014,0.047,0.028,0.056,0.052,-0.064,-0.035
7.61,-0.72,0.069,0.142,-0.65,-0.399,0.02,-0.135,-0.173,0.008,-0.125,0.25,0.222,0.104,0.024,0.067,0.108,-0.059,-0.011,0.04,0.023,0.047,0.044,-0.061,-0.032
7.62,-0.629,0.067,0.111,-0.572,-0.361,0.008,-0.1,-0.14,0.01,-0.099,0.231,0.209,0.091,0.019,0.057,0.094,-0.056,-0.009,0.034,0.017,0.038,0.037,-0.057,-0.028
7.63,-0.542,0.06,0.081,-0.495,-0.324,-0.005,-0.07,-0.109,0.013,-0.077,0.212,0.195,0.078,0.013,0.048,0.081,-0.052,-0.007,0.028,0.012,0.03,0.031,-0.054,-0.025
7.64,-0.46,0.051,0.054,-0.42,-0.286,-0.017,-0.045,-0.08,0.017,-0.059,0.194,0.179,0.065,0.008,0.04,0.068,-0.049,-0.005,0.022,0.007,0.023,0.025,-0.05,-0.022
7.65,-0.385,0.04,0.029,-0.35,-0.25,-0.028,-0.024,-0.053,0.022,-0.045,0.176,0.163,0.054,0.003,0.033,0.056,-0.045,-0.003,0.017,0.002,0.016,0.02,-0.046,-0.02
7.66,-0.317,0.027,0.008,-0.285,-0.216,-0.039,-0.008,-0.03,0.028,-0.034,0.159,0.148,0.043,-0.001,0.027,0.046,-0.041,-0.002,0.013,-0.002,0.011,0.015,-0.042,-0.017
7.67,-0.257,0.013,-0.011,-0.226,-0.185,-0.048,0.005,-0.009,0.034,-0.027,0.143,0.133,0.034,-0.006,0.021,0.036,-0.038,-0.001,0.01,-0.007,0.007,0.012,-0.039,-0.015
7.68,-0.204,-0.001,-0.026,-0.174,-0.156,-0.056,0.014,0.008,0.042,-0.022,0.128,0.119,0.026,-0.01,0.017,0.027,-0.035,0,0.007,-0.01,0.003,0.008,-0.035,-0.014
7.69,-0.158,-0.015,-0.039,-0.128,-0.131,-0.063,0.02,0.023,0.049,-0.018,0.115,0.107,0.018,-0.013,0.014,0.019,-0.032,0.001,0.004,-0.014,0.001,0.005,-0.032,-0.012
7.7,-0.119,-0.029,-0.05,-0.088,-0.108,-0.069,0.023,0.035,0.056,-0.017,0.103,0.097,0.012,-0.016,0.011,0.013,-0.029,0.002,0.003,-0.017,-0.002,0.003,-0.03,-0.011
7.71,-0.086,-0.041,-0.058,-0.054,-0.089,-0.074,0.025,0.044,0.063,-0.016,0.092,0.088,0.007,-0.019,0.009,0.007,-0.027,0.002,0.001,-0.019,-0.003,0.001,-0.027,-0.01
7.72,-0.059,-0.052,-0.065,-0.025,-0.072,-0.077,0.025,0.052,0.07,-0.017,0.082,0.08,0.002,-0.021,0.007,0.003,-0.025,0.003,0,-0.021,-0.004,0,-0.025,-0.009
7.73,-0.038,-0.062,-0.069,-0.002,-0.058,-0.08,0.024,0.058,0.076,-0.018,0.074,0.073,-0.001,-0.023,0.006,-0.001,-0.023,0.003,-0.001,-0.023,-0.005,-0.001,-0.023,-0.008
7.74,-0.02,-0.071,-0.072,0.016,-0.047,-0.082,0.022,0.062,0.081,-0.019,0.067,0.068,-0.004,-0.024,0.005,-0.004,-0.022,0.003,-0.002,-0.024,-0.005,-0.002,-0.022,-0.007
7.75,-0.007,-0.078,-0.075,0.031,-0.038,-0.083,0.02,0.064,0.086,-0.021,0.061,0.064,-0.006,-0.025,0.005,-0.006,-0.021,0.004,-0.002,-0.025,-0.005,-0.002,-0.021,-0.007
7.76,0.003,-0.083,-0.076,0.041,-0.03,-0.084,0.018,0.066,0.089,-0.022,0.056,0.061,-0.008,-0.026,0.005,-0.008,-0.02,0.004,-0.002,-0.026,-0.006,-0.002,-0.02,-0.006
7.77,0.01,-0.087,-0.077,0.049,-0.025,-0.084,0.015,0.067,0.092,-0.023,0.051,0.059,-0.009,-0.027,0.004,-0.009,-0.019,0.004,-0.002,-0.027,-0.005,-0.003,-0.019,-0.006
7.78,0.014,-0.09,-0.076,0.054,-0.021,-0.084,0.013,0.067,0.094,-0.025,0.048,0.058,-0.009,-0.027,0.004,-0.01,-0.018,0.004,-0.002,-0.027,-0.005,-0.003,-0.018,-0.006
7.79,0.017,-0.091,-0.076,0.056,-0.019,-0.083,0.011,0.066,0.095,-0.026,0.045,0.057,-0.01,-0.027,0.004,-0.01,-0.018,0.004,-0.002,-0.027,-0.005,-0.002,-0.018,-0.005
7.8,0.019,-0.092,-0.075,0.058,-0.016,-0.081,0.008,0.065,0.096,-0.027,0.04,0.056,-0.01,-0.027,0.004,-0.01,-0.017,0.004,-0.002,-0.027,-0.005,-0.002,-0.017,-0.005
7.81,0.02,-0.092,-0.073,0.059,-0.013,-0.077,0.003,0.065,0.094,-0.03,0.036,0.054,-0.01,-0.026,0.004,-0.01,-0.016,0.004,-0.001,-0.026,-0.004,-0.001,-0.016,-0.005
7.82,0.019,-0.091,-0.071,0.057,-0.011,-0.074,0,0.066,0.091,-0.033,0.034,0.051,-0.009,-0.026,0.004,-0.009,-0.015,0.003,-0.001,-0.026,-0.004,-0.001,-0.015,-0.005
7.83,0.017,-0.088,-0.07,0.054,-0.012,-0.072,-0.001,0.063,0.09,-0.032,0.034,0.051,-0.009,-0.025,0.004,-0.009,-0.015,0.003,0,-0.025,-0.004,-0.001,-0.015,-0.005
7.84,0.017,-0.085,-0.068,0.053,-0.012,-0.069,-0.002,0.06,0.088,-0.031,0.029,0.051,-0.008,-0.024,0.004,-0.009,-0.014,0.003,0,-0.024,-0.003,-0.001,-0.014,-0.004
7.85,0.016,-0.082,-0.065,0.051,-0.013,-0.066,-0.002,0.057,0.086,-0.03,0.026,0.051,-0.008,-0.024,0.004,-0.008,-0.014,0.004,0,-0.023,-0.003,0,-0.014,-0.004
7.86,0.014,-0.079,-0.062,0.048,-0.013,-0.062,-0.003,0.055,0.082,-0.029,0.025,0.05,-0.007,-0.023,0.004,-0.007,-0.014,0.003,0,-0.022,-0.003,0,-0.014,-0.004
7.87,0.009,-0.074,-0.06,0.042,-0.016,-0.06,-0.002,0.053,0.078,-0.028,0.027,0.05,-0.006,-0.022,0.004,-0.006,-0.014,0.003,0,-0.022,-0.003,0,-0.014,-0.004
7.88,0.005,-0.069,-0.058,0.036,-0.018,-0.059,0,0.05,0.075,-0.025,0.029,0.05,-0.005,-0.021,0.004,-0.006,-0.014,0.003,0,-0.021,-0.003,0,-0.014,-0.004
7.89,0.004,-0.065,-0.056,0.033,-0.017,-0.056,-0.001,0.048,0.072,-0.025,0.026,0.049,-0.005,-0.02,0.004,-0.005,-0.013,0.003,0,-0.02,-0.003,0,-0.013,-0.004
7.9,0,-0.06,-0.053,0.027,-0.02,-0.054,0.002,0.043,0.068,-0.022,0.028,0.048,-0.004,-0.018,0.004,-0.004,-0.013,0.002,0,-0.018,-0.003,0,-0.013,-0.004
7.91,-0.002,-0.055,-0.05,0.024,-0.021,-0.051,0.002,0.04,0.064,-0.019,0.026,0.047,-0.004,-0.017,0.004,-0.004,-0.013,0.002,0,-0.017,-0.002,0,-0.013,-0.004
7.92,-0.002,-0.052,-0.048,0.022,-0.021,-0.048,0.002,0.038,0.061,-0.018,0.024,0.046,-0.003,-0.016,0.003,-0.003,-0.012,0.002,0,-0.016,-0.002,0,-0.012,-0.003
7.93,-0.005,-0.047,-0.044,0.017,-0.022,-0.046,0.003,0.035,0.056,-0.016,0.026,0.043,-0.002,-0.015,0.003,-0.003,-0.012,0.002,0,-0.015,-0.002,0,-0.012,-0.003
7.94,-0.008,-0.042,-0.041,0.013,-0.023,-0.043,0.005,0.032,0.052,-0.014,0.027,0.042,-0.002,-0.014,0.003,-0.002,-0.012,0.002,0,-0.014,-0.002,0,-0.012,-0.003
7.95,-0.009,-0.038,-0.038,0.01,-0.023,-0.041,0.006,0.028,0.048,-0.011,0.024,0.041,-0.002,-0.013,0.003,-0.002,-0.011,0.002,0,-0.013,-0.002,0,-0.011,-0.003
7.96,-0.009,-0.033,-0.035,0.008,-0.021,-0.037,0.005,0.026,0.043,-0.011,0.024,0.037,-0.001,-0.011,0.003,-0.001,-0.01,0.001,0,-0.011,-0.002,0,-0.01,-0.003
7.97,-0.009,-0.029,-0.032,0.006,-0.019,-0.034,0.005,0.024,0.038,-0.01,0.022,0.034,-0.001,-0.01,0.002,-0.001,-0.009,0.001,0,-0.01,-0.002,0,-0.009,-0.003
7.98,-0.009,-0.025,-0.03,0.003,-0.019,-0.031,0.006,0.022,0.034,-0.008,0.021,0.031,-0.001,-0.009,0.002,-0.001,-0.009,0.001,0,-0.009,-0.002,0,-0.009,-0.003
7.99,-0.009,-0.023,-0.027,0.003,-0.017,-0.028,0.005,0.02,0.03,-0.008,0.019,0.028,0,-0.008,0.002,0,-0.008,0.001,0,-0.008,-0.002,0,-0.008,-0.002
8,-0.009,-0.018,-0.022,0,-0.016,-0.024,0.006,0.016,0.025,-0.005,0.018,0.024,0,-0.007,0.002,0,-0.007,0.001,0,-0.007,-0.001,0,-0.007,-0.002
8.01,0.204,0.078,-0.132,0.133,0.131,-0.092,0.057,-0.015,0.051,0.089,-0.103,0.027,-0.037,-0.017,-0.044,-0.039,0.004,-0.003,-0.022,-0.016,-0.02,-0.024,0.005,0.021
8.02,0.595,0.224,-0.32,0.393,0.381,-0.203,0.16,-0.04,0.089,0.252,-0.302,0.019,-0.08,-0.029,-0.091,-0.085,0.018,-0.002,-0.047,-0.027,-0.045,-0.051,0.02,0.043
8.03,0.831,0.208,-0.374,0.622,0.451,-0.205,0.265,0.051,0.056,0.325,-0.341,-0.046,-0.112,-0.035,-0.113,-0.118,0.031,0.009,-0.063,-0.033,-0.07,-0.069,0.033,0.052
8.04,0.965,0.141,-0.367,0.789,0.456,-0.17,0.338,0.155,0.014,0.348,-0.325,-0.115,-0.132,-0.038,-0.122,-0.139,0.042,0.018,-0.073,-0.036,-0.085,-0.079,0.044,0.055
8.05,1.04,0.093,-0.351,0.882,0.465,-0.142,0.367,0.213,-0.003,0.354,-0.319,-0.156,-0.144,-0.04,-0.125,-0.15,0.049,0.024,-0.077,-0.038,-0.092,-0.083,0.051,0.056
8.06,1.068,0.063,-0.33,0.917,0.475,-0.121,0.362,0.236,-0.004,0.346,-0.32,-0.177,-0.148,-0.041,-0.122,-0.154,0.053,0.026,-0.077,-0.039,-0.092,-0.083,0.055,0.057
8.07,1.057,0.036,-0.299,0.913,0.474,-0.098,0.34,0.244,-0.001,0.325,-0.314,-0.188,-0.147,-0.04,-0.116,-0.152,0.056,0.027,-0.074,-0.038,-0.088,-0.079,0.058,0.055
8.08,1.016,0.011,-0.262,0.882,0.461,-0.073,0.308,0.243,0.002,0.294,-0.301,-0.193,-0.142,-0.038,-0.107,-0.145,0.057,0.026,-0.069,-0.036,-0.082,-0.073,0.059,0.052
8.09,0.954,-0.009,-0.224,0.83,0.441,-0.05,0.269,0.235,0.004,0.259,-0.285,-0.194,-0.133,-0.035,-0.097,-0.136,0.057,0.025,-0.063,-0.034,-0.074,-0.066,0.058,0.048
8.1,0.88,-0.023,-0.186,0.764,0.417,-0.029,0.227,0.22,0.005,0.223,-0.268,-0.19,-0.123,-0.031,-0.086,-0.125,0.056,0.023,-0.056,-0.03,-0.066,-0.058,0.057,0.043
8.11,0.799,-0.032,-0.152,0.691,0.39,-0.01,0.186,0.201,0.004,0.187,-0.249,-0.184,-0.111,-0.028,-0.076,-0.113,0.054,0.02,-0.049,-0.027,-0.057,-0.05,0.055,0.039
8.12,0.714,-0.037,-0.12,0.615,0.361,0.006,0.147,0.179,0.002,0.153,-0.231,-0.176,-0.099,-0.023,-0.066,-0.1,0.052,0.017,-0.041,-0.023,-0.049,-0.043,0.053,0.034
8.13,0.63,-0.038,-0.092,0.539,0.331,0.019,0.111,0.156,-0.001,0.122,-0.213,-0.167,-0.087,-0.019,-0.056,-0.088,0.05,0.014,-0.034,-0.018,-0.041,-0.035,0.05,0.03
8.14,0.549,-0.035,-0.066,0.465,0.301,0.031,0.079,0.133,-0.006,0.094,-0.196,-0.158,-0.075,-0.014,-0.048,-0.076,0.047,0.011,-0.028,-0.014,-0.033,-0.029,0.048,0.026
8.15,0.472,-0.03,-0.044,0.395,0.271,0.041,0.052,0.11,-0.012,0.071,-0.18,-0.148,-0.064,-0.01,-0.04,-0.065,0.045,0.009,-0.022,-0.01,-0.027,-0.023,0.045,0.022
8.16,0.401,-0.024,-0.025,0.33,0.243,0.049,0.029,0.088,-0.019,0.052,-0.164,-0.138,-0.054,-0.006,-0.034,-0.054,0.042,0.006,-0.017,-0.006,-0.021,-0.017,0.042,0.019
8.17,0.336,-0.016,-0.009,0.271,0.216,0.055,0.011,0.068,-0.026,0.036,-0.15,-0.129,-0.044,-0.002,-0.028,-0.045,0.039,0.004,-0.013,-0.002,-0.016,-0.013,0.039,0.016
8.18,0.278,-0.007,0.005,0.218,0.191,0.061,-0.004,0.049,-0.033,0.024,-0.137,-0.12,-0.036,0.002,-0.023,-0.036,0.037,0.002,-0.009,0.002,-0.011,-0.009,0.037,0.013
8.19,0.227,0.003,0.018,0.172,0.168,0.065,-0.015,0.032,-0.04,0.014,-0.125,-0.111,-0.028,0.005,-0.019,-0.029,0.034,0,-0.006,0.005,-0.008,-0.006,0.035,0.011
8.2,0.182,0.012,0.028,0.131,0.146,0.069,-0.023,0.017,-0.047,0.008,-0.114,-0.104,-0.022,0.008,-0.015,-0.022,0.032,-0.001,-0.003,0.008,-0.005,-0.003,0.032,0.01
8.21,0.143,0.021,0.037,0.096,0.127,0.072,-0.028,0.003,-0.053,0.004,-0.104,-0.097,-0.016,0.011,-0.013,-0.016,0.03,-0.002,-0.001,0.011,-0.002,-0.001,0.03,0.009
8.22,0.11,0.029,0.044,0.067,0.11,0.074,-0.031,-0.009,-0.059,0.002,-0.096,-0.091,-0.012,0.013,-0.01,-0.012,0.028,-0.003,0,0.013,0,0,0.028,0.007
8.23,0.082,0.036,0.05,0.042,0.095,0.076,-0.033,-0.019,-0.064,0.001,-0.088,-0.085,-0.008,0.015,-0.008,-0.008,0.027,-0.004,0.001,0.016,0.002,0.001,0.027,0.007
8.24,0.059,0.043,0.055,0.021,0.082,0.077,-0.033,-0.027,-0.068,0.001,-0.081,-0.08,-0.004,0.017,-0.007,-0.004,0.025,-0.004,0.002,0.017,0.003,0.002,0.025,0.006
8.25,0.04,0.049,0.06,0.005,0.071,0.078,-0.032,-0.035,-0.072,0.002,-0.074,-0.076,-0.002,0.019,-0.006,-0.002,0.024,-0.004,0.003,0.019,0.004,0.003,0.024,0.005
8.26,0.025,0.054,0.063,-0.009,0.062,0.079,-0.03,-0.041,-0.075,0.004,-0.069,-0.073,0,0.02,-0.005,0,0.023,-0.005,0.003,0.02,0.005,0.003,0.023,0.005
8.27,0.013,0.058,0.066,-0.019,0.054,0.079,-0.028,-0.045,-0.077,0.006,-0.064,-0.07,0.002,0.021,-0.004,0.002,0.022,-0.005,0.003,0.021,0.005,0.003,0.022,0.005
8.28,0.004,0.061,0.068,-0.027,0.047,0.079,-0.026,-0.049,-0.079,0.008,-0.06,-0.067,0.003,0.022,-0.004,0.003,0.021,-0.005,0.003,0.022,0.005,0.003,0.021,0.005
8.29,-0.002,0.063,0.069,-0.032,0.042,0.078,-0.023,-0.052,-0.08,0.01,-0.056,-0.065,0.004,0.022,-0.004,0.004,0.02,-0.005,0.003,0.022,0.006,0.003,0.02,0.004
8.3,-0.006,0.064,0.069,-0.035,0.038,0.077,-0.021,-0.051,-0.081,0.011,-0.053,-0.064,0.004,0.022,-0.003,0.004,0.02,-0.004,0.003,0.022,0.005,0.003,0.02,0.004
8.31,-0.007,0.061,0.068,-0.034,0.036,0.075,-0.02,-0.05,-0.079,0.011,-0.05,-0.062,0.004,0.021,-0.003,0.004,0.019,-0.004,0.002,0.021,0.005,0.002,0.019,0.004
8.32,-0.01,0.059,0.066,-0.035,0.03,0.071,-0.015,-0.05,-0.074,0.014,-0.045,-0.057,0.004,0.021,-0.003,0.004,0.017,-0.004,0.002,0.021,0.005,0.002,0.017,0.004
8.33,-0.012,0.061,0.065,-0.037,0.027,0.067,-0.012,-0.052,-0.073,0.017,-0.041,-0.054,0.005,0.021,-0.003,0.005,0.016,-0.004,0.001,0.021,0.005,0.001,0.017,0.004
8.34,-0.013,0.058,0.064,-0.037,0.023,0.065,-0.009,-0.053,-0.07,0.02,-0.038,-0.051,0.005,0.02,-0.003,0.005,0.016,-0.003,0.001,0.02,0.005,0.001,0.016,0.004
8.35,-0.014,0.056,0.063,-0.035,0.021,0.062,-0.006,-0.054,-0.066,0.021,-0.036,-0.048,0.004,0.019,-0.002,0.004,0.014,-0.003,0,0.019,0.005,0,0.014,0.004
8.36,-0.014,0.054,0.061,-0.034,0.018,0.058,-0.004,-0.053,-0.062,0.022,-0.032,-0.045,0.004,0.019,-0.002,0.004,0.013,-0.003,0,0.019,0.004,0,0.013,0.004
8.37,-0.014,0.051,0.058,-0.033,0.017,0.054,-0.002,-0.051,-0.059,0.023,-0.029,-0.043,0.004,0.018,-0.002,0.004,0.012,-0.003,0,0.018,0.004,0,0.013,0.003
8.38,-0.012,0.048,0.055,-0.03,0.016,0.05,-0.001,-0.047,-0.056,0.022,-0.026,-0.041,0.003,0.017,-0.002,0.003,0.012,-0.003,-0.001,0.017,0.004,-0.001,0.012,0.003
8.39,-0.012,0.047,0.052,-0.03,0.015,0.047,0.001,-0.046,-0.053,0.023,-0.025,-0.039,0.003,0.016,-0.002,0.003,0.011,-0.003,-0.001,0.016,0.003,-0.001,0.011,0.003
8.4,-0.011,0.046,0.048,-0.029,0.016,0.043,0.002,-0.042,-0.052,0.021,-0.021,-0.038,0.003,0.015,-0.002,0.003,0.01,-0.003,-0.001,0.015,0.003,-0.001,0.01,0.003
8.41,-0.007,0.042,0.045,-0.024,0.017,0.041,0,-0.038,-0.048,0.018,-0.022,-0.037,0.002,0.014,-0.002,0.002,0.01,-0.003,0,0.014,0.003,0,0.01,0.002
8.42,-0.005,0.04,0.042,-0.022,0.018,0.039,-0.001,-0.035,-0.046,0.016,-0.021,-0.036,0.002,0.013,-0.003,0.002,0.01,-0.003,0,0.013,0.002,0,0.01,0.002
8.43,-0.006,0.039,0.039,-0.022,0.016,0.035,0.001,-0.033,-0.044,0.016,-0.017,-0.034,0.002,0.012,-0.002,0.002,0.009,-0.003,0,0.012,0.002,0,0.009,0.002
8.44,-0.003,0.032,0.037,-0.018,0.017,0.034,-0.002,-0.03,-0.039,0.012,-0.019,-0.032,0.002,0.011,-0.002,0.002,0.009,-0.002,0,0.011,0.002,0,0.009,0.002
8.45,-0.002,0.031,0.035,-0.016,0.018,0.033,-0.003,-0.027,-0.038,0.011,-0.018,-0.032,0.001,0.011,-0.002,0.001,0.008,-0.002,0,0.011,0.002,0,0.008,0.002
8.46,-0.003,0.029,0.031,-0.016,0.014,0.028,0,-0.025,-0.034,0.012,-0.014,-0.028,0.001,0.01,-0.002,0.001,0.007,-0.002,0,0.01,0.002,0,0.007,0.001
