Time (s),JointVel_1_R1,JointVel_2_R1,JointVel_3_R1,JointVel_1_R2,JointVel_2_R2,JointVel_3_R2,JointVel_1_L1,JointVel_2_L1,JointVel_3_L1,JointVel_1_L2,JointVel_2_L2,JointVel_3_L2,Body Vel X R1,Body Vel Y R1,Body Vel Z R1,Body Vel X R2,Body Vel Y R2,Body Vel Z R2,Body Vel X L1,Body Vel Y L1,Body Vel Z L1,Body Vel X L2,Body Vel Y L2,Body Vel Z L2
1,-0.221,-0.094,0.098,-0.13,-0.154,0.054,-0.046,0.019,-0.043,-0.1,0.129,-0.025,0.041,0.014,0.043,0.041,-0.01,-0.001,0.022,0.014,0.017,0.022,-0.01,-0.026
1.01,-0.626,-0.238,0.265,-0.383,-0.416,0.14,-0.139,0.026,-0.106,-0.273,0.342,-0.05,0.088,0.029,0.087,0.088,-0.024,-0.005,0.047,0.029,0.042,0.047,-0.024,-0.05
1.02,-0.869,-0.209,0.312,-0.611,-0.491,0.133,-0.24,-0.087,-0.082,-0.339,0.375,0.014,0.122,0.038,0.107,0.122,-0.038,-0.016,0.063,0.037,0.067,0.064,-0.038,-0.056
1.03,-1.007,-0.128,0.31,-0.781,-0.498,0.1,-0.313,-0.208,-0.038,-0.351,0.349,0.095,0.143,0.043,0.117,0.144,-0.049,-0.025,0.073,0.042,0.085,0.074,-0.049,-0.057
1.04,-1.083,-0.071,0.308,-0.881,-0.511,0.083,-0.343,-0.273,-0.014,-0.345,0.338,0.151,0.155,0.046,0.121,0.157,-0.056,-0.028,0.076,0.045,0.092,0.079,-0.057,-0.056
1.05,-1.11,-0.034,0.304,-0.924,-0.525,0.078,-0.341,-0.295,-0.006,-0.327,0.337,0.185,0.159,0.046,0.12,0.162,-0.061,-0.027,0.076,0.046,0.093,0.079,-0.062,-0.054
1.06,-1.095,-0.003,0.291,-0.929,-0.526,0.072,-0.321,-0.297,-0.001,-0.299,0.331,0.209,0.157,0.046,0.116,0.16,-0.064,-0.025,0.073,0.044,0.09,0.076,-0.065,-0.052
1.07,-1.048,0.024,0.268,-0.905,-0.513,0.064,-0.29,-0.287,0.002,-0.263,0.318,0.225,0.15,0.043,0.108,0.154,-0.065,-0.023,0.067,0.042,0.083,0.071,-0.067,-0.048
1.08,-0.98,0.046,0.241,-0.859,-0.491,0.055,-0.253,-0.267,0.004,-0.225,0.303,0.232,0.141,0.039,0.099,0.145,-0.065,-0.02,0.061,0.038,0.075,0.065,-0.066,-0.044
1.09,-0.898,0.06,0.211,-0.797,-0.463,0.044,-0.213,-0.239,0.005,-0.188,0.286,0.232,0.129,0.035,0.088,0.134,-0.064,-0.017,0.054,0.034,0.066,0.058,-0.065,-0.04
1.1,-0.809,0.067,0.179,-0.726,-0.431,0.033,-0.172,-0.208,0.005,-0.154,0.268,0.226,0.117,0.03,0.078,0.121,-0.061,-0.014,0.047,0.029,0.056,0.051,-0.063,-0.036
1.11,-0.717,0.069,0.146,-0.65,-0.395,0.021,-0.134,-0.175,0.006,-0.124,0.25,0.217,0.103,0.025,0.067,0.107,-0.058,-0.012,0.04,0.023,0.047,0.044,-0.06,-0.032
1.12,-0.627,0.067,0.115,-0.571,-0.358,0.009,-0.1,-0.143,0.007,-0.097,0.23,0.204,0.09,0.02,0.057,0.094,-0.055,-0.009,0.033,0.018,0.038,0.037,-0.056,-0.028
1.13,-0.54,0.061,0.085,-0.494,-0.32,-0.003,-0.07,-0.111,0.01,-0.075,0.212,0.189,0.077,0.014,0.048,0.081,-0.051,-0.007,0.027,0.013,0.03,0.031,-0.053,-0.025
1.14,-0.458,0.052,0.058,-0.42,-0.283,-0.015,-0.045,-0.082,0.014,-0.058,0.193,0.174,0.065,0.009,0.04,0.068,-0.047,-0.005,0.022,0.008,0.023,0.025,-0.049,-0.022
1.15,-0.383,0.041,0.033,-0.349,-0.247,-0.026,-0.024,-0.056,0.019,-0.044,0.175,0.158,0.053,0.004,0.033,0.056,-0.044,-0.004,0.017,0.003,0.017,0.02,-0.045,-0.02
1.16,-0.315,0.028,0.012,-0.285,-0.213,-0.037,-0.008,-0.033,0.025,-0.033,0.158,0.143,0.043,0,0.026,0.045,-0.04,-0.002,0.013,-0.002,0.011,0.015,-0.041,-0.017
1.17,-0.255,0.014,-0.007,-0.226,-0.182,-0.046,0.005,-0.012,0.032,-0.026,0.142,0.128,0.034,-0.005,0.021,0.035,-0.037,-0.001,0.01,-0.006,0.007,0.011,-0.038,-0.015
1.18,-0.202,0,-0.023,-0.174,-0.154,-0.054,0.014,0.005,0.039,-0.021,0.127,0.115,0.025,-0.009,0.017,0.027,-0.034,0,0.007,-0.009,0.004,0.008,-0.034,-0.014
1.19,-0.157,-0.014,-0.036,-0.128,-0.129,-0.061,0.02,0.02,0.046,-0.018,0.113,0.103,0.018,-0.012,0.013,0.019,-0.031,0.001,0.004,-0.013,0.001,0.005,-0.031,-0.012
1.2,-0.118,-0.027,-0.046,-0.088,-0.106,-0.066,0.023,0.032,0.053,-0.016,0.101,0.093,0.012,-0.015,0.011,0.013,-0.028,0.001,0.002,-0.016,-0.001,0.003,-0.029,-0.011
1.21,-0.086,-0.04,-0.055,-0.054,-0.087,-0.071,0.025,0.042,0.06,-0.016,0.09,0.084,0.007,-0.018,0.009,0.007,-0.026,0.002,0.001,-0.018,-0.003,0.001,-0.026,-0.01
1.22,-0.059,-0.051,-0.061,-0.026,-0.071,-0.074,0.025,0.049,0.067,-0.016,0.081,0.076,0.002,-0.02,0.007,0.003,-0.024,0.002,0,-0.02,-0.004,0,-0.024,-0.009
1.23,-0.037,-0.06,-0.066,-0.003,-0.057,-0.077,0.024,0.055,0.073,-0.017,0.072,0.07,-0.001,-0.022,0.006,-0.001,-0.022,0.003,-0.001,-0.022,-0.005,-0.001,-0.022,-0.008
1.24,-0.02,-0.069,-0.069,0.016,-0.046,-0.079,0.022,0.059,0.078,-0.019,0.065,0.065,-0.004,-0.023,0.005,-0.004,-0.021,0.003,-0.002,-0.023,-0.005,-0.002,-0.021,-0.007
1.25,-0.007,-0.076,-0.072,0.03,-0.037,-0.08,0.02,0.062,0.082,-0.02,0.059,0.062,-0.006,-0.024,0.005,-0.006,-0.02,0.003,-0.002,-0.024,-0.005,-0.002,-0.02,-0.007
1.26,0.003,-0.081,-0.073,0.041,-0.029,-0.081,0.017,0.064,0.086,-0.021,0.054,0.059,-0.008,-0.025,0.004,-0.008,-0.019,0.004,-0.002,-0.025,-0.005,-0.002,-0.019,-0.006
1.27,0.01,-0.085,-0.074,0.048,-0.024,-0.081,0.015,0.065,0.089,-0.023,0.049,0.057,-0.009,-0.026,0.004,-0.009,-0.018,0.004,-0.002,-0.026,-0.005,-0.003,-0.018,-0.006
1.28,0.014,-0.088,-0.074,0.053,-0.02,-0.081,0.013,0.065,0.091,-0.024,0.046,0.055,-0.009,-0.026,0.004,-0.009,-0.017,0.004,-0.002,-0.026,-0.005,-0.002,-0.017,-0.006
1.29,0.017,-0.089,-0.073,0.056,-0.018,-0.08,0.011,0.064,0.092,-0.025,0.043,0.054,-0.009,-0.026,0.004,-0.01,-0.017,0.004,-0.002,-0.026,-0.005,-0.002,-0.017,-0.005
1.3,0.019,-0.09,-0.073,0.058,-0.015,-0.078,0.008,0.063,0.093,-0.026,0.038,0.054,-0.01,-0.026,0.004,-0.01,-0.016,0.004,-0.002,-0.026,-0.005,-0.002,-0.016,-0.005
1.31,0.02,-0.089,-0.071,0.058,-0.012,-0.075,0.003,0.063,0.091,-0.029,0.034,0.052,-0.009,-0.026,0.004,-0.01,-0.015,0.004,-0.001,-0.025,-0.004,-0.001,-0.015,-0.005
1.32,0.019,-0.088,-0.069,0.056,-0.011,-0.071,-0.001,0.064,0.088,-0.032,0.032,0.049,-0.009,-0.025,0.004,-0.009,-0.015,0.003,-0.001,-0.025,-0.004,-0.001,-0.015,-0.005
1.33,0.017,-0.086,-0.068,0.054,-0.012,-0.07,-0.001,0.062,0.087,-0.032,0.032,0.049,-0.008,-0.024,0.004,-0.009,-0.014,0.003,0,-0.024,-0.004,-0.001,-0.014,-0.005
1.34,0.017,-0.083,-0.066,0.052,-0.011,-0.067,-0.002,0.058,0.086,-0.03,0.028,0.05,-0.008,-0.024,0.004,-0.008,-0.014,0.003,0,-0.024,-0.003,0,-0.014,-0.004
1.35,0.016,-0.08,-0.063,0.05,-0.012,-0.064,-0.003,0.056,0.083,-0.029,0.025,0.049,-0.008,-0.023,0.004,-0.008,-0.013,0.003,0,-0.023,-0.003,0,-0.013,-0.004
1.36,0.014,-0.077,-0.061,0.047,-0.013,-0.06,-0.004,0.054,0.08,-0.029,0.024,0.048,-0.007,-0.022,0.004,-0.007,-0.013,0.003,0,-0.022,-0.003,0,-0.013,-0.004
1.37,0.009,-0.073,-0.059,0.041,-0.015,-0.059,-0.002,0.052,0.076,-0.027,0.026,0.048,-0.006,-0.021,0.004,-0.006,-0.013,0.003,0,-0.021,-0.003,0,-0.013,-0.004
1.38,0.007,-0.068,-0.057,0.038,-0.016,-0.056,-0.002,0.048,0.073,-0.025,0.024,0.048,-0.005,-0.02,0.004,-0.006,-0.013,0.003,0,-0.02,-0.003,0,-0.013,-0.004
1.39,0.004,-0.064,-0.055,0.033,-0.017,-0.054,-0.001,0.047,0.069,-0.025,0.025,0.047,-0.005,-0.019,0.004,-0.005,-0.013,0.003,0,-0.019,-0.003,0,-0.013,-0.004
1.4,-0.001,-0.058,-0.051,0.026,-0.02,-0.053,0.002,0.042,0.065,-0.021,0.028,0.046,-0.004,-0.018,0.004,-0.004,-0.013,0.002,0,-0.018,-0.002,0,-0.013,-0.004
1.41,-0.001,-0.054,-0.049,0.024,-0.019,-0.05,0.001,0.04,0.062,-0.02,0.025,0.045,-0.003,-0.017,0.004,-0.004,-0.012,0.002,0,-0.017,-0.002,0,-0.012,-0.004
1.42,-0.005,-0.049,-0.046,0.018,-0.021,-0.048,0.004,0.036,0.057,-0.017,0.027,0.044,-0.003,-0.015,0.003,-0.003,-0.012,0.002,0,-0.015,-0.002,0,-0.012,-0.003
1.43,-0.005,-0.045,-0.042,0.016,-0.02,-0.044,0.003,0.033,0.053,-0.016,0.025,0.041,-0.002,-0.014,0.003,-0.002,-0.011,0.002,0,-0.014,-0.002,0,-0.011,-0.003
1.44,-0.007,-0.041,-0.04,0.012,-0.021,-0.042,0.004,0.03,0.049,-0.014,0.025,0.04,-0.002,-0.013,0.003,-0.002,-0.011,0.002,0,-0.013,-0.002,0,-0.011,-0.003
1.45,-0.008,-0.037,-0.037,0.01,-0.021,-0.039,0.005,0.027,0.046,-0.011,0.023,0.039,-0.002,-0.012,0.003,-0.002,-0.01,0.002,0,-0.012,-0.002,0,-0.01,-0.003
1.46,-0.008,-0.033,-0.034,0.009,-0.02,-0.035,0.005,0.025,0.042,-0.011,0.022,0.036,-0.001,-0.011,0.002,-0.001,-0.009,0.001,0,-0.011,-0.002,0,-0.009,-0.003
1.47,-0.01,-0.028,-0.029,0.004,-0.019,-0.031,0.006,0.021,0.036,-0.008,0.022,0.031,-0.001,-0.009,0.002,-0.001,-0.009,0.001,0,-0.009,-0.002,0,-0.009,-0.003
1.48,-0.01,-0.025,-0.026,0.003,-0.019,-0.029,0.006,0.018,0.032,-0.006,0.02,0.03,-0.001,-0.008,0.002,-0.001,-0.008,0.001,0,-0.008,-0.001,0,-0.008,-0.002
1.49,-0.01,-0.021,-0.024,0.001,-0.018,-0.027,0.006,0.017,0.029,-0.006,0.02,0.027,0,-0.008,0.002,0,-0.008,0.001,0,-0.008,-0.001,0,-0.008,-0.002
1.5,0.204,0.075,-0.133,0.134,0.132,-0.094,0.057,-0.014,0.054,0.088,-0.102,0.028,-0.037,-0.018,-0.044,-0.039,0.004,-0.003,-0.022,-0.017,-0.02,-0.024,0.005,0.021
1.51,0.594,0.223,-0.322,0.393,0.382,-0.205,0.16,-0.04,0.09,0.251,-0.301,0.02,-0.08,-0.029,-0.09,-0.085,0.018,-0.002,-0.047,-0.027,-0.046,-0.051,0.019,0.043
1.52,0.83,0.206,-0.375,0.623,0.452,-0.207,0.266,0.051,0.057,0.324,-0.34,-0.045,-0.112,-0.035,-0.113,-0.118,0.031,0.008,-0.063,-0.033,-0.07,-0.069,0.033,0.051
1.53,0.965,0.139,-0.369,0.79,0.456,-0.172,0.339,0.156,0.015,0.347,-0.324,-0.114,-0.132,-0.039,-0.122,-0.139,0.041,0.018,-0.073,-0.037,-0.086,-0.079,0.043,0.054
1.54,1.039,0.092,-0.353,0.882,0.465,-0.144,0.367,0.213,-0.002,0.353,-0.318,-0.155,-0.144,-0.041,-0.125,-0.15,0.048,0.023,-0.077,-0.039,-0.092,-0.083,0.05,0.056
1.55,1.067,0.062,-0.332,0.917,0.476,-0.122,0.363,0.236,-0.003,0.345,-0.319,-0.176,-0.148,-0.041,-0.122,-0.154,0.053,0.026,-0.077,-0.039,-0.092,-0.083,0.055,0.056
1.56,1.056,0.035,-0.301,0.913,0.474,-0.099,0.341,0.244,0,0.324,-0.313,-0.186,-0.147,-0.04,-0.116,-0.151,0.055,0.027,-0.074,-0.039,-0.088,-0.079,0.057,0.055
1.57,1.015,0.01,-0.264,0.882,0.461,-0.075,0.308,0.244,0.003,0.294,-0.3,-0.192,-0.141,-0.038,-0.107,-0.145,0.057,0.026,-0.069,-0.037,-0.082,-0.073,0.058,0.052
1.58,0.953,-0.01,-0.226,0.83,0.441,-0.051,0.269,0.236,0.005,0.259,-0.284,-0.192,-0.133,-0.035,-0.097,-0.136,0.057,0.025,-0.063,-0.034,-0.074,-0.066,0.058,0.048
1.59,0.879,-0.024,-0.188,0.764,0.417,-0.03,0.227,0.221,0.006,0.222,-0.267,-0.188,-0.123,-0.032,-0.086,-0.125,0.056,0.023,-0.056,-0.031,-0.066,-0.058,0.057,0.043
1.6,0.797,-0.033,-0.154,0.691,0.39,-0.011,0.186,0.201,0.005,0.186,-0.249,-0.182,-0.111,-0.028,-0.076,-0.113,0.054,0.02,-0.048,-0.027,-0.057,-0.05,0.055,0.039
1.61,0.713,-0.038,-0.122,0.615,0.36,0.005,0.147,0.18,0.003,0.152,-0.231,-0.174,-0.099,-0.024,-0.066,-0.1,0.052,0.017,-0.041,-0.023,-0.049,-0.042,0.052,0.034
1.62,0.629,-0.039,-0.093,0.539,0.33,0.018,0.111,0.157,-0.001,0.121,-0.213,-0.165,-0.087,-0.019,-0.056,-0.088,0.049,0.014,-0.034,-0.019,-0.041,-0.035,0.05,0.03
1.63,0.548,-0.036,-0.068,0.465,0.3,0.03,0.079,0.133,-0.005,0.094,-0.196,-0.155,-0.075,-0.015,-0.048,-0.076,0.047,0.011,-0.028,-0.014,-0.033,-0.028,0.047,0.026
1.64,0.471,-0.031,-0.046,0.395,0.27,0.04,0.052,0.11,-0.011,0.071,-0.18,-0.146,-0.064,-0.01,-0.04,-0.064,0.044,0.009,-0.022,-0.01,-0.027,-0.022,0.044,0.022
1.65,0.405,-0.012,-0.038,0.329,0.244,0.046,0.028,0.087,-0.016,0.05,-0.165,-0.136,-0.054,-0.006,-0.034,-0.054,0.041,0.006,-0.017,-0.006,-0.021,-0.017,0.042,0.019
1.66,0.338,-0.008,-0.018,0.27,0.215,0.054,0.015,0.081,-0.035,0.033,-0.147,-0.129,-0.044,-0.002,-0.027,-0.044,0.039,0.004,-0.012,-0.002,-0.016,-0.013,0.039,0.015
1.67,0.276,-0.012,0.007,0.219,0.188,0.061,0,0.061,-0.041,0.022,-0.135,-0.119,-0.036,0.001,-0.022,-0.036,0.036,0.002,-0.009,0.002,-0.011,-0.009,0.037,0.013
1.68,0.226,0.001,0.017,0.171,0.169,0.063,-0.013,0.038,-0.044,0.015,-0.128,-0.108,-0.029,0.005,-0.018,-0.029,0.034,0,-0.006,0.005,-0.007,-0.006,0.034,0.012
1.69,0.182,0.011,0.027,0.131,0.148,0.067,-0.021,0.022,-0.05,0.005,-0.106,-0.11,-0.022,0.008,-0.015,-0.022,0.032,-0.001,-0.003,0.008,-0.004,-0.003,0.032,0.01
1.7,0.144,0.022,0.035,0.095,0.131,0.069,-0.028,0.004,-0.053,0.003,-0.102,-0.099,-0.016,0.01,-0.012,-0.016,0.03,-0.002,-0.001,0.011,-0.001,-0.001,0.03,0.01
1.71,0.112,0.033,0.041,0.061,0.127,0.061,-0.031,-0.01,-0.058,0.003,-0.096,-0.09,-0.012,0.013,-0.01,-0.012,0.028,-0.003,0,0.013,0.002,0,0.028,0.009
1.72,0.083,0.037,0.049,0.037,0.108,0.065,-0.033,-0.021,-0.062,0.006,-0.099,-0.075,-0.008,0.015,-0.008,-0.008,0.026,-0.003,0.001,0.015,0.003,0.001,0.026,0.008
1.73,0.058,0.037,0.059,0.02,0.087,0.072,-0.034,-0.034,-0.061,0.005,-0.087,-0.073,-0.004,0.017,-0.006,-0.004,0.025,-0.002,0.002,0.017,0.004,0.002,0.025,0.007
1.74,0.037,0.039,0.065,0.006,0.07,0.076,-0.031,-0.035,-0.069,0.004,-0.076,-0.072,-0.002,0.019,-0.004,-0.002,0.024,-0.002,0.002,0.019,0.005,0.002,0.024,0.006
1.75,0.021,0.042,0.07,-0.004,0.049,0.086,-0.03,-0.039,-0.073,0.004,-0.069,-0.07,0.001,0.02,-0.003,0.001,0.023,-0.003,0.003,0.02,0.005,0.003,0.023,0.006
1.76,0.012,0.052,0.068,-0.016,0.047,0.083,-0.029,-0.047,-0.074,0.007,-0.067,-0.065,0.002,0.021,-0.003,0.002,0.022,-0.003,0.003,0.021,0.006,0.003,0.022,0.006
1.77,0.004,0.058,0.068,-0.025,0.044,0.08,-0.027,-0.052,-0.075,0.01,-0.064,-0.063,0.003,0.021,-0.003,0.003,0.021,-0.004,0.003,0.021,0.006,0.003,0.021,0.005
1.78,-0.003,0.061,0.069,-0.031,0.039,0.079,-0.024,-0.053,-0.078,0.011,-0.058,-0.062,0.004,0.022,-0.003,0.004,0.02,-0.004,0.003,0.022,0.006,0.003,0.02,0.005
1.79,-0.006,0.062,0.069,-0.034,0.035,0.078,-0.021,-0.051,-0.079,0.012,-0.054,-0.061,0.004,0.022,-0.003,0.004,0.019,-0.004,0.003,0.022,0.006,0.003,0.02,0.005
1.8,-0.004,0.062,0.063,-0.032,0.034,0.075,-0.021,-0.047,-0.077,0.01,-0.051,-0.06,0.004,0.021,-0.003,0.004,0.019,-0.004,0.003,0.021,0.005,0.003,0.019,0.004
1.81,-0.006,0.061,0.062,-0.033,0.031,0.072,-0.018,-0.048,-0.075,0.012,-0.048,-0.058,0.004,0.021,-0.003,0.004,0.018,-0.004,0.002,0.021,0.005,0.002,0.018,0.004
1.82,-0.007,0.057,0.061,-0.032,0.028,0.07,-0.016,-0.047,-0.072,0.012,-0.044,-0.056,0.004,0.02,-0.003,0.004,0.017,-0.003,0.002,0.02,0.005,0.002,0.017,0.004
1.83,-0.006,0.056,0.058,-0.03,0.027,0.067,-0.014,-0.044,-0.07,0.013,-0.041,-0.054,0.004,0.019,-0.003,0.004,0.016,-0.003,0.001,0.019,0.004,0.001,0.016,0.004
1.84,-0.008,0.055,0.057,-0.03,0.024,0.063,-0.011,-0.047,-0.065,0.016,-0.039,-0.049,0.004,0.019,-0.002,0.004,0.015,-0.003,0.001,0.019,0.004,0.001,0.015,0.004
1.85,-0.011,0.052,0.06,-0.031,0.02,0.06,-0.006,-0.049,-0.064,0.019,-0.035,-0.047,0.004,0.018,-0.002,0.004,0.014,-0.003,0,0.019,0.004,0,0.014,0.004
1.86,-0.012,0.05,0.058,-0.031,0.019,0.057,-0.005,-0.049,-0.06,0.021,-0.032,-0.044,0.003,0.017,-0.002,0.003,0.013,-0.003,0,0.017,0.004,0,0.013,0.004
1.87,-0.01,0.047,0.053,-0.028,0.018,0.051,-0.003,-0.044,-0.056,0.02,-0.028,-0.041,0.003,0.016,-0.002,0.003,0.012,-0.003,0,0.016,0.003,0,0.012,0.003
1.88,-0.008,0.043,0.051,-0.026,0.018,0.047,-0.003,-0.043,-0.051,0.019,-0.027,-0.039,0.003,0.015,-0.002,0.003,0.011,-0.003,0,0.015,0.003,0,0.011,0.003
1.89,-0.009,0.043,0.048,-0.027,0.018,0.044,-0.001,-0.042,-0.05,0.018,-0.023,-0.039,0.003,0.015,-0.002,0.003,0.011,-0.003,0,0.015,0.003,0,0.011,0.003
1.9,-0.005,0.035,0.044,-0.021,0.019,0.041,-0.004,-0.034,-0.044,0.013,-0.023,-0.037,0.002,0.013,-0.002,0.002,0.01,-0.003,0,0.013,0.003,0,0.011,0.002
1.91,-0.003,0.033,0.042,-0.019,0.02,0.039,-0.006,-0.033,-0.042,0.011,-0.023,-0.037,0.002,0.012,-0.002,0.002,0.01,-0.003,0,0.012,0.003,0,0.01,0.002
1.92,-0.001,0.028,0.035,-0.015,0.02,0.034,-0.006,-0.026,-0.037,0.009,-0.02,-0.033,0.001,0.01,-0.002,0.001,0.009,-0.002,0,0.01,0.002,0,0.009,0.002
1.93,-0.001,0.029,0.03,-0.015,0.018,0.029,-0.003,-0.024,-0.035,0.009,-0.016,-0.03,0.001,0.01,-0.002,0.001,0.008,-0.002,0,0.01,0.002,0,0.008,0.001
1.94,-0.001,0.028,0.028,-0.014,0.016,0.026,-0.002,-0.022,-0.032,0.009,-0.014,-0.027,0.001,0.009,-0.002,0.001,0.007,-0.002,0,0.009,0.001,0,0.007,0.001
1.95,-0.001,0.023,0.025,-0.012,0.013,0.023,-0.001,-0.02,-0.027,0.009,-0.013,-0.023,0.001,0.007,-0.002,0.001,0.006,-0.002,0,0.007,0.001,0,0.006,0.001
1.96,0,0.019,0.02,-0.01,0.011,0.019,-0.001,-0.017,-0.022,0.007,-0.011,-0.019,0.001,0.006,-0.001,0.001,0.005,-0.001,0,0.006,0.001,0,0.005,0.001
1.97,0,0.016,0.017,-0.008,0.01,0.015,-0.001,-0.014,-0.018,0.006,-0.01,-0.015,0.001,0.005,-0.001,0.001,0.004,-0.001,0,0.005,0.001,0,0.004,0.001
1.98,0,0.014,0.014,-0.007,0.009,0.013,-0.001,-0.012,-0.015,0.005,-0.009,-0.013,0,0.004,-0.001,0,0.003,-0.001,0,0.004,0.001,0,0.003,0.001
1.99,0,0.012,0.011,-0.006,0.008,0.011,-0.001,-0.011,-0.012,0.004,-0.007,-0.011,0,0.004,-0.001,0,0.003,-0.001,0,0.004,0.001,0,0.003,0.001
2,0.223,0.105,-0.089,0.125,0.162,-0.046,0.045,-0.029,0.033,0.104,-0.136,0.015,-0.041,-0.011,-0.044,-0.041,0.013,-0.001,-0.022,-0.011,-0.017,-0.022,0.013,0.026
2.01,0.632,0.25,-0.253,0.379,0.427,-0.131,0.137,-0.036,0.098,0.277,-0.349,0.042,-0.089,-0.026,-0.088,-0.088,0.027,0.005,-0.047,-0.026,-0.042,-0.047,0.027,0.05
2.02,0.881,0.227,-0.294,0.604,0.506,-0.116,0.232,0.08,0.081,0.345,-0.384,-0.014,-0.123,-0.035,-0.107,-0.122,0.04,0.017,-0.064,-0.035,-0.067,-0.063,0.04,0.057
2.03,1.023,0.146,-0.276,0.769,0.517,-0.072,0.299,0.207,0.048,0.36,-0.356,-0.085,-0.146,-0.041,-0.115,-0.144,0.051,0.026,-0.074,-0.042,-0.084,-0.072,0.051,0.058
2.04,1.111,0.096,-0.263,0.861,0.537,-0.042,0.321,0.282,0.037,0.355,-0.343,-0.132,-0.159,-0.045,-0.118,-0.157,0.059,0.031,-0.078,-0.046,-0.091,-0.076,0.058,0.058
2.05,1.15,0.056,-0.242,0.9,0.558,-0.023,0.314,0.317,0.039,0.339,-0.338,-0.159,-0.166,-0.048,-0.117,-0.162,0.063,0.032,-0.078,-0.049,-0.093,-0.075,0.063,0.056
2.06,1.151,0.026,-0.22,0.902,0.567,-0.005,0.289,0.334,0.045,0.31,-0.329,-0.178,-0.166,-0.049,-0.112,-0.162,0.067,0.031,-0.075,-0.05,-0.091,-0.072,0.065,0.052
2.07,1.121,-0.004,-0.191,0.877,0.563,0.012,0.255,0.34,0.048,0.272,-0.312,-0.194,-0.162,-0.048,-0.105,-0.158,0.068,0.029,-0.071,-0.049,-0.086,-0.066,0.067,0.048
2.08,1.071,-0.025,-0.165,0.833,0.551,0.026,0.216,0.334,0.051,0.23,-0.293,-0.203,-0.155,-0.046,-0.096,-0.15,0.068,0.026,-0.065,-0.048,-0.08,-0.06,0.067,0.042
2.09,1.004,-0.047,-0.134,0.777,0.532,0.038,0.176,0.32,0.052,0.189,-0.273,-0.209,-0.146,-0.043,-0.087,-0.141,0.068,0.022,-0.058,-0.045,-0.073,-0.053,0.066,0.037
2.1,0.929,-0.061,-0.107,0.712,0.509,0.047,0.137,0.3,0.051,0.149,-0.254,-0.211,-0.135,-0.04,-0.078,-0.13,0.066,0.018,-0.052,-0.042,-0.065,-0.047,0.064,0.031
2.11,0.85,-0.07,-0.083,0.644,0.482,0.054,0.101,0.276,0.049,0.113,-0.235,-0.209,-0.124,-0.036,-0.069,-0.119,0.064,0.014,-0.045,-0.038,-0.057,-0.04,0.062,0.026
2.12,0.771,-0.069,-0.066,0.574,0.454,0.059,0.068,0.248,0.045,0.081,-0.217,-0.205,-0.112,-0.032,-0.06,-0.107,0.062,0.01,-0.038,-0.034,-0.05,-0.034,0.06,0.021
2.13,0.688,-0.075,-0.042,0.507,0.421,0.064,0.04,0.221,0.039,0.053,-0.199,-0.199,-0.1,-0.028,-0.052,-0.096,0.059,0.007,-0.032,-0.03,-0.042,-0.028,0.057,0.017
2.14,0.61,-0.073,-0.025,0.442,0.389,0.067,0.017,0.193,0.032,0.03,-0.183,-0.192,-0.089,-0.023,-0.045,-0.085,0.056,0.004,-0.027,-0.025,-0.036,-0.023,0.054,0.013
2.15,0.537,-0.068,-0.01,0.382,0.357,0.069,-0.002,0.166,0.024,0.011,-0.165,-0.186,-0.078,-0.019,-0.039,-0.074,0.053,0.001,-0.022,-0.02,-0.03,-0.018,0.051,0.011
2.16,0.472,-0.045,-0.009,0.323,0.33,0.068,-0.02,0.135,0.019,-0.003,-0.156,-0.174,-0.068,-0.014,-0.034,-0.064,0.049,-0.001,-0.017,-0.016,-0.024,-0.014,0.048,0.009
2.17,0.407,-0.039,0.003,0.272,0.297,0.07,-0.031,0.11,0.01,-0.012,-0.146,-0.161,-0.058,-0.01,-0.028,-0.055,0.046,-0.003,-0.014,-0.012,-0.019,-0.011,0.045,0.007
2.18,0.342,-0.047,0.026,0.228,0.261,0.075,-0.037,0.091,-0.001,-0.02,-0.13,-0.154,-0.049,-0.006,-0.024,-0.047,0.043,-0.004,-0.01,-0.007,-0.015,-0.008,0.042,0.005
2.19,0.289,-0.037,0.033,0.186,0.234,0.075,-0.043,0.07,-0.01,-0.024,-0.12,-0.143,-0.042,-0.002,-0.02,-0.039,0.041,-0.005,-0.008,-0.004,-0.011,-0.006,0.039,0.004
2.2,0.241,-0.025,0.039,0.148,0.21,0.074,-0.047,0.049,-0.017,-0.025,-0.112,-0.133,-0.034,0.001,-0.017,-0.033,0.038,-0.006,-0.005,0,-0.008,-0.004,0.037,0.003
2.21,0.198,-0.015,0.045,0.115,0.185,0.074,-0.048,0.032,-0.025,-0.025,-0.103,-0.123,-0.028,0.004,-0.014,-0.027,0.035,-0.007,-0.004,0.003,-0.005,-0.002,0.034,0.002
2.22,0.161,-0.006,0.05,0.087,0.162,0.075,-0.047,0.017,-0.032,-0.023,-0.095,-0.114,-0.023,0.007,-0.012,-0.021,0.033,-0.007,-0.002,0.006,-0.002,-0.001,0.032,0.002
2.23,0.128,0.003,0.054,0.063,0.141,0.075,-0.046,0.004,-0.039,-0.021,-0.088,-0.106,-0.018,0.009,-0.01,-0.017,0.031,-0.007,-0.001,0.009,-0.001,0,0.03,0.002
