Time (s),JointVel_1_R1,JointVel_2_R1,JointVel_3_R1,JointVel_1_R2,JointVel_2_R2,JointVel_3_R2,JointVel_1_L1,JointVel_2_L1,JointVel_3_L1,JointVel_1_L2,JointVel_2_L2,JointVel_3_L2,Body Vel X,Body Vel Y,Body Vel Z
6.31,-0.126,0.466,0.111,-0.12,0.172,0.234,-0.133,0.053,-0.406,-0.102,-0.31,-0.058,0.064,0.063,-0.033
6.32,-0.124,0.45,0.115,-0.118,0.166,0.23,-0.131,0.052,-0.396,-0.1,-0.301,-0.057,0.063,0.061,-0.032
6.33,-0.122,0.438,0.117,-0.116,0.164,0.225,-0.128,0.048,-0.386,-0.097,-0.296,-0.055,0.061,0.06,-0.031
6.34,-0.12,0.422,0.12,-0.114,0.158,0.221,-0.125,0.047,-0.377,-0.095,-0.286,-0.054,0.06,0.059,-0.031
6.35,-0.118,0.407,0.123,-0.112,0.152,0.217,-0.122,0.046,-0.368,-0.092,-0.277,-0.053,0.058,0.058,-0.03
6.36,-0.115,0.394,0.124,-0.109,0.149,0.212,-0.119,0.043,-0.358,-0.089,-0.271,-0.051,0.057,0.056,-0.029
6.37,-0.113,0.381,0.126,-0.107,0.144,0.207,-0.116,0.041,-0.349,-0.087,-0.263,-0.05,0.055,0.055,-0.029
6.38,-0.111,0.367,0.127,-0.105,0.139,0.203,-0.113,0.041,-0.341,-0.084,-0.255,-0.049,0.053,0.054,-0.028
6.39,-0.109,0.355,0.128,-0.103,0.135,0.197,-0.11,0.038,-0.332,-0.081,-0.248,-0.047,0.052,0.052,-0.027
6.4,-0.106,0.343,0.128,-0.101,0.132,0.192,-0.107,0.037,-0.323,-0.079,-0.241,-0.046,0.05,0.051,-0.027
6.41,-0.104,0.331,0.129,-0.099,0.127,0.188,-0.104,0.036,-0.315,-0.076,-0.233,-0.045,0.049,0.05,-0.026
6.42,-0.102,0.319,0.129,-0.097,0.123,0.183,-0.101,0.034,-0.306,-0.073,-0.226,-0.043,0.048,0.048,-0.025
6.43,-0.1,0.308,0.128,-0.095,0.12,0.178,-0.098,0.032,-0.297,-0.071,-0.22,-0.041,0.046,0.047,-0.025
6.44,-0.098,0.298,0.128,-0.093,0.116,0.173,-0.095,0.031,-0.289,-0.069,-0.213,-0.04,0.045,0.046,-0.024
6.45,-0.095,0.287,0.127,-0.091,0.113,0.168,-0.092,0.03,-0.281,-0.066,-0.207,-0.039,0.043,0.045,-0.024
6.46,-0.093,0.277,0.126,-0.089,0.109,0.164,-0.09,0.029,-0.273,-0.064,-0.2,-0.037,0.042,0.043,-0.023
6.47,-0.091,0.268,0.125,-0.087,0.106,0.159,-0.087,0.028,-0.266,-0.061,-0.194,-0.036,0.041,0.042,-0.022
6.48,-0.089,0.258,0.124,-0.085,0.103,0.154,-0.084,0.027,-0.258,-0.059,-0.188,-0.035,0.04,0.041,-0.022
6.49,-0.087,0.249,0.123,-0.083,0.1,0.15,-0.081,0.025,-0.251,-0.057,-0.183,-0.033,0.038,0.04,-0.021
6.5,0.129,-0.096,0.166,0.17,-0.334,0.48,-0.064,0.27,-0.317,-0.048,0.006,-0.235,-0.013,0.054,0.012
6.51,0.543,-0.566,0.174,0.645,-0.935,0.982,-0.041,0.522,-0.322,-0.044,0.187,-0.502,-0.074,0.06,0.051
6.52,0.849,-0.287,-0.107,0.99,-0.62,0.893,-0.049,-0.029,0.107,-0.076,-0.256,-0.31,-0.123,0.051,0.077
6.53,1.003,-0.375,-0.13,1.144,-0.588,0.886,0,-0.14,0.229,-0.046,-0.221,-0.382,-0.16,0.051,0.089
6.54,1.07,-0.726,0.021,1.193,-0.793,0.976,0.085,0.06,0.141,0.027,0.121,-0.624,-0.192,0.052,0.096
6.55,1.147,-0.646,-0.034,1.258,-0.572,0.826,0.137,-0.196,0.324,0.065,0.023,-0.566,-0.219,0.043,0.104
6.56,1.199,-0.615,-0.056,1.294,-0.411,0.702,0.19,-0.374,0.456,0.109,-0.017,-0.534,-0.242,0.038,0.108
6.57,1.215,-0.828,0.056,1.29,-0.508,0.717,0.259,-0.26,0.41,0.175,0.204,-0.664,-0.261,0.036,0.109
6.58,1.239,-0.839,0.067,1.299,-0.419,0.633,0.305,-0.345,0.485,0.217,0.22,-0.657,-0.277,0.029,0.11
6.59,1.262,-0.778,0.041,1.308,-0.272,0.518,0.338,-0.488,0.596,0.249,0.165,-0.601,-0.291,0.023,0.11
6.6,1.263,-0.877,0.102,1.295,-0.297,0.5,0.377,-0.436,0.589,0.29,0.284,-0.655,-0.301,0.02,0.107
6.61,1.264,-0.911,0.13,1.284,-0.27,0.454,0.404,-0.439,0.613,0.32,0.339,-0.666,-0.309,0.014,0.104
6.62,1.267,-0.853,0.11,1.275,-0.162,0.367,0.419,-0.524,0.688,0.339,0.302,-0.617,-0.315,0.009,0.1
6.63,1.258,-0.88,0.135,1.257,-0.148,0.334,0.436,-0.505,0.698,0.36,0.356,-0.625,-0.318,0.005,0.095
6.64,1.244,-0.905,0.16,1.235,-0.142,0.306,0.447,-0.476,0.7,0.378,0.411,-0.634,-0.32,0.001,0.09
6.65,1.232,-0.858,0.147,1.215,-0.073,0.245,0.449,-0.513,0.74,0.387,0.393,-0.596,-0.32,-0.004,0.084
6.66,1.214,-0.844,0.152,1.19,-0.044,0.209,0.451,-0.505,0.752,0.395,0.412,-0.581,-0.319,-0.007,0.078
6.67,1.191,-0.851,0.168,1.162,-0.042,0.188,0.45,-0.469,0.743,0.402,0.452,-0.581,-0.316,-0.01,0.072
6.68,1.168,-0.814,0.16,1.134,-0.002,0.148,0.445,-0.474,0.757,0.403,0.447,-0.552,-0.312,-0.014,0.066
6.69,1.142,-0.783,0.155,1.104,0.028,0.115,0.437,-0.467,0.762,0.403,0.448,-0.528,-0.307,-0.017,0.06
6.7,1.114,-0.774,0.161,1.072,0.031,0.098,0.429,-0.434,0.749,0.402,0.472,-0.518,-0.301,-0.019,0.054
6.71,1.085,-0.743,0.156,1.04,0.052,0.072,0.419,-0.421,0.745,0.398,0.472,-0.495,-0.294,-0.022,0.048
6.72,1.054,-0.707,0.147,1.008,0.075,0.046,0.407,-0.412,0.742,0.392,0.466,-0.468,-0.287,-0.024,0.043
6.73,1.022,-0.688,0.147,0.974,0.08,0.032,0.395,-0.385,0.726,0.386,0.475,-0.453,-0.279,-0.025,0.037
6.74,0.99,-0.661,0.142,0.94,0.089,0.015,0.382,-0.365,0.712,0.379,0.475,-0.433,-0.271,-0.027,0.032
6.75,0.957,-0.627,0.133,0.907,0.105,-0.004,0.369,-0.353,0.702,0.37,0.466,-0.408,-0.263,-0.028,0.028
6.76,0.924,-0.603,0.129,0.873,0.109,-0.015,0.355,-0.331,0.684,0.361,0.465,-0.39,-0.254,-0.029,0.024
6.77,0.891,-0.578,0.124,0.84,0.112,-0.026,0.342,-0.31,0.665,0.351,0.463,-0.372,-0.245,-0.03,0.02
6.78,0.858,-0.548,0.116,0.807,0.121,-0.039,0.328,-0.297,0.65,0.341,0.452,-0.349,-0.237,-0.031,0.016
6.79,0.826,-0.523,0.11,0.774,0.124,-0.048,0.315,-0.279,0.631,0.33,0.446,-0.331,-0.228,-0.031,0.013
6.8,0.793,-0.501,0.105,0.743,0.124,-0.054,0.302,-0.26,0.611,0.32,0.44,-0.314,-0.219,-0.032,0.01
6.81,0.762,-0.475,0.098,0.712,0.127,-0.063,0.289,-0.246,0.593,0.309,0.43,-0.295,-0.211,-0.032,0.007
6.82,0.73,-0.452,0.092,0.681,0.128,-0.069,0.276,-0.232,0.574,0.298,0.42,-0.278,-0.202,-0.032,0.005
6.83,0.7,-0.431,0.087,0.652,0.127,-0.073,0.264,-0.216,0.553,0.287,0.412,-0.263,-0.194,-0.032,0.002
6.84,0.67,-0.41,0.081,0.623,0.127,-0.078,0.252,-0.203,0.534,0.276,0.4,-0.247,-0.186,-0.032,0.001
6.85,0.642,-0.389,0.076,0.596,0.126,-0.082,0.241,-0.191,0.516,0.266,0.389,-0.231,-0.178,-0.032,-0.001
6.86,0.614,-0.37,0.071,0.569,0.124,-0.084,0.23,-0.178,0.496,0.255,0.379,-0.218,-0.17,-0.032,-0.003
6.87,0.587,-0.352,0.067,0.543,0.122,-0.086,0.219,-0.167,0.477,0.245,0.368,-0.204,-0.163,-0.031,-0.004
6.88,0.56,-0.334,0.062,0.518,0.12,-0.088,0.209,-0.157,0.459,0.235,0.356,-0.191,-0.155,-0.031,-0.005
6.89,0.535,-0.318,0.058,0.494,0.117,-0.089,0.199,-0.146,0.442,0.225,0.346,-0.179,-0.148,-0.03,-0.006
6.9,0.511,-0.302,0.054,0.471,0.114,-0.09,0.19,-0.136,0.424,0.216,0.335,-0.168,-0.142,-0.03,-0.007
6.91,0.487,-0.287,0.05,0.449,0.111,-0.091,0.181,-0.128,0.407,0.207,0.323,-0.156,-0.135,-0.029,-0.007
6.92,0.464,-0.273,0.046,0.428,0.108,-0.091,0.172,-0.12,0.391,0.198,0.313,-0.146,-0.129,-0.029,-0.008
6.93,0.443,-0.259,0.043,0.408,0.105,-0.091,0.164,-0.112,0.374,0.189,0.302,-0.137,-0.123,-0.028,-0.008
6.94,0.422,-0.246,0.04,0.388,0.101,-0.09,0.156,-0.105,0.359,0.181,0.291,-0.128,-0.117,-0.027,-0.009
6.95,0.402,-0.234,0.036,0.37,0.098,-0.09,0.149,-0.098,0.344,0.173,0.281,-0.119,-0.112,-0.027,-0.009
6.96,0.383,-0.223,0.034,0.352,0.095,-0.088,0.142,-0.091,0.329,0.166,0.27,-0.111,-0.107,-0.026,-0.009
6.97,0.365,-0.212,0.031,0.335,0.091,-0.087,0.135,-0.085,0.315,0.158,0.26,-0.103,-0.102,-0.025,-0.009
6.98,0.347,-0.201,0.029,0.319,0.088,-0.086,0.129,-0.08,0.302,0.151,0.25,-0.096,-0.097,-0.025,-0.009
6.99,0.33,-0.192,0.026,0.303,0.085,-0.085,0.122,-0.074,0.289,0.144,0.241,-0.089,-0.092,-0.024,-0.009
7,0.271,0.042,-0.023,0.255,0.257,-0.163,0.211,-0.202,0.255,0.234,0.039,0.02,-0.096,-0.011,-0.014
7.01,0.183,0.354,-0.047,0.186,0.477,-0.238,0.368,-0.344,0.149,0.395,-0.219,0.142,-0.101,0.011,-0.019
7.02,0.146,0.168,0.179,0.157,0.27,-0.047,0.427,-0.108,-0.121,0.454,-0.016,-0.042,-0.101,0.035,-0.02
7.03,0.112,0.2,0.251,0.127,0.295,0.012,0.444,-0.134,-0.199,0.47,-0.056,-0.089,-0.098,0.05,-0.02
7.04,0.081,0.381,0.218,0.097,0.471,-0.018,0.444,-0.321,-0.159,0.469,-0.253,-0.041,-0.094,0.062,-0.02
7.05,0.075,0.295,0.325,0.089,0.393,0.097,0.427,-0.248,-0.258,0.451,-0.174,-0.158,-0.091,0.077,-0.021
7.06,0.071,0.255,0.395,0.083,0.358,0.18,0.408,-0.218,-0.322,0.432,-0.139,-0.243,-0.088,0.088,-0.021
7.07,0.059,0.366,0.372,0.069,0.468,0.172,0.393,-0.336,-0.29,0.417,-0.258,-0.226,-0.085,0.096,-0.022
7.08,0.058,0.352,0.412,0.066,0.457,0.229,0.375,-0.33,-0.325,0.399,-0.249,-0.282,-0.082,0.105,-0.023
7.09,0.061,0.306,0.465,0.066,0.413,0.298,0.355,-0.289,-0.376,0.38,-0.204,-0.354,-0.079,0.113,-0.023
7.1,0.056,0.359,0.457,0.059,0.466,0.306,0.34,-0.348,-0.362,0.364,-0.262,-0.357,-0.076,0.117,-0.024
7.11,0.055,0.374,0.467,0.056,0.481,0.331,0.323,-0.367,-0.367,0.349,-0.279,-0.379,-0.074,0.123,-0.025
7.12,0.058,0.34,0.499,0.057,0.448,0.379,0.306,-0.336,-0.399,0.332,-0.246,-0.428,-0.071,0.127,-0.026
7.13,0.056,0.359,0.499,0.054,0.465,0.394,0.291,-0.357,-0.396,0.317,-0.267,-0.44,-0.068,0.13,-0.027
7.14,0.055,0.377,0.496,0.051,0.482,0.405,0.276,-0.378,-0.39,0.303,-0.287,-0.447,-0.066,0.132,-0.028
7.15,0.056,0.359,0.51,0.051,0.463,0.433,0.261,-0.36,-0.405,0.289,-0.269,-0.475,-0.063,0.134,-0.029
7.16,0.056,0.36,0.511,0.049,0.462,0.447,0.247,-0.361,-0.406,0.275,-0.27,-0.488,-0.061,0.136,-0.03
7.17,0.055,0.372,0.504,0.047,0.472,0.452,0.234,-0.374,-0.397,0.262,-0.284,-0.489,-0.058,0.136,-0.031
7.18,0.056,0.364,0.506,0.047,0.461,0.466,0.22,-0.366,-0.401,0.25,-0.276,-0.502,-0.056,0.137,-0.032
7.19,0.056,0.358,0.504,0.046,0.453,0.477,0.207,-0.359,-0.401,0.237,-0.27,-0.511,-0.053,0.136,-0.032
7.2,0.055,0.364,0.496,0.044,0.455,0.479,0.195,-0.363,-0.393,0.225,-0.276,-0.511,-0.051,0.136,-0.033
7.21,0.054,0.361,0.49,0.043,0.449,0.484,0.183,-0.359,-0.39,0.214,-0.273,-0.514,-0.048,0.135,-0.034
7.22,0.054,0.354,0.486,0.042,0.439,0.489,0.171,-0.35,-0.388,0.203,-0.266,-0.517,-0.046,0.134,-0.034
7.23,0.053,0.354,0.477,0.041,0.435,0.489,0.16,-0.349,-0.381,0.192,-0.266,-0.515,-0.044,0.132,-0.035
7.24,0.052,0.351,0.468,0.04,0.429,0.489,0.15,-0.345,-0.374,0.182,-0.264,-0.512,-0.042,0.131,-0.035
7.25,0.052,0.345,0.46,0.039,0.419,0.49,0.139,-0.336,-0.37,0.172,-0.258,-0.511,-0.04,0.129,-0.036
7.26,0.051,0.342,0.45,0.038,0.413,0.488,0.13,-0.331,-0.363,0.162,-0.255,-0.507,-0.038,0.127,-0.036
7.27,0.05,0.339,0.44,0.037,0.406,0.484,0.12,-0.326,-0.356,0.153,-0.253,-0.502,-0.036,0.125,-0.036
7.28,0.049,0.333,0.431,0.036,0.397,0.481,0.111,-0.319,-0.35,0.144,-0.248,-0.497,-0.034,0.123,-0.037
7.29,0.048,0.328,0.421,0.034,0.388,0.477,0.103,-0.312,-0.343,0.135,-0.243,-0.491,-0.032,0.121,-0.037
7.3,0.047,0.324,0.41,0.033,0.38,0.472,0.095,-0.306,-0.335,0.127,-0.24,-0.484,-0.03,0.118,-0.037
7.31,0.045,0.319,0.4,0.032,0.372,0.467,0.087,-0.299,-0.328,0.119,-0.235,-0.476,-0.028,0.116,-0.037
7.32,0.044,0.313,0.389,0.031,0.363,0.461,0.08,-0.291,-0.321,0.112,-0.231,-0.469,-0.026,0.113,-0.037
7.33,0.043,0.308,0.379,0.03,0.354,0.454,0.073,-0.285,-0.314,0.105,-0.227,-0.46,-0.025,0.111,-0.036
7.34,0.042,0.303,0.368,0.029,0.346,0.448,0.066,-0.278,-0.306,0.098,-0.222,-0.452,-0.023,0.108,-0.036
7.35,0.04,0.297,0.358,0.027,0.337,0.441,0.06,-0.27,-0.299,0.092,-0.218,-0.443,-0.022,0.106,-0.036
7.36,0.039,0.292,0.348,0.026,0.328,0.433,0.054,-0.263,-0.292,0.085,-0.213,-0.434,-0.02,0.103,-0.036
7.37,0.037,0.286,0.338,0.025,0.319,0.426,0.049,-0.256,-0.285,0.079,-0.209,-0.425,-0.019,0.1,-0.035
7.38,0.036,0.28,0.328,0.024,0.311,0.418,0.043,-0.249,-0.278,0.074,-0.205,-0.415,-0.018,0.098,-0.035
7.39,0.035,0.275,0.318,0.023,0.302,0.41,0.038,-0.243,-0.27,0.068,-0.2,-0.406,-0.016,0.095,-0.035
7.4,0.033,0.269,0.308,0.022,0.294,0.402,0.034,-0.236,-0.264,0.063,-0.196,-0.396,-0.015,0.093,-0.034
7.41,0.032,0.263,0.299,0.02,0.285,0.393,0.029,-0.229,-0.257,0.058,-0.192,-0.387,-0.014,0.09,-0.034
7.42,0.031,0.258,0.289,0.019,0.277,0.385,0.025,-0.222,-0.25,0.054,-0.187,-0.377,-0.013,0.088,-0.033
7.43,0.029,0.252,0.28,0.018,0.269,0.377,0.021,-0.216,-0.243,0.049,-0.183,-0.367,-0.012,0.085,-0.033
7.44,0.028,0.246,0.271,0.017,0.261,0.368,0.018,-0.209,-0.237,0.045,-0.179,-0.357,-0.011,0.083,-0.032
7.45,0.026,0.24,0.263,0.016,0.253,0.36,0.015,-0.203,-0.23,0.041,-0.175,-0.348,-0.01,0.08,-0.032
7.46,0.025,0.235,0.254,0.015,0.245,0.351,0.011,-0.197,-0.224,0.037,-0.171,-0.339,-0.009,0.078,-0.031
7.47,0.024,0.229,0.246,0.014,0.238,0.343,0.008,-0.191,-0.218,0.034,-0.167,-0.329,-0.008,0.076,-0.03
7.48,0.022,0.224,0.238,0.013,0.23,0.335,0.006,-0.185,-0.212,0.031,-0.164,-0.32,-0.007,0.074,-0.03
7.49,0.021,0.218,0.23,0.012,0.223,0.326,0.003,-0.179,-0.206,0.027,-0.16,-0.311,-0.007,0.071,-0.029
7.5,0.064,0.011,0.227,0.046,0.035,0.378,-0.113,-0.011,-0.221,-0.087,0.04,-0.422,0.001,0.057,-0.024
7.51,0.133,-0.281,0.188,0.099,-0.217,0.425,-0.313,0.194,-0.185,-0.287,0.307,-0.558,0.011,0.035,-0.015
7.52,0.132,-0.176,0.018,0.097,-0.072,0.259,-0.397,-0.033,0.092,-0.377,0.13,-0.365,0.017,0.011,-0.003
7.53,0.14,-0.201,-0.054,0.105,-0.08,0.168,-0.41,-0.053,0.198,-0.394,0.129,-0.274,0.014,-0.006,0.003
7.54,0.162,-0.356,-0.045,0.127,-0.233,0.158,-0.393,0.114,0.161,-0.38,0.297,-0.294,0.009,-0.018,0.007
7.55,0.162,-0.339,-0.108,0.129,-0.211,0.068,-0.369,0.08,0.247,-0.361,0.265,-0.188,0.007,-0.033,0.012
7.56,0.16,-0.307,-0.17,0.13,-0.178,-0.02,-0.344,0.035,0.331,-0.339,0.219,-0.082,0.004,-0.045,0.017
7.57,0.171,-0.374,-0.177,0.14,-0.249,-0.045,-0.318,0.115,0.324,-0.315,0.293,-0.063,0,-0.054,0.019
7.58,0.175,-0.392,-0.202,0.145,-0.27,-0.088,-0.294,0.139,0.348,-0.293,0.31,-0.015,-0.002,-0.064,0.022
7.59,0.172,-0.366,-0.243,0.144,-0.247,-0.148,-0.272,0.11,0.4,-0.274,0.276,0.06,-0.004,-0.072,0.025
7.6,0.175,-0.386,-0.257,0.148,-0.271,-0.177,-0.251,0.139,0.408,-0.254,0.298,0.092,-0.006,-0.078,0.027
7.61,0.176,-0.405,-0.268,0.15,-0.295,-0.2,-0.231,0.168,0.412,-0.236,0.319,0.118,-0.007,-0.084,0.028
7.62,0.173,-0.39,-0.29,0.148,-0.285,-0.236,-0.214,0.158,0.437,-0.22,0.303,0.164,-0.008,-0.089,0.03
7.63,0.17,-0.39,-0.303,0.146,-0.289,-0.261,-0.197,0.165,0.446,-0.205,0.303,0.194,-0.009,-0.093,0.031
7.64,0.169,-0.399,-0.307,0.145,-0.303,-0.276,-0.181,0.185,0.443,-0.19,0.315,0.212,-0.009,-0.096,0.031
7.65,0.164,-0.392,-0.317,0.142,-0.3,-0.297,-0.167,0.186,0.45,-0.177,0.309,0.237,-0.009,-0.098,0.031
7.66,0.159,-0.384,-0.325,0.138,-0.296,-0.314,-0.154,0.186,0.454,-0.165,0.302,0.26,-0.009,-0.101,0.032
7.67,0.155,-0.384,-0.327,0.135,-0.301,-0.324,-0.142,0.196,0.449,-0.154,0.306,0.273,-0.009,-0.102,0.031
7.68,0.15,-0.379,-0.33,0.131,-0.301,-0.335,-0.131,0.2,0.447,-0.143,0.303,0.287,-0.009,-0.103,0.031
7.69,0.144,-0.369,-0.333,0.126,-0.295,-0.346,-0.12,0.199,0.445,-0.133,0.295,0.301,-0.008,-0.104,0.031
7.7,0.138,-0.364,-0.333,0.121,-0.295,-0.351,-0.111,0.203,0.438,-0.125,0.293,0.309,-0.008,-0.104,0.03
7.71,0.132,-0.358,-0.331,0.116,-0.293,-0.356,-0.102,0.206,0.431,-0.116,0.29,0.316,-0.007,-0.104,0.03
7.72,0.125,-0.349,-0.331,0.11,-0.287,-0.361,-0.094,0.205,0.424,-0.109,0.284,0.324,-0.006,-0.104,0.029
7.73,0.118,-0.341,-0.329,0.105,-0.284,-0.364,-0.086,0.206,0.416,-0.101,0.279,0.329,-0.006,-0.103,0.028
7.74,0.112,-0.334,-0.325,0.1,-0.28,-0.365,-0.08,0.207,0.407,-0.095,0.275,0.331,-0.005,-0.102,0.028
7.75,0.105,-0.325,-0.322,0.094,-0.275,-0.365,-0.073,0.206,0.398,-0.089,0.268,0.334,-0.004,-0.101,0.027
7.76,0.098,-0.316,-0.318,0.088,-0.27,-0.365,-0.067,0.205,0.388,-0.083,0.262,0.336,-0.003,-0.1,0.026
7.77,0.092,-0.308,-0.313,0.083,-0.266,-0.364,-0.062,0.205,0.378,-0.078,0.257,0.336,-0.003,-0.099,0.025
7.78,0.086,-0.3,-0.309,0.078,-0.261,-0.362,-0.057,0.203,0.368,-0.073,0.251,0.335,-0.002,-0.097,0.024
7.79,0.079,-0.291,-0.304,0.072,-0.255,-0.359,-0.053,0.201,0.358,-0.069,0.245,0.334,-0.001,-0.096,0.024
7.8,0.073,-0.283,-0.299,0.067,-0.25,-0.356,-0.048,0.2,0.348,-0.065,0.239,0.332,0,-0.094,0.023
7.81,0.067,-0.275,-0.293,0.062,-0.245,-0.352,-0.045,0.198,0.337,-0.061,0.233,0.329,0.001,-0.093,0.022
7.82,0.062,-0.266,-0.287,0.058,-0.239,-0.348,-0.041,0.195,0.327,-0.057,0.227,0.326,0.001,-0.091,0.021
7.83,0.056,-0.259,-0.282,0.053,-0.234,-0.343,-0.038,0.193,0.317,-0.054,0.221,0.323,0.002,-0.089,0.02
7.84,0.051,-0.251,-0.276,0.049,-0.229,-0.338,-0.035,0.191,0.307,-0.051,0.216,0.319,0.003,-0.087,0.02
7.85,0.046,-0.243,-0.27,0.044,-0.223,-0.333,-0.032,0.188,0.297,-0.048,0.209,0.315,0.003,-0.085,0.019
7.86,0.041,-0.236,-0.264,0.04,-0.218,-0.327,-0.029,0.185,0.287,-0.045,0.204,0.31,0.004,-0.083,0.018
7.87,0.037,-0.228,-0.258,0.036,-0.213,-0.322,-0.027,0.182,0.278,-0.043,0.198,0.305,0.004,-0.082,0.017
7.88,0.032,-0.221,-0.252,0.033,-0.208,-0.316,-0.025,0.179,0.269,-0.04,0.193,0.3,0.005,-0.08,0.017
7.89,0.028,-0.214,-0.246,0.029,-0.202,-0.31,-0.023,0.176,0.26,-0.038,0.187,0.295,0.005,-0.078,0.016
7.9,0.024,-0.207,-0.24,0.026,-0.198,-0.304,-0.021,0.173,0.251,-0.036,0.182,0.29,0.006,-0.076,0.015
7.91,0.02,-0.201,-0.234,0.023,-0.193,-0.298,-0.019,0.169,0.242,-0.034,0.176,0.285,0.006,-0.074,0.015
7.92,0.017,-0.194,-0.228,0.02,-0.188,-0.291,-0.018,0.166,0.234,-0.032,0.171,0.279,0.006,-0.072,0.014
7.93,0.014,-0.188,-0.223,0.017,-0.183,-0.285,-0.016,0.163,0.226,-0.031,0.166,0.274,0.007,-0.07,0.013
7.94,0.011,-0.182,-0.217,0.014,-0.178,-0.279,-0.015,0.16,0.218,-0.029,0.161,0.268,0.007,-0.069,0.013
7.95,0.008,-0.176,-0.211,0.012,-0.173,-0.273,-0.014,0.156,0.21,-0.028,0.157,0.262,0.007,-0.067,0.012
7.96,0.005,-0.171,-0.206,0.01,-0.169,-0.266,-0.013,0.153,0.203,-0.026,0.152,0.257,0.007,-0.065,0.012
7.97,0.003,-0.165,-0.2,0.007,-0.165,-0.26,-0.012,0.15,0.196,-0.025,0.147,0.251,0.008,-0.063,0.011
7.98,0.001,-0.16,-0.195,0.006,-0.16,-0.254,-0.011,0.147,0.189,-0.024,0.143,0.246,0.008,-0.062,0.011
7.99,-0.002,-0.155,-0.19,0.004,-0.156,-0.248,-0.01,0.143,0.183,-0.023,0.138,0.24,0.008,-0.06,0.01
8,0.088,0.214,-0.663,0.053,0.087,-0.379,-0.065,0.082,0.26,-0.078,-0.017,0.317,0.017,-0.08,-0.015
8.01,0.178,0.662,-0.933,0.142,0.356,-0.529,-0.147,0.12,0.297,-0.16,-0.155,0.386,0.026,-0.093,-0.036
8.02,0.279,0.411,-0.883,0.216,0.036,-0.355,-0.217,0.537,0.1,-0.231,0.214,0.168,0.03,-0.096,-0.042
8.03,0.304,0.477,-0.981,0.233,0.059,-0.387,-0.255,0.521,0.163,-0.271,0.159,0.225,0.036,-0.107,-0.04
8.04,0.289,0.612,-1.089,0.218,0.173,-0.482,-0.267,0.368,0.293,-0.286,-0.015,0.365,0.042,-0.115,-0.036
8.05,0.29,0.423,-1,0.218,-0.009,-0.409,-0.279,0.517,0.229,-0.301,0.14,0.301,0.045,-0.116,-0.032
8.06,0.271,0.345,-0.965,0.203,-0.081,-0.4,-0.278,0.55,0.227,-0.303,0.178,0.31,0.049,-0.121,-0.028
8.07,0.235,0.416,-1.009,0.174,-0.009,-0.472,-0.269,0.435,0.308,-0.295,0.059,0.414,0.052,-0.125,-0.024
8.08,0.215,0.332,-0.962,0.158,-0.083,-0.456,-0.264,0.476,0.291,-0.292,0.108,0.41,0.055,-0.126,-0.02
8.09,0.195,0.242,-0.91,0.142,-0.162,-0.434,-0.258,0.524,0.268,-0.288,0.165,0.398,0.058,-0.127,-0.017
8.1,0.166,0.266,-0.92,0.119,-0.133,-0.47,-0.249,0.462,0.308,-0.28,0.104,0.455,0.061,-0.129,-0.014
8.11,0.143,0.236,-0.898,0.101,-0.155,-0.474,-0.241,0.456,0.312,-0.273,0.103,0.472,0.063,-0.13,-0.012
8.12,0.125,0.166,-0.853,0.087,-0.214,-0.454,-0.236,0.49,0.291,-0.268,0.146,0.459,0.065,-0.129,-0.01
8.13,0.103,0.162,-0.843,0.07,-0.212,-0.465,-0.228,0.463,0.305,-0.261,0.123,0.484,0.066,-0.13,-0.008
8.14,0.083,0.153,-0.83,0.054,-0.215,-0.472,-0.222,0.443,0.314,-0.254,0.108,0.502,0.068,-0.129,-0.007
8.15,0.067,0.108,-0.796,0.042,-0.251,-0.457,-0.216,0.459,0.3,-0.249,0.132,0.493,0.069,-0.128,-0.006
8.16,0.05,0.091,-0.777,0.029,-0.261,-0.455,-0.211,0.45,0.301,-0.243,0.127,0.5,0.071,-0.128,-0.005
8.17,0.034,0.087,-0.765,0.017,-0.259,-0.458,-0.205,0.43,0.306,-0.237,0.113,0.512,0.072,-0.127,-0.004
8.18,0.02,0.06,-0.74,0.007,-0.278,-0.448,-0.2,0.433,0.299,-0.232,0.122,0.507,0.073,-0.125,-0.003
8.19,0.007,0.042,-0.719,-0.003,-0.289,-0.44,-0.195,0.43,0.294,-0.226,0.125,0.505,0.073,-0.124,-0.003
8.2,-0.006,0.038,-0.706,-0.013,-0.288,-0.438,-0.19,0.415,0.296,-0.22,0.114,0.51,0.074,-0.122,-0.002
8.21,-0.017,0.023,-0.687,-0.021,-0.296,-0.43,-0.186,0.41,0.291,-0.215,0.116,0.506,0.074,-0.121,-0.002
8.22,-0.027,0.007,-0.667,-0.028,-0.305,-0.421,-0.181,0.407,0.285,-0.21,0.12,0.5,0.074,-0.119,-0.002
8.23,-0.036,0.002,-0.652,-0.036,-0.304,-0.415,-0.177,0.396,0.284,-0.205,0.114,0.499,0.074,-0.117,-0.002
8.24,-0.045,-0.006,-0.636,-0.042,-0.307,-0.408,-0.173,0.389,0.28,-0.2,0.112,0.495,0.074,-0.115,-0.002
8.25,-0.052,-0.018,-0.618,-0.047,-0.311,-0.398,-0.169,0.384,0.275,-0.196,0.114,0.488,0.074,-0.113,-0.002
