Time (s),Joint Vel 1,Joint Vel 2,Joint Vel 3,Body Vel X,Body Vel Y,Body Vel Z
1.700, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
1.720, 0.916, -0.000, 0.000, -0.215, 0.092, -0.000
1.740, 1.039, 0.000, -0.000, -0.288, 0.113, -0.000
1.760, 1.047, -0.000, 0.000, -0.295, 0.108, -0.000
1.780, 1.047, -0.000, 0.000, -0.297, 0.102, -0.000
1.800, 1.047, -0.000, 0.000, -0.299, 0.096, -0.000
1.820, 1.047, -0.000, 0.000, -0.301, 0.090, -0.000
1.840, 1.047, 0.000, -0.000, -0.303, 0.083, -0.000
1.860, 1.047, -0.000, 0.000, -0.305, 0.077, -0.000
1.880, 1.047, -0.000, 0.000, -0.306, 0.071, -0.000
1.900, 1.047, -0.000, 0.000, -0.308, 0.064, -0.000
1.920, 1.047, 0.000, -0.000, -0.309, 0.058, -0.000
1.940, 1.047, -0.000, 0.000, -0.310, 0.051, -0.000
1.960, 1.047, -0.000, 0.000, -0.311, 0.045, -0.000
1.980, 1.047, 0.000, -0.000, -0.312, 0.038, -0.000
2.000, 1.047, 0.000, -0.000, -0.313, 0.032, -0.000
2.020, 1.047, -0.000, 0.000, -0.313, 0.025, -0.000
2.040, 1.047, -0.000, 0.000, -0.314, 0.019, -0.000
2.060, 0.947, -0.000, 0.000, -0.290, 0.011, -0.000
2.080, 0.602, 0.000, -0.000, -0.194, 0.004, -0.000
2.100, 0.345, 0.000, -0.000, -0.113, 0.001, -0.000
2.120, 0.193, 0.000, -0.000, -0.063, 0.001, -0.000
2.140, 0.107, -0.000, 0.000, -0.035, 0.000, -0.000
2.160, 0.059, 0.000, -0.000, -0.019, 0.000, -0.000
2.180, 0.032, -0.000, 0.000, -0.011, 0.000, -0.000
2.200, 0.018, -0.000, 0.000, -0.006, 0.000, -0.000
2.220, 0.010, -0.000, 0.000, -0.003, 0.000, -0.000
2.240, 0.005, -0.000, 0.000, -0.002, 0.000, -0.000
2.260, 0.003, -0.000, 0.000, -0.001, 0.000, -0.000
2.280, 0.002, 0.000, -0.000, -0.000, 0.000, -0.000
2.300, 0.001, -0.000, 0.000, -0.000, 0.000, -0.000
2.320, 0.001, 0.000, -0.000, -0.000, 0.000, -0.000
2.340, 0.000, -0.000, 0.000, -0.000, 0.000, -0.000
2.360, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
2.380, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
2.400, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
2.420, -0.916, -0.000, 0.000, 0.230, -0.002, -0.000
2.440, -1.039, -0.000, 0.000, 0.309, -0.008, -0.000
2.460, -1.047, 0.000, -0.000, 0.314, -0.015, -0.000
2.480, -1.047, 0.000, -0.000, 0.313, -0.022, -0.000
2.500, -1.047, 0.000, -0.000, 0.313, -0.028, -0.000
2.520, -1.047, 0.000, -0.000, 0.312, -0.035, -0.000
2.540, -1.047, 0.000, -0.000, 0.311, -0.041, -0.000
2.560, -1.047, -0.000, 0.000, 0.311, -0.048, -0.000
2.580, -1.047, -0.000, 0.000, 0.309, -0.054, -0.000
2.600, -1.047, -0.000, 0.000, 0.308, -0.061, -0.000
2.620, -1.047, -0.000, 0.000, 0.307, -0.067, -0.000
2.640, -1.047, -0.000, 0.000, 0.305, -0.074, -0.000
2.660, -1.047, 0.000, -0.000, 0.304, -0.080, -0.000
2.680, -1.047, -0.000, 0.000, 0.302, -0.086, -0.000
2.700, -1.047, -0.000, 0.000, 0.300, -0.093, -0.000
2.720, -1.047, 0.000, -0.000, 0.298, -0.099, -0.000
2.740, -1.047, -0.000, 0.000, 0.296, -0.105, -0.000
2.760, -0.947, -0.000, 0.000, 0.272, -0.103, -0.000
2.780, -0.602, -0.000, 0.000, 0.180, -0.071, -0.000
2.800, -0.345, -0.000, 0.000, 0.104, -0.042, -0.000
2.820, -0.193, -0.000, 0.000, 0.058, -0.024, -0.000
2.840, -0.107, 0.000, -0.000, 0.032, -0.013, -0.000
2.860, -0.059, -0.000, 0.000, 0.018, -0.007, -0.000
2.880, -0.032, -0.000, 0.000, 0.010, -0.004, -0.000
2.900, -0.018, -0.000, 0.000, 0.005, -0.002, -0.000
2.920, -0.010, -0.000, 0.000, 0.003, -0.001, -0.000
2.940, -0.005, 0.000, -0.000, 0.002, -0.001, -0.000
2.960, -0.003, -0.000, 0.000, 0.001, -0.000, -0.000
2.980, -0.001, -0.000, 0.000, 0.000, -0.000, -0.000
3.000, -0.001, 0.000, -0.000, 0.000, -0.000, -0.000
3.020, -0.001, -0.000, 0.000, 0.000, 0.000, -0.000
3.040, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000
3.060, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
3.080, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
3.100, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
3.120, 0.916, -0.000, 0.000, -0.215, 0.092, -0.000
3.140, 1.039, 0.000, -0.000, -0.288, 0.113, -0.000
3.160, 1.047, -0.000, 0.000, -0.295, 0.108, -0.000
3.180, 1.047, 0.000, -0.000, -0.297, 0.102, -0.000
3.200, 1.047, 0.000, -0.000, -0.299, 0.096, -0.000
3.220, 1.047, -0.000, 0.000, -0.301, 0.090, -0.000
3.240, 1.047, -0.000, 0.000, -0.303, 0.083, -0.000
3.260, 1.047, -0.000, 0.000, -0.305, 0.077, -0.000
3.280, 1.047, -0.000, 0.000, -0.306, 0.071, -0.000
3.300, 1.047, 0.000, -0.000, -0.308, 0.064, -0.000
3.320, 1.047, -0.000, 0.000, -0.309, 0.058, -0.000
3.340, 1.047, -0.000, 0.000, -0.310, 0.051, -0.000
3.360, 1.047, -0.000, 0.000, -0.311, 0.045, -0.000
3.380, 1.047, -0.000, 0.000, -0.312, 0.038, -0.000
3.400, 1.047, -0.000, 0.000, -0.313, 0.032, -0.000
3.420, 1.047, 0.000, -0.000, -0.313, 0.025, -0.000
3.440, 1.047, 0.000, -0.000, -0.314, 0.019, -0.000
3.460, 1.047, -0.000, 0.000, -0.314, 0.012, -0.000
3.480, 1.047, 0.000, -0.000, -0.314, 0.005, -0.000
3.500, 1.047, -0.000, 0.000, -0.314, -0.001, -0.000
3.520, 1.047, 0.000, -0.000, -0.314, -0.008, -0.000
3.540, 1.047, -0.000, 0.000, -0.314, -0.014, -0.000
3.560, 1.047, -0.000, 0.000, -0.313, -0.021, -0.000
3.580, 1.047, -0.000, 0.000, -0.313, -0.027, -0.000
3.600, 1.047, 0.000, -0.000, -0.312, -0.034, -0.000
3.620, 1.047, 0.000, -0.000, -0.311, -0.041, -0.000
3.640, 1.047, 0.000, -0.000, -0.311, -0.047, -0.000
3.660, 1.047, -0.000, 0.000, -0.310, -0.054, -0.000
3.680, 1.047, -0.000, 0.000, -0.308, -0.060, -0.000
3.700, 1.047, 0.000, -0.000, -0.307, -0.066, -0.000
3.720, 1.047, -0.000, 0.000, -0.306, -0.073, -0.000
3.740, 1.047, -0.000, 0.000, -0.304, -0.079, -0.000
3.760, 1.047, 0.000, -0.000, -0.302, -0.086, -0.000
3.780, 1.047, 0.000, -0.000, -0.300, -0.092, -0.000
3.800, 1.047, 0.000, -0.000, -0.298, -0.098, -0.000
3.820, -0.785, -0.000, 0.000, 0.061, 0.053, -0.000
3.840, -1.031, 0.000, -0.000, 0.288, 0.092, -0.000
3.860, -1.046, -0.000, 0.000, 0.301, 0.088, -0.000
3.880, -1.047, -0.000, 0.000, 0.303, 0.082, -0.000
3.900, -1.047, -0.000, 0.000, 0.305, 0.076, -0.000
