Time (s),o1,o2,fwd_force,filtered_force_1,filtered_force_2,filtered_force_3,filtered_force_4,error_force,gamma_1,gamma_2,gamma_3,gamma_4
23.740, 0.860, 0.134, 1.000, 0.220, 1.000, 1.000, 0.000, 0.780, 0.020, 0.010, 0.020, 0.011
23.760, 0.846, -0.053, 0.000, 0.092, 1.000, 1.000, 0.000, 0.092, 0.020, 0.010, 0.020, 0.010
23.780, 0.824, -0.302, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.019, 0.010, 0.020, 0.010
23.800, 0.752, -0.524, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.020, 0.010
23.820, 0.666, -0.688, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.020, 0.010
23.840, 0.568, -0.780, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.020, 0.010
23.860, 0.477, -0.830, 0.000, 1.000, 0.000, 1.000, 0.109, 1.000, 0.020, 0.011, 0.020, 0.010
23.880, 0.357, -0.842, 0.000, 1.000, 0.000, 1.000, 0.178, 1.000, 0.020, 0.011, 0.020, 0.010
23.900, 0.142, -0.820, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.020, 0.011
23.920, -0.111, -0.805, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.011
23.940, -0.401, -0.784, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.011
23.960, -0.669, -0.744, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.011
23.980, -0.822, -0.682, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.010
24.000, -0.878, -0.591, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
24.020, -0.889, -0.467, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
24.040, -0.885, -0.325, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
24.060, -0.875, -0.157, 0.000, 1.000, 0.492, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
24.080, -0.862, 0.048, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
24.100, -0.843, 0.293, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
24.120, -0.815, 0.542, 1.000, 1.000, 1.000, 0.131, 1.000, 0.000, 0.020, 0.012, 0.021, 0.010
24.140, -0.778, 0.725, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.012, 0.021, 0.010
24.160, -0.742, 0.809, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.012, 0.021, 0.010
24.180, -0.713, 0.838, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
24.200, -0.692, 0.846, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
24.220, -0.670, 0.852, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
24.240, -0.685, 0.830, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.020, 0.010
24.260, -0.693, 0.826, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.020, 0.010
24.280, -0.702, 0.823, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.020, 0.010
24.300, -0.656, 0.862, 1.000, 1.000, 0.013, 1.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
24.320, -0.590, 0.883, 1.000, 0.000, 0.432, 1.000, 0.336, 1.000, 0.020, 0.011, 0.021, 0.010
24.340, -0.582, 0.860, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.019, 0.011, 0.021, 0.010
24.360, -0.573, 0.854, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.019, 0.011, 0.021, 0.011
24.380, -0.552, 0.858, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.019, 0.010, 0.021, 0.011
24.400, -0.491, 0.874, 1.000, 0.523, 1.000, 1.000, 0.000, 0.477, 0.019, 0.011, 0.021, 0.011
24.420, -0.416, 0.877, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.021, 0.011
24.440, -0.324, 0.873, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.022, 0.011
24.460, -0.206, 0.865, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.022, 0.010
24.480, -0.047, 0.853, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.022, 0.010
24.500, 0.172, 0.836, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.022, 0.011
24.520, 0.442, 0.808, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.022, 0.010
24.540, 0.688, 0.765, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.021, 0.010
24.560, 0.827, 0.706, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.021, 0.010
24.580, 0.875, 0.639, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.021, 0.010
24.600, 0.886, 0.571, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.020, 0.010
24.620, 0.886, 0.502, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.020, 0.011
24.640, 0.881, 0.425, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.020, 0.011
24.660, 0.875, 0.336, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.020, 0.011
24.680, 0.866, 0.221, 1.000, 0.042, 1.000, 1.000, 0.938, 0.958, 0.021, 0.010, 0.020, 0.011
24.700, 0.855, 0.066, 1.000, 0.065, 1.000, 1.000, 0.000, 0.935, 0.021, 0.010, 0.020, 0.011
24.720, 0.838, -0.145, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.020, 0.010, 0.020, 0.011
24.740, 0.812, -0.412, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.020, 0.010, 0.020, 0.010
24.760, 0.770, -0.666, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.020, 0.010, 0.020, 0.010
24.780, 0.644, -0.751, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.020, 0.010
24.800, 0.505, -0.791, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.020, 0.010
24.820, 0.360, -0.813, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
24.840, 0.188, -0.820, 0.000, 1.000, 0.000, 1.000, 0.111, 1.000, 0.021, 0.011, 0.020, 0.010
24.860, -0.028, -0.815, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
24.880, -0.365, -0.773, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.020, 0.011
24.900, -0.640, -0.741, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.010, 0.020, 0.011
24.920, -0.807, -0.686, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.011
24.940, -0.869, -0.617, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.010
24.960, -0.887, -0.519, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
24.980, -0.886, -0.400, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
25.000, -0.879, -0.255, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
25.020, -0.869, -0.076, 0.000, 1.000, 0.817, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
25.040, -0.855, 0.147, 1.000, 1.000, 0.684, 0.000, 1.000, 0.000, 0.021, 0.011, 0.021, 0.010
25.060, -0.833, 0.400, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.012, 0.021, 0.010
25.080, -0.804, 0.624, 1.000, 1.000, 0.406, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
25.100, -0.766, 0.765, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.012, 0.021, 0.010
25.120, -0.730, 0.826, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.012, 0.021, 0.010
25.140, -0.703, 0.843, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
25.160, -0.681, 0.850, 1.000, 1.000, 0.076, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
25.180, -0.671, 0.846, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
25.200, -0.684, 0.831, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
25.220, -0.692, 0.827, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
25.240, -0.694, 0.829, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.020, 0.010
25.260, -0.664, 0.853, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
25.280, -0.615, 0.873, 1.000, 1.000, 0.270, 1.000, 0.000, 0.000, 0.019, 0.011, 0.021, 0.010
25.300, -0.579, 0.871, 1.000, 1.000, 0.115, 1.000, 0.000, 0.000, 0.019, 0.011, 0.021, 0.011
25.320, -0.548, 0.867, 1.000, 1.000, 0.070, 1.000, 0.000, 0.000, 0.019, 0.011, 0.021, 0.011
25.340, -0.555, 0.848, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
25.360, -0.565, 0.841, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.019, 0.011, 0.022, 0.010
25.380, -0.505, 0.871, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.022, 0.010
25.400, -0.432, 0.876, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.022, 0.010
25.420, -0.345, 0.874, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.022, 0.010
25.440, -0.234, 0.867, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.022, 0.010
25.460, -0.085, 0.856, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.022, 0.010
25.480, 0.120, 0.840, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.022, 0.010
25.500, 0.383, 0.815, 1.000, 0.000, 1.000, 1.000, 0.089, 1.000, 0.021, 0.010, 0.022, 0.010
25.520, 0.643, 0.776, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.021, 0.010
25.540, 0.807, 0.719, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.021, 0.010
25.560, 0.869, 0.653, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.010
25.580, 0.885, 0.586, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.011
25.600, 0.886, 0.517, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.020, 0.011
25.620, 0.882, 0.443, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.020, 0.011
25.640, 0.876, 0.356, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.020, 0.011
25.660, 0.868, 0.248, 1.000, 0.153, 1.000, 1.000, 0.000, 0.847, 0.021, 0.010, 0.020, 0.011
25.680, 0.858, 0.103, 1.000, 0.056, 1.000, 1.000, 0.000, 0.944, 0.021, 0.010, 0.020, 0.010
25.700, 0.842, -0.096, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.020, 0.010, 0.020, 0.010
25.720, 0.819, -0.354, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.020, 0.010, 0.020, 0.010
25.740, 0.742, -0.567, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.020, 0.010
25.760, 0.656, -0.718, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
25.780, 0.550, -0.793, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
25.800, 0.451, -0.833, 0.000, 1.000, 0.000, 1.000, 0.097, 1.000, 0.021, 0.011, 0.020, 0.010
25.820, 0.330, -0.844, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
25.840, 0.135, -0.828, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.020, 0.010
25.860, -0.112, -0.812, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.011
25.880, -0.400, -0.789, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.010
25.900, -0.670, -0.746, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.010
25.920, -0.822, -0.685, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.010
25.940, -0.879, -0.588, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
25.960, -0.888, -0.475, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
25.980, -0.885, -0.336, 0.000, 1.000, 0.562, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
26.000, -0.876, -0.168, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
26.020, -0.863, 0.036, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.021, 0.010
26.040, -0.845, 0.279, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.021, 0.010
26.060, -0.818, 0.528, 1.000, 1.000, 0.896, 0.000, 1.000, 0.000, 0.020, 0.012, 0.021, 0.010
26.080, -0.782, 0.714, 1.000, 1.000, 1.000, 0.014, 1.000, 0.000, 0.020, 0.012, 0.022, 0.010
26.100, -0.744, 0.806, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.012, 0.022, 0.010
26.120, -0.714, 0.838, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.010
26.140, -0.687, 0.851, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.012, 0.022, 0.010
26.160, -0.665, 0.854, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.012, 0.021, 0.010
26.180, -0.688, 0.825, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
26.200, -0.690, 0.830, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
26.220, -0.702, 0.822, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.020, 0.009
26.240, -0.659, 0.859, 1.000, 1.000, 0.156, 1.000, 0.000, 0.000, 0.020, 0.011, 0.021, 0.010
26.260, -0.604, 0.877, 1.000, 1.000, 0.395, 1.000, 0.000, 0.000, 0.020, 0.011, 0.021, 0.010
26.280, -0.578, 0.867, 1.000, 1.000, 0.098, 1.000, 0.000, 0.000, 0.020, 0.011, 0.021, 0.011
26.300, -0.561, 0.860, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.019, 0.011, 0.021, 0.011
26.320, -0.538, 0.860, 1.000, 1.000, 0.017, 1.000, 0.000, 0.000, 0.019, 0.011, 0.022, 0.011
26.340, -0.482, 0.871, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.019, 0.011, 0.022, 0.010
26.360, -0.406, 0.875, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.022, 0.010
26.380, -0.313, 0.871, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.022, 0.010
26.400, -0.192, 0.864, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.022, 0.010
26.420, -0.027, 0.852, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
26.440, 0.198, 0.834, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
26.460, 0.471, 0.805, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.022, 0.010
26.480, 0.709, 0.759, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.021, 0.010
26.500, 0.835, 0.699, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.021, 0.010
26.520, 0.877, 0.632, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.021, 0.010
26.540, 0.887, 0.564, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.010
26.560, 0.885, 0.494, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.011
26.580, 0.880, 0.417, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.020, 0.011
26.600, 0.874, 0.325, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.020, 0.011
26.620, 0.865, 0.207, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.020, 0.011
26.640, 0.854, 0.047, 1.000, 0.011, 1.000, 1.000, 0.000, 0.989, 0.021, 0.010, 0.020, 0.010
26.660, 0.836, -0.171, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.021, 0.010, 0.020, 0.010
26.680, 0.809, -0.441, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.020, 0.010, 0.020, 0.010
26.700, 0.747, -0.664, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.020, 0.010
26.720, 0.618, -0.746, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
26.740, 0.488, -0.794, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
26.760, 0.349, -0.818, 0.000, 1.000, 0.000, 1.000, 0.178, 1.000, 0.021, 0.011, 0.020, 0.010
26.780, 0.204, -0.831, 0.000, 1.000, 0.000, 1.000, 0.086, 1.000, 0.021, 0.011, 0.020, 0.010
26.800, 0.003, -0.825, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.020, 0.010
26.820, -0.355, -0.771, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.020, 0.011
26.840, -0.631, -0.741, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.011
26.860, -0.803, -0.688, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
26.880, -0.868, -0.619, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
26.900, -0.887, -0.519, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
26.920, -0.885, -0.411, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
26.940, -0.879, -0.274, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
26.960, -0.871, -0.093, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
26.980, -0.857, 0.128, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.021, 0.010
27.000, -0.836, 0.379, 1.000, 1.000, 0.630, 0.000, 1.000, 0.000, 0.021, 0.011, 0.021, 0.010
27.020, -0.807, 0.608, 1.000, 1.000, 0.599, 0.000, 1.000, 0.000, 0.021, 0.011, 0.021, 0.010
27.040, -0.769, 0.757, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.012, 0.022, 0.010
27.060, -0.732, 0.823, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.012, 0.022, 0.010
27.080, -0.702, 0.845, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.012, 0.022, 0.010
27.100, -0.685, 0.846, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.010
27.120, -0.672, 0.848, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.010
27.140, -0.691, 0.825, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
27.160, -0.697, 0.825, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
27.180, -0.692, 0.834, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
27.200, -0.661, 0.855, 1.000, 1.000, 0.206, 1.000, 0.402, 0.000, 0.020, 0.011, 0.021, 0.010
27.220, -0.625, 0.866, 1.000, 1.000, 0.042, 1.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
27.240, -0.594, 0.867, 1.000, 1.000, 0.021, 1.000, 0.814, 0.000, 0.020, 0.011, 0.021, 0.010
27.260, -0.572, 0.863, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.010
27.280, -0.573, 0.849, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.009
27.300, -0.531, 0.866, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.009
27.320, -0.462, 0.877, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.022, 0.010
27.340, -0.381, 0.876, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.022, 0.010
27.360, -0.281, 0.870, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
27.380, -0.149, 0.861, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.009
27.400, 0.033, 0.847, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
27.420, 0.276, 0.827, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
27.440, 0.550, 0.793, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.022, 0.010
27.460, 0.758, 0.743, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.022, 0.010
27.480, 0.854, 0.679, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.021, 0.010
27.500, 0.882, 0.612, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.010
27.520, 0.887, 0.544, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.010
27.540, 0.884, 0.472, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.011
27.560, 0.879, 0.392, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.011
27.580, 0.872, 0.293, 1.000, 0.012, 1.000, 1.000, 1.000, 0.988, 0.021, 0.010, 0.020, 0.011
27.600, 0.862, 0.165, 1.000, 0.069, 1.000, 1.000, 0.000, 0.931, 0.021, 0.010, 0.020, 0.010
27.620, 0.849, -0.011, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.021, 0.010, 0.020, 0.010
27.640, 0.829, -0.247, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.021, 0.010, 0.020, 0.010
27.660, 0.770, -0.486, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.020, 0.010
27.680, 0.684, -0.660, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
27.700, 0.586, -0.765, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
27.720, 0.464, -0.809, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
27.740, 0.355, -0.836, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
27.760, 0.211, -0.840, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.010
27.780, -0.060, -0.808, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.020, 0.010
27.800, -0.367, -0.780, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
27.820, -0.638, -0.748, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
27.840, -0.806, -0.693, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
27.860, -0.873, -0.607, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
27.880, -0.888, -0.501, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
27.900, -0.884, -0.391, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
27.920, -0.880, -0.232, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
27.940, -0.868, -0.042, 0.000, 1.000, 0.718, 0.000, 1.000, 1.000, 0.022, 0.011, 0.022, 0.010
27.960, -0.853, 0.188, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
27.980, -0.830, 0.441, 1.000, 1.000, 0.707, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
28.000, -0.798, 0.655, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.012, 0.022, 0.009
28.020, -0.760, 0.780, 1.000, 1.000, 1.000, 0.007, 1.000, 0.000, 0.021, 0.012, 0.022, 0.009
28.040, -0.726, 0.829, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.012, 0.022, 0.009
28.060, -0.703, 0.842, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.009
