Time (s),o1,o2,fwd_force,filtered_force_1,filtered_force_2,filtered_force_3,filtered_force_4,error_force,gamma_1,gamma_2,gamma_3,gamma_4
19.400, -0.699, 0.846, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.017, 0.010, 0.021, 0.010
19.420, -0.683, 0.847, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.017, 0.010, 0.021, 0.010
19.440, -0.692, 0.831, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.017, 0.010, 0.020, 0.010
19.460, -0.690, 0.833, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.017, 0.010, 0.020, 0.010
19.480, -0.678, 0.842, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.017, 0.010, 0.020, 0.010
19.500, -0.624, 0.872, 1.000, 1.000, 0.761, 1.000, 0.000, 0.000, 0.017, 0.010, 0.020, 0.011
19.520, -0.600, 0.865, 1.000, 1.000, 0.022, 1.000, 0.000, 0.000, 0.017, 0.010, 0.020, 0.011
19.540, -0.583, 0.860, 1.000, 1.000, 0.000, 1.000, 0.740, 0.000, 0.017, 0.010, 0.021, 0.011
19.560, -0.549, 0.866, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.017, 0.010, 0.021, 0.010
19.580, -0.525, 0.861, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.017, 0.010, 0.021, 0.010
19.600, -0.524, 0.849, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.017, 0.010, 0.021, 0.010
19.620, -0.458, 0.870, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.017, 0.010, 0.021, 0.010
19.640, -0.378, 0.873, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.017, 0.010, 0.021, 0.010
19.660, -0.278, 0.869, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.018, 0.010, 0.021, 0.010
19.680, -0.144, 0.860, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.018, 0.010, 0.021, 0.010
19.700, 0.039, 0.847, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.018, 0.010, 0.021, 0.010
19.720, 0.284, 0.826, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.018, 0.010, 0.021, 0.010
19.740, 0.557, 0.792, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.018, 0.009, 0.021, 0.010
19.760, 0.762, 0.741, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.018, 0.009, 0.021, 0.010
19.780, 0.855, 0.677, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.018, 0.009, 0.020, 0.010
19.800, 0.882, 0.610, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.018, 0.009, 0.020, 0.010
19.820, 0.887, 0.542, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.018, 0.009, 0.020, 0.010
19.840, 0.884, 0.470, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.018, 0.009, 0.020, 0.011
19.860, 0.878, 0.389, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.018, 0.009, 0.020, 0.011
19.880, 0.871, 0.290, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.009, 0.020, 0.011
19.900, 0.862, 0.161, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.009, 0.020, 0.011
19.920, 0.849, -0.016, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.018, 0.009, 0.020, 0.011
19.940, 0.829, -0.254, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.018, 0.009, 0.019, 0.012
19.960, 0.796, -0.529, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.017, 0.009, 0.019, 0.011
19.980, 0.710, -0.700, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.018, 0.010, 0.019, 0.011
20.000, 0.597, -0.781, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.018, 0.010, 0.019, 0.011
20.020, 0.493, -0.825, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.018, 0.010, 0.019, 0.010
20.040, 0.391, -0.847, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.019, 0.011, 0.019, 0.011
20.060, 0.266, -0.850, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.010, 0.020, 0.011
20.080, 0.105, -0.844, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.010, 0.020, 0.011
20.100, -0.141, -0.821, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.010, 0.020, 0.012
20.120, -0.447, -0.786, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.010, 0.020, 0.011
20.140, -0.704, -0.739, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.011
20.160, -0.836, -0.673, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.011
20.180, -0.883, -0.567, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.011, 0.021, 0.011
20.200, -0.889, -0.439, 0.000, 1.000, 0.552, 0.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.010
20.220, -0.882, -0.299, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.011, 0.021, 0.010
20.240, -0.872, -0.130, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.011, 0.021, 0.010
20.260, -0.859, 0.079, 1.000, 1.000, 0.796, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
20.280, -0.839, 0.328, 1.000, 1.000, 0.469, 0.084, 1.000, 0.000, 0.018, 0.011, 0.021, 0.010
20.300, -0.810, 0.573, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.018, 0.011, 0.021, 0.010
20.320, -0.773, 0.741, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.018, 0.011, 0.021, 0.010
20.340, -0.738, 0.815, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.011, 0.021, 0.010
20.360, -0.705, 0.845, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.010, 0.021, 0.010
20.380, -0.688, 0.846, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.010, 0.021, 0.010
20.400, -0.697, 0.829, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.010, 0.020, 0.010
20.420, -0.695, 0.832, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.010, 0.020, 0.010
20.440, -0.682, 0.842, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.017, 0.010, 0.020, 0.010
20.460, -0.638, 0.867, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.017, 0.010, 0.020, 0.010
20.480, -0.612, 0.864, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.017, 0.010, 0.021, 0.010
20.500, -0.577, 0.868, 1.000, 1.000, 0.000, 1.000, 0.885, 0.000, 0.017, 0.010, 0.021, 0.010
20.520, -0.551, 0.864, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.017, 0.010, 0.021, 0.011
20.540, -0.529, 0.860, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.017, 0.010, 0.021, 0.011
20.560, -0.501, 0.860, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.017, 0.010, 0.021, 0.011
20.580, -0.430, 0.873, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.018, 0.010, 0.021, 0.011
20.600, -0.343, 0.872, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.018, 0.010, 0.021, 0.011
20.620, -0.232, 0.866, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.018, 0.010, 0.021, 0.010
20.640, -0.082, 0.856, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.018, 0.010, 0.021, 0.010
20.660, 0.124, 0.840, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.010
20.680, 0.388, 0.815, 1.000, 0.000, 1.000, 1.000, 0.186, 1.000, 0.019, 0.010, 0.021, 0.010
20.700, 0.647, 0.775, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.021, 0.010
20.720, 0.809, 0.718, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.021, 0.010
20.740, 0.870, 0.652, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.020, 0.010
20.760, 0.885, 0.584, 1.000, 0.000, 1.000, 1.000, 0.542, 1.000, 0.019, 0.009, 0.020, 0.010
20.780, 0.886, 0.516, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.009, 0.020, 0.011
20.800, 0.882, 0.441, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.009, 0.020, 0.011
20.820, 0.876, 0.355, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.009, 0.020, 0.011
20.840, 0.868, 0.246, 1.000, 0.000, 1.000, 1.000, 0.128, 1.000, 0.019, 0.009, 0.020, 0.011
20.860, 0.858, 0.101, 1.000, 0.000, 1.000, 1.000, 0.986, 1.000, 0.019, 0.009, 0.020, 0.011
20.880, 0.842, -0.099, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.019, 0.009, 0.020, 0.011
20.900, 0.818, -0.357, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.018, 0.009, 0.020, 0.011
20.920, 0.768, -0.606, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.019, 0.009, 0.020, 0.010
20.940, 0.656, -0.724, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.019, 0.010
20.960, 0.546, -0.794, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.019, 0.010
20.980, 0.457, -0.837, 0.000, 1.000, 0.226, 1.000, 1.000, 1.000, 0.019, 0.010, 0.019, 0.011
21.000, 0.362, -0.854, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.010, 0.020, 0.011
21.020, 0.224, -0.850, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.010, 0.020, 0.011
21.040, 0.021, -0.834, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.010, 0.020, 0.011
21.060, -0.271, -0.802, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.009, 0.021, 0.011
21.080, -0.569, -0.765, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.009, 0.021, 0.011
21.100, -0.774, -0.711, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.021, 0.011
21.120, -0.867, -0.618, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.021, 0.010
21.140, -0.889, -0.490, 0.000, 1.000, 0.071, 0.000, 1.000, 1.000, 0.020, 0.010, 0.021, 0.010
21.160, -0.886, -0.349, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.021, 0.010
21.180, -0.877, -0.187, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.011, 0.021, 0.010
21.200, -0.863, 0.007, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
21.220, -0.845, 0.246, 1.000, 1.000, 1.000, 0.152, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
21.240, -0.819, 0.500, 1.000, 1.000, 1.000, 0.152, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
21.260, -0.787, 0.695, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.010, 0.021, 0.010
21.280, -0.748, 0.800, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.018, 0.011, 0.021, 0.010
21.300, -0.716, 0.837, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.010, 0.021, 0.010
21.320, -0.687, 0.851, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.018, 0.011, 0.021, 0.010
21.340, -0.684, 0.841, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.010, 0.020, 0.010
21.360, -0.693, 0.829, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.010, 0.020, 0.010
21.380, -0.697, 0.828, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.010, 0.020, 0.010
21.400, -0.683, 0.841, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.010, 0.020, 0.010
21.420, -0.617, 0.878, 1.000, 0.000, 0.625, 1.000, 1.000, 1.000, 0.019, 0.010, 0.020, 0.010
21.440, -0.582, 0.872, 1.000, 1.000, 0.131, 1.000, 0.101, 0.000, 0.018, 0.010, 0.021, 0.010
21.460, -0.566, 0.861, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.018, 0.010, 0.021, 0.011
21.480, -0.551, 0.857, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.018, 0.010, 0.021, 0.011
21.500, -0.531, 0.857, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.018, 0.010, 0.021, 0.011
21.520, -0.465, 0.874, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.018, 0.010, 0.021, 0.011
21.540, -0.385, 0.875, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.011
21.560, -0.286, 0.870, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.011
21.580, -0.156, 0.861, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.010
21.600, 0.023, 0.848, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.010
21.620, 0.264, 0.828, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.011
21.640, 0.538, 0.795, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.021, 0.010
21.660, 0.751, 0.745, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.021, 0.010
21.680, 0.851, 0.682, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.020, 0.010
21.700, 0.882, 0.615, 1.000, 0.000, 1.000, 1.000, 0.362, 1.000, 0.020, 0.010, 0.020, 0.010
21.720, 0.887, 0.547, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
21.740, 0.884, 0.476, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
21.760, 0.879, 0.396, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.009, 0.020, 0.011
21.780, 0.872, 0.298, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.009, 0.020, 0.011
21.800, 0.863, 0.171, 1.000, 0.127, 1.000, 1.000, 0.000, 0.873, 0.020, 0.009, 0.020, 0.011
21.820, 0.850, -0.001, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.019, 0.009, 0.020, 0.011
21.840, 0.830, -0.236, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.019, 0.009, 0.020, 0.011
21.860, 0.799, -0.510, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.019, 0.009, 0.020, 0.010
21.880, 0.690, -0.657, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.020, 0.010
21.900, 0.591, -0.762, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.019, 0.010
21.920, 0.475, -0.810, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.019, 0.010
21.940, 0.372, -0.839, 0.000, 1.000, 0.000, 1.000, 0.143, 1.000, 0.020, 0.011, 0.019, 0.010
21.960, 0.240, -0.845, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.019, 0.010
21.980, 0.019, -0.825, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.019, 0.011
22.000, -0.274, -0.796, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
22.020, -0.556, -0.770, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
22.040, -0.766, -0.718, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
22.060, -0.860, -0.641, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.021, 0.011
22.080, -0.887, -0.538, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.021, 0.010
22.100, -0.888, -0.413, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.011, 0.021, 0.010
22.120, -0.881, -0.269, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.011, 0.021, 0.010
22.140, -0.870, -0.093, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.011, 0.021, 0.010
22.160, -0.856, 0.126, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
22.180, -0.835, 0.379, 1.000, 1.000, 0.513, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
22.200, -0.805, 0.611, 1.000, 1.000, 0.798, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
22.220, -0.767, 0.760, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
22.240, -0.729, 0.825, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
22.260, -0.699, 0.846, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
22.280, -0.680, 0.850, 1.000, 1.000, 0.032, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
22.300, -0.692, 0.829, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
22.320, -0.695, 0.829, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.010, 0.020, 0.010
22.340, -0.694, 0.831, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.010, 0.020, 0.010
22.360, -0.673, 0.848, 1.000, 1.000, 0.000, 0.609, 1.000, 0.000, 0.018, 0.010, 0.020, 0.010
22.380, -0.618, 0.874, 1.000, 1.000, 0.496, 1.000, 0.000, 0.000, 0.018, 0.010, 0.021, 0.010
22.400, -0.592, 0.866, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.018, 0.010, 0.021, 0.011
22.420, -0.566, 0.864, 1.000, 1.000, 0.000, 1.000, 0.350, 0.000, 0.018, 0.010, 0.021, 0.011
22.440, -0.547, 0.859, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.018, 0.010, 0.021, 0.010
22.460, -0.553, 0.846, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.018, 0.010, 0.021, 0.010
22.480, -0.494, 0.870, 1.000, 0.643, 1.000, 1.000, 1.000, 0.357, 0.018, 0.011, 0.021, 0.010
22.500, -0.420, 0.876, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.021, 0.011
22.520, -0.331, 0.873, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.010
22.540, -0.215, 0.865, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.010
22.560, -0.059, 0.854, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.010
22.580, 0.156, 0.837, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.021, 0.011
22.600, 0.424, 0.811, 1.000, 0.000, 1.000, 1.000, 0.418, 1.000, 0.020, 0.010, 0.022, 0.011
22.620, 0.675, 0.768, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.022, 0.010
22.640, 0.821, 0.710, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.021, 0.010
22.660, 0.874, 0.643, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.021, 0.010
22.680, 0.886, 0.576, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
22.700, 0.886, 0.506, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
22.720, 0.881, 0.431, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
22.740, 0.875, 0.342, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
22.760, 0.867, 0.230, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.020, 0.011
22.780, 0.856, 0.078, 1.000, 0.081, 1.000, 1.000, 0.000, 0.919, 0.020, 0.010, 0.020, 0.011
22.800, 0.840, -0.129, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.020, 0.010, 0.020, 0.010
22.820, 0.814, -0.394, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.019, 0.010, 0.020, 0.010
22.840, 0.774, -0.652, 0.000, 0.005, 1.000, 1.000, 0.000, 0.005, 0.019, 0.010, 0.020, 0.010
22.860, 0.658, -0.752, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.019, 0.010, 0.020, 0.010
22.880, 0.535, -0.802, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.020, 0.010
22.900, 0.410, -0.826, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.020, 0.010
22.920, 0.273, -0.836, 0.000, 1.000, 0.000, 1.000, 0.116, 1.000, 0.020, 0.011, 0.020, 0.010
22.940, 0.043, -0.816, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.020, 0.011, 0.019, 0.011
22.960, -0.246, -0.793, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.011, 0.020, 0.011
22.980, -0.537, -0.766, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
23.000, -0.755, -0.718, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.021, 0.011
23.020, -0.855, -0.646, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.010, 0.021, 0.010
23.040, -0.884, -0.554, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.011, 0.021, 0.010
23.060, -0.888, -0.436, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.011, 0.021, 0.010
23.080, -0.882, -0.296, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
23.100, -0.872, -0.130, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.021, 0.011, 0.021, 0.010
23.120, -0.858, 0.078, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
23.140, -0.838, 0.327, 1.000, 1.000, 0.818, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.010
23.160, -0.809, 0.573, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
23.180, -0.771, 0.743, 1.000, 1.000, 1.000, 0.006, 1.000, 0.000, 0.019, 0.012, 0.021, 0.010
23.200, -0.733, 0.819, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.012, 0.021, 0.010
23.220, -0.706, 0.842, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
23.240, -0.685, 0.848, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
23.260, -0.692, 0.832, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
23.280, -0.697, 0.828, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.011, 0.020, 0.010
23.300, -0.697, 0.830, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.010, 0.020, 0.010
23.320, -0.685, 0.840, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.019, 0.010, 0.020, 0.010
23.340, -0.634, 0.870, 1.000, 1.000, 0.539, 1.000, 1.000, 0.000, 0.019, 0.011, 0.021, 0.010
23.360, -0.607, 0.866, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.019, 0.010, 0.021, 0.010
23.380, -0.574, 0.867, 1.000, 1.000, 0.000, 1.000, 0.072, 0.000, 0.019, 0.010, 0.021, 0.010
23.400, -0.553, 0.862, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.019, 0.010, 0.021, 0.011
23.420, -0.554, 0.849, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.018, 0.010, 0.021, 0.010
23.440, -0.516, 0.863, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.018, 0.011, 0.021, 0.010
23.460, -0.447, 0.875, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.011, 0.021, 0.010
23.480, -0.363, 0.874, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.019, 0.010, 0.021, 0.010
23.500, -0.257, 0.868, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.022, 0.010
23.520, -0.117, 0.858, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.022, 0.010
23.540, 0.077, 0.844, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.022, 0.010
23.560, 0.331, 0.821, 1.000, 0.000, 1.000, 1.000, 0.641, 1.000, 0.020, 0.010, 0.022, 0.010
23.580, 0.600, 0.784, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.022, 0.010
23.600, 0.785, 0.731, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.021, 0.010
23.620, 0.863, 0.666, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.010, 0.021, 0.010
23.640, 0.884, 0.598, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.021, 0.010
23.660, 0.886, 0.530, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
23.680, 0.883, 0.457, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
23.700, 0.877, 0.374, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
23.720, 0.870, 0.271, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.020, 0.010, 0.020, 0.011
