0.000, 0.786, -0.578, 0.000, 0.000, 0.000, 0.000, -0.000, -0.000
0.020, 0.786, -0.578, 0.000, 0.000, 0.000, 0.000, -0.000, -0.000
0.040, 0.786, -0.578, 0.000, 0.000, 0.000, 0.000, -0.000, -0.000
0.060, 0.786, -0.578, 0.000, 0.001, 0.000, 0.000, -0.000, -0.000
0.080, 0.786, -0.578, 0.000, 0.000, 0.000, 0.000, -0.000, -0.000
0.100, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.120, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.140, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.160, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.180, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.200, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.220, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.240, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.260, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.280, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.300, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.320, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.340, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.360, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.380, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.400, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.420, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.440, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.460, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.480, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.500, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.520, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.540, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.560, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.580, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.600, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.620, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.640, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.660, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.680, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.700, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.720, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.740, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.760, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.780, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.800, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.820, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.840, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.860, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.880, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.900, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.920, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.940, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.960, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
0.980, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.000, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.020, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.040, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.060, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.080, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.100, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.120, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.140, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.160, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.180, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.200, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.220, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.240, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.260, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.280, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.300, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.320, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.340, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.360, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.380, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.400, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.420, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.440, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.460, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.480, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.500, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.520, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.540, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.560, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.580, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.600, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.620, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.640, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.660, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.680, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.700, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.720, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.740, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.760, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.780, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.800, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.820, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.840, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
1.860, 0.786, -0.578, 0.000, 1.000, 0.000, 0.000, -0.000, -0.000
