Time (s),torque_R1_J1, torque_R1_J2, torque_R1_J3, torque_R2_J1, torque_R2_J2, torque_R2_J3, torque_R3_J1, torque_R3_J2, torque_R3_J3, torque_L1_J1, torque_L1_J2, torque_L1_J3, torque_L2_J1, torque_L2_J2, torque_L2_J3, torque_L3_J1, torque_L3_J2, torque_L3_J3
0.690, 0.000, 0.086, 0.022, 0.000, 0.085, 0.022, 0.000, 0.085, 0.023, -0.000, 0.083, 0.021, -0.000, 0.086, 0.023, -0.000, 0.086, 
0.705, -0.000, 0.083, 0.020, 0.000, 0.082, 0.019, -0.000, 0.083, 0.021, -0.000, 0.081, 0.019, -0.000, 0.084, 0.021, 0.000, 0.083, 
0.705, -0.000, 0.083, 0.020, 0.000, 0.082, 0.019, -0.000, 0.083, 0.021, -0.000, 0.081, 0.019, -0.000, 0.084, 0.021, 0.000, 0.083, 
0.705, -0.000, 0.083, 0.020, 0.000, 0.082, 0.019, -0.000, 0.083, 0.021, -0.000, 0.081, 0.019, -0.000, 0.084, 0.021, 0.000, 0.083, 
0.720, -0.000, 0.081, 0.017, 0.000, 0.080, 0.017, -0.000, 0.080, 0.018, 0.000, 0.079, 0.016, -0.000, 0.081, 0.018, 0.000, 0.081, 
0.720, -0.000, 0.081, 0.017, 0.000, 0.080, 0.017, -0.000, 0.080, 0.018, 0.000, 0.079, 0.016, -0.000, 0.081, 0.018, 0.000, 0.081, 
0.720, -0.000, 0.081, 0.017, 0.000, 0.080, 0.017, -0.000, 0.080, 0.018, 0.000, 0.079, 0.016, -0.000, 0.081, 0.018, 0.000, 0.081, 
0.735, -0.000, 0.079, 0.015, 0.000, 0.078, 0.014, -0.000, 0.078, 0.016, 0.000, 0.077, 0.014, -0.000, 0.079, 0.016, 0.000, 0.079, 
0.735, -0.000, 0.079, 0.015, 0.000, 0.078, 0.014, -0.000, 0.078, 0.016, 0.000, 0.077, 0.014, -0.000, 0.079, 0.016, 0.000, 0.079, 
0.735, -0.000, 0.079, 0.015, 0.000, 0.078, 0.014, -0.000, 0.078, 0.016, 0.000, 0.077, 0.014, -0.000, 0.079, 0.016, 0.000, 0.079, 
0.750, -0.000, 0.076, 0.013, 0.000, 0.076, 0.012, -0.000, 0.076, 0.014, 0.000, 0.075, 0.012, -0.000, 0.077, 0.014, 0.000, 0.076, 
0.750, -0.000, 0.076, 0.013, 0.000, 0.076, 0.012, -0.000, 0.076, 0.014, 0.000, 0.075, 0.012, -0.000, 0.077, 0.014, 0.000, 0.076, 
0.750, -0.000, 0.076, 0.013, 0.000, 0.076, 0.012, -0.000, 0.076, 0.014, 0.000, 0.075, 0.012, -0.000, 0.077, 0.014, 0.000, 0.076, 
0.765, -0.000, 0.075, 0.011, 0.000, 0.074, 0.011, -0.000, 0.075, 0.012, 0.000, 0.073, 0.011, -0.000, 0.075, 0.012, 0.000, 0.075, 
0.765, -0.000, 0.075, 0.011, 0.000, 0.074, 0.011, -0.000, 0.075, 0.012, 0.000, 0.073, 0.011, -0.000, 0.075, 0.012, 0.000, 0.075, 
0.765, -0.000, 0.075, 0.011, 0.000, 0.074, 0.011, -0.000, 0.075, 0.012, 0.000, 0.073, 0.011, -0.000, 0.075, 0.012, 0.000, 0.075, 
0.780, -0.000, 0.073, 0.010, 0.000, 0.072, 0.009, -0.000, 0.073, 0.011, 0.000, 0.071, 0.009, -0.000, 0.074, 0.011, 0.000, 0.073, 
0.780, -0.000, 0.073, 0.010, 0.000, 0.072, 0.009, -0.000, 0.073, 0.011, 0.000, 0.071, 0.009, -0.000, 0.074, 0.011, 0.000, 0.073, 
0.780, -0.000, 0.073, 0.010, 0.000, 0.072, 0.009, -0.000, 0.073, 0.011, 0.000, 0.071, 0.009, -0.000, 0.074, 0.011, 0.000, 0.073, 
0.795, -0.000, 0.071, 0.008, 0.000, 0.071, 0.007, -0.000, 0.071, 0.009, 0.000, 0.070, 0.008, -0.000, 0.072, 0.009, 0.000, 0.071, 
0.795, -0.000, 0.071, 0.008, 0.000, 0.071, 0.007, -0.000, 0.071, 0.009, 0.000, 0.070, 0.008, -0.000, 0.072, 0.009, 0.000, 0.071, 
0.795, -0.000, 0.071, 0.008, 0.000, 0.071, 0.007, -0.000, 0.071, 0.009, 0.000, 0.070, 0.008, -0.000, 0.072, 0.009, 0.000, 0.071, 
0.810, -0.000, 0.070, 0.007, 0.000, 0.069, 0.006, -0.000, 0.070, 0.008, 0.000, 0.069, 0.006, -0.000, 0.071, 0.008, 0.000, 0.070, 
0.810, -0.000, 0.070, 0.007, 0.000, 0.069, 0.006, -0.000, 0.070, 0.008, 0.000, 0.069, 0.006, -0.000, 0.071, 0.008, 0.000, 0.070, 
0.810, -0.000, 0.070, 0.007, 0.000, 0.069, 0.006, -0.000, 0.070, 0.008, 0.000, 0.069, 0.006, -0.000, 0.071, 0.008, 0.000, 0.070, 
0.825, -0.000, 0.069, 0.006, 0.000, 0.068, 0.005, -0.000, 0.069, 0.007, 0.000, 0.068, 0.005, 0.000, 0.070, 0.007, 0.000, 0.068, 
0.825, -0.000, 0.069, 0.006, 0.000, 0.068, 0.005, -0.000, 0.069, 0.007, 0.000, 0.068, 0.005, 0.000, 0.070, 0.007, 0.000, 0.068, 
0.825, -0.000, 0.069, 0.006, 0.000, 0.068, 0.005, -0.000, 0.069, 0.007, 0.000, 0.068, 0.005, 0.000, 0.070, 0.007, 0.000, 0.068, 
0.840, -0.000, 0.068, 0.005, 0.000, 0.067, 0.004, -0.000, 0.068, 0.005, 0.000, 0.067, 0.004, 0.000, 0.069, 0.006, 0.000, 0.067, 
0.840, -0.000, 0.068, 0.005, 0.000, 0.067, 0.004, -0.000, 0.068, 0.005, 0.000, 0.067, 0.004, 0.000, 0.069, 0.006, 0.000, 0.067, 
0.840, -0.000, 0.068, 0.005, 0.000, 0.067, 0.004, -0.000, 0.068, 0.005, 0.000, 0.067, 0.004, 0.000, 0.069, 0.006, 0.000, 0.067, 
0.855, -0.000, 0.067, 0.004, 0.000, 0.066, 0.003, -0.000, 0.067, 0.004, 0.000, 0.066, 0.003, 0.000, 0.067, 0.005, 0.000, 0.066, 
0.855, -0.000, 0.067, 0.004, 0.000, 0.066, 0.003, -0.000, 0.067, 0.004, 0.000, 0.066, 0.003, 0.000, 0.067, 0.005, 0.000, 0.066, 
0.855, -0.000, 0.067, 0.004, 0.000, 0.066, 0.003, -0.000, 0.067, 0.004, 0.000, 0.066, 0.003, 0.000, 0.067, 0.005, 0.000, 0.066, 
0.870, -0.000, 0.066, 0.003, 0.000, 0.065, 0.002, -0.000, 0.066, 0.003, 0.000, 0.065, 0.002, 0.000, 0.067, 0.004, 0.000, 0.065, 
0.870, -0.000, 0.066, 0.003, 0.000, 0.065, 0.002, -0.000, 0.066, 0.003, 0.000, 0.065, 0.002, 0.000, 0.067, 0.004, 0.000, 0.065, 
0.870, -0.000, 0.066, 0.003, 0.000, 0.065, 0.002, -0.000, 0.066, 0.003, 0.000, 0.065, 0.002, 0.000, 0.067, 0.004, 0.000, 0.065, 
0.885, -0.000, 0.065, 0.002, -0.000, 0.064, 0.001, -0.000, 0.065, 0.003, 0.000, 0.064, 0.001, 0.000, 0.066, 0.003, 0.000, 0.064, 
0.885, -0.000, 0.065, 0.002, -0.000, 0.064, 0.001, -0.000, 0.065, 0.003, 0.000, 0.064, 0.001, 0.000, 0.066, 0.003, 0.000, 0.064, 
0.885, -0.000, 0.065, 0.002, -0.000, 0.064, 0.001, -0.000, 0.065, 0.003, 0.000, 0.064, 0.001, 0.000, 0.066, 0.003, 0.000, 0.064, 
0.900, -0.000, 0.064, 0.001, -0.000, 0.063, 0.000, -0.000, 0.064, 0.002, 0.000, 0.063, 0.001, 0.000, 0.065, 0.002, 0.000, 0.063, 
0.900, -0.000, 0.064, 0.001, -0.000, 0.063, 0.000, -0.000, 0.064, 0.002, 0.000, 0.063, 0.001, 0.000, 0.065, 0.002, 0.000, 0.063, 
0.900, -0.000, 0.064, 0.001, -0.000, 0.063, 0.000, -0.000, 0.064, 0.002, 0.000, 0.063, 0.001, 0.000, 0.065, 0.002, 0.000, 0.063, 
0.915, -0.000, 0.063, 0.000, -0.000, 0.063, -0.000, -0.000, 0.064, 0.001, 0.000, 0.063, -0.000, 0.000, 0.064, 0.001, 0.000, 0.063, 
0.915, -0.000, 0.063, 0.000, -0.000, 0.063, -0.000, -0.000, 0.064, 0.001, 0.000, 0.063, -0.000, 0.000, 0.064, 0.001, 0.000, 0.063, 
0.915, -0.000, 0.063, 0.000, -0.000, 0.063, -0.000, -0.000, 0.064, 0.001, 0.000, 0.063, -0.000, 0.000, 0.064, 0.001, 0.000, 0.063, 
0.930, -0.000, 0.063, -0.000, -0.000, 0.062, -0.001, -0.000, 0.063, 0.000, 0.000, 0.062, -0.001, 0.000, 0.064, 0.001, 0.000, 0.062, 
0.930, -0.000, 0.063, -0.000, -0.000, 0.062, -0.001, -0.000, 0.063, 0.000, 0.000, 0.062, -0.001, 0.000, 0.064, 0.001, 0.000, 0.062, 
0.930, -0.000, 0.063, -0.000, -0.000, 0.062, -0.001, -0.000, 0.063, 0.000, 0.000, 0.062, -0.001, 0.000, 0.064, 0.001, 0.000, 0.062, 
0.945, -0.000, 0.062, -0.001, -0.000, 0.061, -0.002, -0.000, 0.062, -0.000, 0.000, 0.062, -0.001, 0.000, 0.063, 0.000, 0.000, 0.061, 
0.945, -0.000, 0.062, -0.001, -0.000, 0.061, -0.002, -0.000, 0.062, -0.000, 0.000, 0.062, -0.001, 0.000, 0.063, 0.000, 0.000, 0.061, 
0.945, -0.000, 0.062, -0.001, -0.000, 0.061, -0.002, -0.000, 0.062, -0.000, 0.000, 0.062, -0.001, 0.000, 0.063, 0.000, 0.000, 0.061, 
0.960, -0.000, 0.062, -0.001, -0.000, 0.061, -0.002, -0.000, 0.062, -0.001, 0.000, 0.061, -0.002, 0.000, 0.063, -0.000, 0.000, 0.061, 
0.960, -0.000, 0.062, -0.001, -0.000, 0.061, -0.002, -0.000, 0.062, -0.001, 0.000, 0.061, -0.002, 0.000, 0.063, -0.000, 0.000, 0.061, 
0.960, -0.000, 0.062, -0.001, -0.000, 0.061, -0.002, -0.000, 0.062, -0.001, 0.000, 0.061, -0.002, 0.000, 0.063, -0.000, 0.000, 0.061, 
0.975, -0.000, 0.061, -0.002, -0.000, 0.060, -0.003, -0.000, 0.061, -0.001, 0.000, 0.061, -0.002, 0.000, 0.062, -0.001, 0.000, 0.060, 
0.975, -0.000, 0.061, -0.002, -0.000, 0.060, -0.003, -0.000, 0.061, -0.001, 0.000, 0.061, -0.002, 0.000, 0.062, -0.001, 0.000, 0.060, 
0.975, -0.000, 0.061, -0.002, -0.000, 0.060, -0.003, -0.000, 0.061, -0.001, 0.000, 0.061, -0.002, 0.000, 0.062, -0.001, 0.000, 0.060, 
0.990, -0.000, 0.061, -0.002, -0.000, 0.060, -0.003, -0.000, 0.061, -0.002, 0.000, 0.060, -0.003, 0.000, 0.062, -0.001, 0.000, 0.060, 
0.990, -0.000, 0.061, -0.002, -0.000, 0.060, -0.003, -0.000, 0.061, -0.002, 0.000, 0.060, -0.003, 0.000, 0.062, -0.001, 0.000, 0.060, 
0.990, -0.000, 0.061, -0.002, -0.000, 0.060, -0.003, -0.000, 0.061, -0.002, 0.000, 0.060, -0.003, 0.000, 0.062, -0.001, 0.000, 0.060, 
1.005, -0.000, 0.060, -0.003, -0.000, 0.060, -0.003, -0.000, 0.061, -0.002, 0.000, 0.060, -0.003, 0.000, 0.061, -0.002, 0.000, 0.059, 
1.005, -0.000, 0.060, -0.003, -0.000, 0.060, -0.003, -0.000, 0.061, -0.002, 0.000, 0.060, -0.003, 0.000, 0.061, -0.002, 0.000, 0.059, 
1.005, -0.000, 0.060, -0.003, -0.000, 0.060, -0.003, -0.000, 0.061, -0.002, 0.000, 0.060, -0.003, 0.000, 0.061, -0.002, 0.000, 0.059, 
1.020, -0.000, 0.060, -0.003, -0.000, 0.059, -0.004, -0.000, 0.060, -0.002, 0.000, 0.059, -0.003, 0.000, 0.061, -0.002, 0.000, 0.059, 
1.020, -0.000, 0.060, -0.003, -0.000, 0.059, -0.004, -0.000, 0.060, -0.002, 0.000, 0.059, -0.003, 0.000, 0.061, -0.002, 0.000, 0.059, 
1.020, -0.000, 0.060, -0.003, -0.000, 0.059, -0.004, -0.000, 0.060, -0.002, 0.000, 0.059, -0.003, 0.000, 0.061, -0.002, 0.000, 0.059, 
1.035, -0.000, 0.060, -0.003, -0.000, 0.059, -0.004, -0.000, 0.060, -0.003, 0.000, 0.059, -0.004, 0.000, 0.061, -0.002, 0.000, 0.059, 
1.035, -0.000, 0.060, -0.003, -0.000, 0.059, -0.004, -0.000, 0.060, -0.003, 0.000, 0.059, -0.004, 0.000, 0.061, -0.002, 0.000, 0.059, 
1.035, -0.000, 0.060, -0.003, -0.000, 0.059, -0.004, -0.000, 0.060, -0.003, 0.000, 0.059, -0.004, 0.000, 0.061, -0.002, 0.000, 0.059, 
1.050, -0.000, 0.059, -0.004, -0.000, 0.059, -0.004, -0.000, 0.060, -0.003, 0.000, 0.059, -0.004, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.050, -0.000, 0.059, -0.004, -0.000, 0.059, -0.004, -0.000, 0.060, -0.003, 0.000, 0.059, -0.004, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.050, -0.000, 0.059, -0.004, -0.000, 0.059, -0.004, -0.000, 0.060, -0.003, 0.000, 0.059, -0.004, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.065, -0.000, 0.059, -0.004, -0.000, 0.058, -0.005, -0.000, 0.059, -0.003, 0.000, 0.059, -0.004, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.065, -0.000, 0.059, -0.004, -0.000, 0.058, -0.005, -0.000, 0.059, -0.003, 0.000, 0.059, -0.004, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.065, -0.000, 0.059, -0.004, -0.000, 0.058, -0.005, -0.000, 0.059, -0.003, 0.000, 0.059, -0.004, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.080, -0.000, 0.059, -0.004, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.004, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.080, -0.000, 0.059, -0.004, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.004, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.080, -0.000, 0.059, -0.004, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.004, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.095, -0.000, 0.059, -0.004, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.005, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.095, -0.000, 0.059, -0.004, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.005, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.095, -0.000, 0.059, -0.004, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.005, 0.000, 0.060, -0.003, 0.000, 0.058, 
1.110, -0.000, 0.058, -0.005, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.110, -0.000, 0.058, -0.005, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.110, -0.000, 0.058, -0.005, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.125, -0.000, 0.058, -0.005, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.125, -0.000, 0.058, -0.005, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.125, -0.000, 0.058, -0.005, -0.000, 0.058, -0.005, -0.000, 0.059, -0.004, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.140, -0.000, 0.058, -0.005, 0.000, 0.057, -0.005, -0.000, 0.058, -0.004, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.140, -0.000, 0.058, -0.005, 0.000, 0.057, -0.005, -0.000, 0.058, -0.004, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.140, -0.000, 0.058, -0.005, 0.000, 0.057, -0.005, -0.000, 0.058, -0.004, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.155, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.155, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.155, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.058, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.170, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.170, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.170, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.005, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.185, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.185, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.185, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.059, -0.004, 0.000, 0.057, 
1.200, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.004, 0.000, 0.057, 
1.200, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.004, 0.000, 0.057, 
1.200, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.004, 0.000, 0.057, 
1.215, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.004, 0.000, 0.056, 
1.215, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.004, 0.000, 0.056, 
1.215, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.004, 0.000, 0.056, 
1.230, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.005, 0.000, 0.056, 
1.230, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.005, 0.000, 0.056, 
1.230, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.005, 0.000, 0.056, 
1.245, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.005, 0.000, 0.056, 
1.245, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.005, 0.000, 0.056, 
1.245, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, 0.000, 0.058, -0.005, 0.000, 0.056, 
1.260, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.260, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.260, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.275, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.275, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.275, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.005, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.290, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.290, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.290, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.305, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.305, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.305, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.320, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.320, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.320, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.335, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.335, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.335, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.350, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.350, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.350, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.365, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.365, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.365, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.380, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.380, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.380, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.057, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.395, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.395, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.395, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.410, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.410, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.410, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.425, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.425, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.425, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.440, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.440, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.440, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
1.455, -0.000, 0.057, -0.006, 0.000, 0.056, -0.007, -0.000, 0.057, -0.006, 0.000, 0.056, -0.006, -0.000, 0.058, -0.005, 0.000, 0.056, 
