Time (s),torque_R1_J1, torque_R1_J2, torque_R1_J3, torque_R2_J1, torque_R2_J2, torque_R2_J3, torque_R3_J1, torque_R3_J2, torque_R3_J3, torque_L1_J1, torque_L1_J2, torque_L1_J3, torque_L2_J1, torque_L2_J2, torque_L2_J3, torque_L3_J1, torque_L3_J2, torque_L3_J3
0.960, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
0.960, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
0.960, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
0.980, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
0.980, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
0.980, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.000, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.000, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.000, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.020, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.020, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.020, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.060, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.060, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.060, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.080, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.080, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.080, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.100, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.100, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.100, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.120, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.120, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.120, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.140, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.140, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.140, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.160, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.160, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.160, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.180, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.180, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.180, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.200, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.200, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.200, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.220, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.220, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.220, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.240, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.240, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.240, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.260, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.260, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.260, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.280, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.280, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.280, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.300, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.300, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.300, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.320, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.320, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.320, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.340, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.340, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.340, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.360, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.360, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.360, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.380, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.380, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.380, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.400, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.400, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.400, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.420, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.420, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.420, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.440, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.440, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.440, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.460, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.460, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.460, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.480, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.480, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.480, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.500, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.500, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.500, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.520, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.520, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.520, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.540, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.540, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.540, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.560, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.560, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.560, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.580, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.580, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.580, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.600, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.600, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.600, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.620, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.620, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.620, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.640, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.640, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.640, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.660, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.660, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.660, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.680, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.680, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.680, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.700, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.700, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.700, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.720, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.720, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.720, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.740, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.740, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.740, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.760, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.760, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.760, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.780, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.780, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.780, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.800, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.800, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.800, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.820, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.820, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.820, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.840, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.840, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.840, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.860, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.860, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.860, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.880, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.880, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.880, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.900, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.900, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.900, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.920, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.920, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.920, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.940, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.940, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.940, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
1.960, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.960, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
