Time (s),torque_R1_J1, torque_R1_J2, torque_R1_J3, torque_R2_J1, torque_R2_J2, torque_R2_J3, torque_R3_J1, torque_R3_J2, torque_R3_J3, torque_L1_J1, torque_L1_J2, torque_L1_J3, torque_L2_J1, torque_L2_J2, torque_L2_J3, torque_L3_J1, torque_L3_J2, torque_L3_J3
1.960, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
1.980, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.980, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
1.980, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.000, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.000, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.000, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.020, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.020, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.020, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.060, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.060, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.060, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.080, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.080, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.080, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.100, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.100, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.100, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.120, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.120, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.120, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.140, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.140, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.140, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.160, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.160, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.160, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.180, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.180, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.180, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.200, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.200, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.200, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.220, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.220, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.220, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.240, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.240, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.240, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.260, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.260, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.260, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.280, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.280, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.280, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.300, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.300, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.300, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.320, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.320, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.320, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.340, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.340, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.340, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.360, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.360, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.360, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.380, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.380, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.380, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.400, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.400, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.400, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.420, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.420, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.420, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.440, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.440, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.440, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.460, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.460, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.460, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.480, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.480, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.480, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.500, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.500, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.500, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.520, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.520, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.520, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.540, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.540, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.540, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.560, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.560, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.560, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.580, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.580, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.580, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.600, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.600, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.600, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.620, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.620, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.620, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.640, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.640, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.640, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.660, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.660, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.660, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.680, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.680, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.680, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.700, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.700, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.700, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.720, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.720, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.720, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.740, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.740, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.740, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.760, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.760, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.760, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.780, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.780, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.780, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.800, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.800, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.800, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.820, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.820, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.820, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.840, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.840, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.840, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.860, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.860, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.860, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.880, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.880, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.880, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.900, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.900, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.900, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.920, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.920, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.920, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
2.940, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.940, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.940, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 
2.960, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.960, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.960, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 0.040, 0.001, -0.839, 
2.980, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, -0.001, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 0.040, 0.000, -0.839, 
