Time (s),o1,o2,fwd_force,filtered_force_1,filtered_force_2,filtered_force_3,filtered_force_4,error_force,gamma_1,gamma_2,gamma_3,gamma_4
16.980, -0.481, 0.884, 1.000, 0.000, 0.038, 0.106, 0.000, 1.000, 0.014, 0.012, 0.011, 0.012
17.000, -0.402, 0.879, 1.000, 0.000, 0.047, 0.104, 0.000, 1.000, 0.014, 0.012, 0.012, 0.012
17.020, -0.306, 0.873, 1.000, 0.000, 0.002, 0.129, 0.000, 1.000, 0.014, 0.012, 0.012, 0.013
17.040, -0.182, 0.864, 1.000, 0.000, 0.000, 0.097, 0.000, 1.000, 0.014, 0.012, 0.012, 0.013
17.060, -0.013, 0.851, 1.000, 0.000, 0.000, 0.049, 0.477, 1.000, 0.014, 0.012, 0.012, 0.013
17.080, 0.217, 0.832, 1.000, 0.000, 0.000, 0.125, 1.000, 1.000, 0.014, 0.012, 0.012, 0.013
17.100, 0.490, 0.802, 1.000, 0.000, 0.000, 0.087, 1.000, 1.000, 0.014, 0.012, 0.012, 0.012
17.120, 0.722, 0.755, 1.000, 0.000, 0.000, 0.089, 1.000, 1.000, 0.014, 0.012, 0.011, 0.012
17.140, 0.840, 0.694, 1.000, 0.000, 0.000, 0.101, 1.000, 1.000, 0.014, 0.012, 0.011, 0.012
17.160, 0.879, 0.627, 1.000, 0.019, 0.000, 0.000, 1.000, 0.981, 0.014, 0.012, 0.011, 0.012
17.180, 0.887, 0.559, 1.000, 0.078, 0.000, 0.000, 1.000, 0.922, 0.015, 0.012, 0.011, 0.012
17.200, 0.885, 0.488, 1.000, 0.172, 0.000, 0.000, 1.000, 0.828, 0.014, 0.012, 0.011, 0.012
17.220, 0.880, 0.409, 1.000, 0.175, 0.000, 0.000, 1.000, 0.825, 0.014, 0.012, 0.011, 0.012
17.240, 0.873, 0.315, 1.000, 0.113, 0.000, 0.000, 1.000, 0.887, 0.015, 0.011, 0.011, 0.012
17.260, 0.864, 0.194, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.011, 0.012
17.280, 0.852, 0.030, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.010, 0.012
17.300, 0.834, -0.194, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.014, 0.011, 0.011, 0.012
17.320, 0.805, -0.466, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.014, 0.012, 0.011, 0.012
17.340, 0.759, -0.704, 0.000, 0.722, 0.097, 1.000, 0.000, 0.722, 0.014, 0.012, 0.012, 0.013
17.360, 0.699, -0.833, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.012, 0.011, 0.013
17.380, 0.628, -0.875, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.014, 0.012, 0.011, 0.013
17.400, 0.561, -0.885, 0.000, 0.000, 0.241, 0.000, 0.558, 0.000, 0.014, 0.012, 0.011, 0.013
17.420, 0.486, -0.883, 0.000, 1.000, 0.193, 0.000, 0.308, 1.000, 0.014, 0.013, 0.011, 0.013
17.440, 0.408, -0.879, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.012, 0.011, 0.013
17.460, 0.314, -0.873, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.012, 0.011, 0.013
17.480, 0.192, -0.864, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.012, 0.011, 0.014
17.500, 0.027, -0.852, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.012, 0.010, 0.014
17.520, -0.198, -0.834, 0.000, 0.115, 1.000, 0.000, 0.000, 0.115, 0.014, 0.012, 0.010, 0.014
17.540, -0.471, -0.805, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.013, 0.011, 0.011, 0.014
17.560, -0.709, -0.759, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.013, 0.011, 0.011, 0.014
17.580, -0.835, -0.699, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.011, 0.014
17.600, -0.877, -0.632, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.011, 0.014
17.620, -0.887, -0.564, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.011, 0.013
17.640, -0.885, -0.494, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.011, 0.013
17.660, -0.880, -0.417, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.013
17.680, -0.874, -0.325, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.013
17.700, -0.865, -0.207, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.013
17.720, -0.854, -0.048, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.013
17.740, -0.836, 0.171, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.014, 0.011, 0.010, 0.013
17.760, -0.809, 0.441, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.014, 0.011, 0.010, 0.012
17.780, -0.765, 0.688, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.014, 0.011, 0.010, 0.012
17.800, -0.706, 0.826, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.014, 0.011, 0.010, 0.012
17.820, -0.639, 0.875, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.011, 0.010, 0.012
17.840, -0.571, 0.886, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.011, 0.010, 0.012
17.860, -0.549, 0.867, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.012
17.880, -0.498, 0.872, 1.000, 1.000, 0.000, 0.125, 0.000, 0.000, 0.014, 0.012, 0.011, 0.012
17.900, -0.487, 0.854, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.014, 0.012, 0.011, 0.013
17.920, -0.495, 0.840, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.012, 0.011, 0.013
17.940, -0.505, 0.836, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.012, 0.012, 0.012
17.960, -0.524, 0.831, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.012, 0.012, 0.012
17.980, -0.498, 0.851, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.013, 0.012, 0.012
18.000, -0.545, 0.821, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.013, 0.012, 0.012
18.020, -0.553, 0.834, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.013, 0.012, 0.012
18.040, -0.569, 0.834, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.013, 0.012, 0.012
18.060, -0.560, 0.847, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.013, 0.012, 0.013
18.080, -0.603, 0.822, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.013, 0.011, 0.013
18.100, -0.602, 0.840, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.012, 0.011, 0.013
18.120, -0.607, 0.842, 1.000, 1.000, 0.000, 0.000, 0.876, 0.000, 0.013, 0.012, 0.011, 0.013
18.140, -0.616, 0.839, 1.000, 1.000, 0.000, 0.000, 0.808, 0.000, 0.013, 0.012, 0.011, 0.013
18.160, -0.609, 0.848, 1.000, 1.000, 0.096, 0.000, 1.000, 0.000, 0.013, 0.012, 0.011, 0.012
18.180, -0.632, 0.832, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.012, 0.011, 0.012
18.200, -0.593, 0.863, 1.000, 1.000, 0.196, 0.000, 1.000, 0.000, 0.013, 0.012, 0.011, 0.012
18.220, -0.631, 0.828, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.012, 0.011, 0.013
18.240, -0.624, 0.844, 1.000, 1.000, 0.000, 0.000, 0.363, 0.000, 0.013, 0.012, 0.011, 0.013
18.260, -0.609, 0.853, 1.000, 1.000, 0.000, 0.000, 0.423, 0.000, 0.013, 0.011, 0.011, 0.013
18.280, -0.556, 0.874, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.011, 0.010, 0.013
18.300, -0.567, 0.847, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.320, -0.577, 0.841, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.340, -0.535, 0.864, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.360, -0.468, 0.876, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.011, 0.010, 0.012
18.380, -0.388, 0.876, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.011, 0.010, 0.012
18.400, -0.289, 0.870, 1.000, 0.000, 0.000, 0.000, 0.058, 1.000, 0.014, 0.011, 0.010, 0.013
18.420, -0.160, 0.862, 1.000, 0.000, 0.000, 1.000, 0.351, 1.000, 0.014, 0.011, 0.011, 0.013
18.440, 0.017, 0.849, 1.000, 0.000, 0.000, 1.000, 0.357, 1.000, 0.014, 0.011, 0.011, 0.013
18.460, 0.256, 0.828, 1.000, 0.000, 1.000, 1.000, 0.247, 1.000, 0.014, 0.012, 0.011, 0.013
18.480, 0.530, 0.796, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.014, 0.012, 0.012, 0.013
18.500, 0.746, 0.747, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.014, 0.012, 0.011, 0.013
18.520, 0.849, 0.684, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.014, 0.012, 0.011, 0.014
18.540, 0.881, 0.617, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.014, 0.012, 0.011, 0.014
18.560, 0.887, 0.549, 1.000, 0.000, 0.359, 1.000, 0.000, 1.000, 0.014, 0.012, 0.011, 0.014
18.580, 0.884, 0.478, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.015, 0.012, 0.011, 0.013
18.600, 0.879, 0.398, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.012, 0.010, 0.013
18.620, 0.872, 0.302, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.012, 0.010, 0.013
18.640, 0.863, 0.176, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.012, 0.010, 0.013
18.660, 0.850, 0.005, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.015, 0.011, 0.011, 0.012
18.680, 0.831, -0.227, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.012
18.700, 0.801, -0.501, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.012
18.720, 0.753, -0.728, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.010, 0.012
18.740, 0.691, -0.843, 0.000, 0.000, 1.000, 1.000, 0.041, 0.000, 0.014, 0.011, 0.010, 0.012
18.760, 0.624, -0.879, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.780, 0.556, -0.887, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.800, 0.486, -0.885, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.820, 0.408, -0.880, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.840, 0.313, -0.873, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.860, 0.192, -0.864, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.880, 0.027, -0.852, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.900, -0.199, -0.834, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.920, -0.471, -0.805, 0.000, 0.000, 0.424, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.012
18.940, -0.709, -0.759, 0.000, 0.000, 0.000, 1.000, 0.037, 0.000, 0.013, 0.012, 0.010, 0.012
18.960, -0.835, -0.699, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.013, 0.012, 0.010, 0.012
18.980, -0.878, -0.632, 0.000, 0.000, 0.175, 0.249, 0.378, 0.000, 0.013, 0.012, 0.010, 0.012
19.000, -0.887, -0.564, 0.000, 0.000, 0.389, 0.085, 0.433, 0.000, 0.013, 0.012, 0.011, 0.012
19.020, -0.885, -0.494, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.012, 0.011, 0.012
19.040, -0.880, -0.417, 0.000, 0.000, 0.164, 0.000, 1.000, 0.000, 0.013, 0.012, 0.011, 0.012
19.060, -0.874, -0.325, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.013, 0.011, 0.012
19.080, -0.865, -0.207, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.013, 0.012, 0.012
19.100, -0.854, -0.047, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.012, 0.012, 0.012
19.120, -0.836, 0.171, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.012, 0.012, 0.012
19.140, -0.809, 0.441, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.012, 0.012, 0.012
19.160, -0.765, 0.688, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.011, 0.012, 0.012
19.180, -0.706, 0.827, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.011, 0.011, 0.012
19.200, -0.639, 0.875, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.011, 0.011, 0.012
19.220, -0.571, 0.886, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.011, 0.011, 0.012
19.240, -0.502, 0.886, 1.000, 0.000, 0.073, 0.000, 1.000, 1.000, 0.014, 0.011, 0.011, 0.011
19.260, -0.439, 0.877, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.014, 0.011, 0.011, 0.011
19.280, -0.394, 0.861, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.012, 0.011, 0.011
19.300, -0.301, 0.866, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.012, 0.011, 0.011
19.320, -0.177, 0.861, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.011, 0.010, 0.011
19.340, -0.007, 0.850, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.011, 0.010, 0.011
19.360, 0.224, 0.831, 1.000, 0.116, 0.000, 0.000, 1.000, 0.884, 0.014, 0.011, 0.010, 0.011
19.380, 0.497, 0.801, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.010, 0.011
19.400, 0.726, 0.754, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.010, 0.011
19.420, 0.842, 0.692, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.010, 0.011
19.440, 0.879, 0.625, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.010, 0.011
19.460, 0.887, 0.557, 1.000, 0.193, 0.000, 0.036, 0.133, 0.807, 0.015, 0.011, 0.010, 0.012
19.480, 0.885, 0.485, 1.000, 0.292, 0.000, 0.088, 0.061, 0.708, 0.015, 0.011, 0.010, 0.012
19.500, 0.880, 0.407, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.015, 0.011, 0.011, 0.012
19.520, 0.873, 0.312, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.012, 0.011, 0.012
19.540, 0.864, 0.190, 1.000, 0.000, 1.000, 1.000, 0.124, 1.000, 0.015, 0.011, 0.011, 0.012
19.560, 0.852, 0.024, 1.000, 0.000, 1.000, 1.000, 0.317, 1.000, 0.015, 0.011, 0.012, 0.012
19.580, 0.834, -0.201, 0.000, 0.000, 1.000, 0.000, 0.139, 0.000, 0.015, 0.011, 0.011, 0.012
19.600, 0.804, -0.474, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.013
19.620, 0.759, -0.711, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.013
19.640, 0.698, -0.836, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.012
19.660, 0.631, -0.878, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.010, 0.012
19.680, 0.563, -0.887, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.010, 0.012
19.700, 0.493, -0.885, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.010, 0.012
19.720, 0.416, -0.880, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.010, 0.012
19.740, 0.324, -0.874, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.010, 0.011
19.760, 0.205, -0.865, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.010, 0.011
19.780, 0.045, -0.853, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.010, 0.011
19.800, -0.174, -0.836, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.011
19.820, -0.444, -0.808, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.011
19.840, -0.690, -0.765, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.013, 0.011, 0.010, 0.011
19.860, -0.827, -0.705, 0.000, 0.000, 0.047, 1.000, 0.000, 0.000, 0.013, 0.012, 0.010, 0.011
19.880, -0.875, -0.638, 0.000, 0.000, 0.066, 1.000, 0.000, 0.000, 0.013, 0.012, 0.010, 0.011
19.900, -0.886, -0.571, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.013, 0.012, 0.010, 0.011
19.920, -0.885, -0.501, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.013, 0.012, 0.010, 0.011
19.940, -0.881, -0.425, 0.000, 0.000, 0.129, 1.000, 0.000, 0.000, 0.013, 0.012, 0.010, 0.011
19.960, -0.875, -0.335, 0.000, 0.000, 0.154, 1.000, 0.000, 0.000, 0.013, 0.012, 0.010, 0.011
19.980, -0.866, -0.220, 0.000, 0.002, 0.127, 0.000, 1.000, 0.002, 0.013, 0.012, 0.011, 0.012
20.000, -0.858, -0.055, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.012, 0.011, 0.012
20.020, -0.845, 0.167, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.012, 0.011, 0.012
20.040, -0.821, 0.428, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.013, 0.011, 0.012
20.060, -0.786, 0.662, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.013, 0.011, 0.012
20.080, -0.727, 0.812, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.012, 0.012, 0.012
20.100, -0.718, 0.825, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.012, 0.012, 0.011
20.120, -0.709, 0.831, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.012, 0.012, 0.011
20.140, -0.695, 0.840, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.011, 0.012, 0.011
20.160, -0.628, 0.879, 1.000, 0.024, 0.189, 0.024, 1.000, 0.976, 0.013, 0.011, 0.012, 0.011
20.180, -0.560, 0.886, 1.000, 0.141, 0.133, 0.000, 1.000, 0.859, 0.014, 0.011, 0.012, 0.011
20.200, -0.490, 0.885, 1.000, 0.049, 0.000, 0.000, 1.000, 0.951, 0.014, 0.011, 0.012, 0.011
20.220, -0.413, 0.880, 1.000, 0.000, 0.060, 0.000, 1.000, 1.000, 0.014, 0.011, 0.012, 0.011
20.240, -0.410, 0.844, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.014, 0.011, 0.012, 0.011
20.260, -0.423, 0.827, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.013, 0.011, 0.012, 0.011
20.280, -0.345, 0.855, 1.000, 0.000, 0.000, 0.159, 1.000, 1.000, 0.014, 0.011, 0.011, 0.011
20.300, -0.239, 0.860, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.011, 0.011, 0.011
20.320, -0.094, 0.854, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.011, 0.011, 0.011
20.340, 0.108, 0.840, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.014, 0.011, 0.011, 0.011
20.360, 0.368, 0.816, 1.000, 0.045, 0.000, 0.000, 1.000, 0.955, 0.015, 0.011, 0.011, 0.011
20.380, 0.631, 0.778, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.011, 0.011
20.400, 0.801, 0.722, 1.000, 0.009, 0.000, 0.000, 1.000, 0.991, 0.015, 0.011, 0.011, 0.011
20.420, 0.868, 0.656, 1.000, 0.037, 0.000, 0.000, 1.000, 0.963, 0.015, 0.011, 0.011, 0.011
20.440, 0.885, 0.589, 1.000, 0.043, 0.000, 0.000, 1.000, 0.957, 0.015, 0.011, 0.011, 0.011
20.460, 0.886, 0.520, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.015, 0.011, 0.011, 0.011
20.480, 0.882, 0.446, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.011, 0.012, 0.011
20.500, 0.876, 0.361, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.012, 0.012, 0.012
20.520, 0.869, 0.254, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.011, 0.012, 0.012
20.540, 0.858, 0.112, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.011, 0.012, 0.012
20.560, 0.843, -0.083, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.011, 0.012, 0.012
20.580, 0.680, -0.264, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.015, 0.012, 0.012, 0.012
20.600, 0.705, -0.508, 0.000, 0.000, 0.444, 0.000, 0.000, 0.000, 0.014, 0.012, 0.011, 0.012
20.620, 0.689, -0.720, 0.000, 0.000, 0.266, 0.000, 0.154, 0.000, 0.014, 0.012, 0.011, 0.012
20.640, 0.617, -0.818, 0.000, 1.000, 0.354, 0.000, 0.210, 1.000, 0.015, 0.012, 0.011, 0.012
20.660, 0.561, -0.866, 0.000, 0.000, 0.524, 0.000, 0.349, 0.000, 0.014, 0.012, 0.012, 0.012
20.680, 0.495, -0.879, 0.000, 0.000, 0.450, 0.000, 0.385, 0.000, 0.014, 0.012, 0.012, 0.012
20.700, 0.416, -0.877, 0.000, 0.722, 1.000, 1.000, 0.000, 0.722, 0.014, 0.011, 0.012, 0.012
20.720, 0.325, -0.873, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.011
20.740, 0.207, -0.865, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.011
20.760, 0.048, -0.854, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.011
20.780, -0.170, -0.836, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.011
20.800, -0.440, -0.809, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.011
20.820, -0.687, -0.765, 0.000, 0.000, 0.029, 1.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.011
20.840, -0.826, -0.706, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.014, 0.012, 0.011, 0.011
20.860, -0.875, -0.639, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.014, 0.012, 0.011, 0.011
20.880, -0.886, -0.572, 0.000, 0.000, 0.077, 1.000, 0.000, 0.000, 0.014, 0.012, 0.011, 0.011
20.900, -0.886, -0.502, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.014, 0.012, 0.011, 0.011
20.920, -0.881, -0.426, 0.000, 0.000, 0.065, 1.000, 0.000, 0.000, 0.013, 0.012, 0.011, 0.011
20.940, -0.875, -0.336, 0.000, 0.000, 0.136, 0.000, 0.000, 0.000, 0.013, 0.012, 0.011, 0.011
20.960, -0.866, -0.222, 0.000, 0.000, 0.022, 0.000, 1.000, 0.000, 0.013, 0.013, 0.012, 0.011
20.980, -0.855, -0.067, 0.000, 0.299, 0.593, 0.000, 1.000, 0.299, 0.014, 0.012, 0.012, 0.012
21.000, -0.839, 0.144, 1.000, 0.000, 0.566, 0.000, 0.000, 1.000, 0.014, 0.012, 0.012, 0.011
21.020, -0.812, 0.411, 1.000, 0.000, 0.523, 0.000, 0.000, 1.000, 0.014, 0.012, 0.012, 0.011
21.040, -0.771, 0.665, 1.000, 0.000, 0.000, 0.023, 0.000, 1.000, 0.015, 0.012, 0.012, 0.011
21.060, -0.713, 0.817, 1.000, 0.000, 0.074, 0.057, 0.000, 1.000, 0.015, 0.012, 0.012, 0.011
21.080, -0.647, 0.872, 1.000, 0.277, 0.000, 0.069, 0.000, 0.723, 0.015, 0.012, 0.012, 0.011
21.100, -0.581, 0.885, 1.000, 0.317, 0.000, 0.000, 0.000, 0.683, 0.015, 0.011, 0.012, 0.011
21.120, -0.512, 0.886, 1.000, 0.060, 0.000, 0.199, 0.000, 0.940, 0.015, 0.011, 0.012, 0.012
21.140, -0.437, 0.882, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.013, 0.011
21.160, -0.350, 0.876, 1.000, 0.000, 0.195, 0.000, 1.000, 1.000, 0.015, 0.011, 0.013, 0.011
21.180, -0.240, 0.868, 1.000, 0.000, 0.002, 0.000, 1.000, 1.000, 0.015, 0.011, 0.013, 0.011
21.200, -0.093, 0.857, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.015, 0.012, 0.013, 0.011
21.220, 0.110, 0.841, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.012, 0.013, 0.011
21.240, 0.371, 0.817, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.013, 0.011
21.260, 0.634, 0.778, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.012, 0.011
21.280, 0.802, 0.722, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.012, 0.011
21.300, 0.868, 0.656, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.011, 0.012, 0.011
