Time (s),o1,o2,fwd_force,filtered_force_1,filtered_force_2,filtered_force_3,filtered_force_4,error_force,gamma_1,gamma_2,gamma_3,gamma_4
12.640, 0.738, 0.750, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.009, 0.014, 0.012, 0.014
12.660, 0.846, 0.688, 1.000, 0.000, 0.125, 1.000, 0.000, 1.000, 0.009, 0.014, 0.012, 0.014
12.680, 0.880, 0.620, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.009, 0.014, 0.012, 0.014
12.700, 0.887, 0.553, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.009, 0.014, 0.012, 0.014
12.720, 0.885, 0.482, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.010, 0.014, 0.012, 0.013
12.740, 0.879, 0.403, 1.000, 0.000, 0.040, 1.000, 0.000, 1.000, 0.010, 0.014, 0.012, 0.013
12.760, 0.873, 0.307, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.010, 0.014, 0.012, 0.013
12.780, 0.864, 0.184, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.010, 0.015, 0.012, 0.013
12.800, 0.851, 0.016, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.010, 0.015, 0.012, 0.013
12.820, 0.832, -0.213, 0.000, 0.617, 0.000, 0.136, 0.000, 0.617, 0.010, 0.014, 0.012, 0.013
12.840, 0.802, -0.487, 0.000, 0.020, 0.000, 0.002, 0.000, 0.020, 0.009, 0.014, 0.013, 0.013
12.860, 0.756, -0.719, 0.000, 0.000, 0.000, 0.133, 0.124, 0.000, 0.009, 0.014, 0.013, 0.013
12.880, 0.695, -0.839, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.009, 0.014, 0.012, 0.013
12.900, 0.628, -0.879, 0.000, 0.000, 0.000, 0.404, 0.000, 0.000, 0.009, 0.014, 0.012, 0.013
12.920, 0.560, -0.887, 0.000, 0.057, 0.000, 0.203, 0.000, 0.057, 0.009, 0.014, 0.012, 0.013
12.940, 0.489, -0.885, 0.000, 0.229, 0.000, 0.385, 1.000, 0.229, 0.009, 0.013, 0.012, 0.013
12.960, 0.411, -0.880, 0.000, 0.000, 0.000, 0.634, 1.000, 0.000, 0.009, 0.013, 0.012, 0.014
12.980, 0.310, -0.871, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.009, 0.013, 0.012, 0.014
13.000, 0.188, -0.863, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.009, 0.013, 0.012, 0.014
13.020, 0.022, -0.851, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.009, 0.014, 0.012, 0.014
13.040, -0.205, -0.833, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.009, 0.014, 0.012, 0.014
13.060, -0.478, -0.804, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.009, 0.014, 0.012, 0.014
13.080, -0.714, -0.758, 0.000, 0.000, 0.629, 0.000, 1.000, 0.000, 0.009, 0.014, 0.012, 0.014
13.100, -0.838, -0.694, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.009, 0.014, 0.012, 0.014
13.120, -0.879, -0.625, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.009, 0.014, 0.012, 0.014
13.140, -0.887, -0.548, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.010, 0.014, 0.012, 0.013
13.160, -0.886, -0.456, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.010, 0.013, 0.011, 0.013
13.180, -0.879, -0.362, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.010, 0.013, 0.012, 0.013
13.200, -0.873, -0.228, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.010, 0.013, 0.012, 0.014
13.220, -0.861, -0.063, 0.000, 1.000, 1.000, 0.000, 0.208, 1.000, 0.010, 0.014, 0.012, 0.014
13.240, -0.841, 0.151, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.010, 0.014, 0.012, 0.014
13.260, -0.814, 0.417, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.010, 0.013, 0.012, 0.014
13.280, -0.784, 0.652, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.013, 0.012, 0.014
13.300, -0.746, 0.787, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.013, 0.012, 0.015
13.320, -0.706, 0.842, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.013, 0.011, 0.015
13.340, -0.676, 0.854, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.009, 0.013, 0.011, 0.015
13.360, -0.648, 0.860, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.009, 0.014, 0.011, 0.015
13.380, -0.586, 0.881, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.009, 0.014, 0.011, 0.015
13.400, -0.533, 0.879, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.009, 0.014, 0.011, 0.015
13.420, -0.475, 0.877, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.009, 0.014, 0.011, 0.015
13.440, -0.415, 0.871, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.009, 0.015, 0.011, 0.015
13.460, -0.325, 0.870, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.009, 0.014, 0.011, 0.015
13.480, -0.208, 0.864, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.010, 0.014, 0.011, 0.015
13.500, -0.049, 0.853, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.010, 0.014, 0.011, 0.015
13.520, 0.169, 0.836, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.010, 0.013, 0.011, 0.015
13.540, 0.439, 0.809, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.010, 0.013, 0.011, 0.015
13.560, 0.686, 0.765, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.010, 0.013, 0.011, 0.015
13.580, 0.826, 0.706, 1.000, 0.000, 1.000, 1.000, 0.006, 1.000, 0.011, 0.013, 0.011, 0.014
13.600, 0.875, 0.640, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.011, 0.013, 0.011, 0.014
13.620, 0.886, 0.572, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.011, 0.013, 0.011, 0.014
13.640, 0.886, 0.502, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.011, 0.013, 0.011, 0.014
13.660, 0.881, 0.426, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.011, 0.013, 0.011, 0.014
13.680, 0.875, 0.337, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.011, 0.014, 0.011, 0.014
13.700, 0.866, 0.222, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.011, 0.014, 0.011, 0.014
13.720, 0.855, 0.069, 1.000, 0.039, 0.000, 1.000, 0.000, 0.961, 0.011, 0.014, 0.011, 0.014
13.740, 0.838, -0.143, 0.000, 0.384, 0.064, 1.000, 0.000, 0.384, 0.011, 0.013, 0.011, 0.014
13.760, 0.812, -0.409, 0.000, 0.431, 0.021, 0.325, 0.197, 0.431, 0.011, 0.013, 0.011, 0.014
13.780, 0.771, -0.664, 0.000, 0.000, 0.213, 1.000, 0.000, 0.000, 0.010, 0.013, 0.011, 0.014
13.800, 0.713, -0.816, 0.000, 0.000, 0.000, 0.166, 0.000, 0.000, 0.010, 0.013, 0.011, 0.014
13.820, 0.646, -0.872, 0.000, 0.232, 0.000, 0.195, 0.000, 0.232, 0.010, 0.013, 0.012, 0.014
13.840, 0.545, -0.870, 0.000, 1.000, 0.000, 0.585, 0.000, 1.000, 0.011, 0.013, 0.012, 0.014
13.860, 0.477, -0.879, 0.000, 0.000, 0.000, 0.155, 1.000, 0.000, 0.010, 0.013, 0.012, 0.014
13.880, 0.398, -0.877, 0.000, 0.000, 0.000, 0.233, 1.000, 0.000, 0.010, 0.013, 0.012, 0.014
13.900, 0.302, -0.872, 0.000, 0.000, 0.000, 0.072, 1.000, 0.000, 0.010, 0.013, 0.011, 0.015
13.920, 0.177, -0.863, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.013, 0.011, 0.015
13.940, 0.007, -0.850, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.013, 0.011, 0.015
13.960, -0.278, -0.814, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.010, 0.013, 0.011, 0.014
13.980, -0.586, -0.766, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.013, 0.011, 0.014
14.000, -0.776, -0.720, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.013, 0.011, 0.014
14.020, -0.859, -0.659, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.013, 0.011, 0.014
14.040, -0.882, -0.593, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.013, 0.011, 0.014
14.060, -0.886, -0.519, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.013, 0.011, 0.014
14.080, -0.883, -0.438, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.013, 0.011, 0.014
14.100, -0.876, -0.348, 0.000, 0.996, 0.000, 1.000, 1.000, 0.996, 0.011, 0.012, 0.011, 0.014
14.120, -0.868, -0.238, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.011, 0.012, 0.011, 0.014
14.140, -0.859, -0.084, 0.000, 1.000, 0.049, 0.000, 1.000, 1.000, 0.011, 0.012, 0.011, 0.013
14.160, -0.848, 0.130, 1.000, 1.000, 0.146, 0.000, 1.000, 0.000, 0.011, 0.013, 0.011, 0.013
14.180, -0.827, 0.386, 1.000, 1.000, 0.084, 0.000, 1.000, 0.000, 0.010, 0.013, 0.011, 0.013
14.200, -0.793, 0.630, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.010, 0.013, 0.011, 0.013
14.220, -0.747, 0.785, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.010, 0.013, 0.011, 0.014
14.240, -0.702, 0.845, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.010, 0.013, 0.011, 0.014
14.260, -0.649, 0.872, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.010, 0.012, 0.010, 0.015
14.280, -0.619, 0.867, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.010, 0.012, 0.010, 0.015
14.300, -0.594, 0.864, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.010, 0.012, 0.010, 0.015
14.320, -0.531, 0.880, 1.000, 0.386, 1.000, 0.000, 0.000, 0.614, 0.010, 0.012, 0.011, 0.015
14.340, -0.463, 0.880, 1.000, 0.918, 1.000, 0.891, 0.000, 0.082, 0.010, 0.012, 0.011, 0.015
14.360, -0.394, 0.873, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.010, 0.012, 0.011, 0.015
14.380, -0.339, 0.858, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.010, 0.012, 0.011, 0.015
14.400, -0.246, 0.856, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.010, 0.012, 0.011, 0.015
14.420, -0.105, 0.853, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.010, 0.012, 0.011, 0.015
14.440, 0.092, 0.841, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.011, 0.012, 0.011, 0.015
14.460, 0.349, 0.818, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.011, 0.012, 0.011, 0.015
14.480, 0.615, 0.781, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.011, 0.012, 0.011, 0.015
14.500, 0.793, 0.726, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.011, 0.012, 0.011, 0.015
14.520, 0.865, 0.661, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.011, 0.012, 0.010, 0.015
14.540, 0.885, 0.594, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.011, 0.012, 0.010, 0.014
14.560, 0.886, 0.525, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.012, 0.012, 0.010, 0.014
14.580, 0.883, 0.452, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.012, 0.012, 0.010, 0.014
14.600, 0.877, 0.368, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.012, 0.012, 0.010, 0.014
14.620, 0.869, 0.263, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.012, 0.012, 0.010, 0.014
14.640, 0.859, 0.124, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.012, 0.012, 0.010, 0.014
14.660, 0.845, -0.067, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.011, 0.012, 0.010, 0.014
14.680, 0.822, -0.319, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.011, 0.012, 0.010, 0.014
14.700, 0.786, -0.590, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.011, 0.012, 0.010, 0.014
14.720, 0.733, -0.780, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.011, 0.012, 0.010, 0.014
14.740, 0.669, -0.861, 0.000, 0.000, 1.000, 0.894, 0.000, 0.000, 0.011, 0.012, 0.010, 0.014
14.760, 0.601, -0.884, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.011, 0.012, 0.010, 0.014
14.780, 0.533, -0.887, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.010, 0.012, 0.010, 0.014
14.800, 0.460, -0.883, 0.000, 0.000, 0.000, 0.935, 0.346, 0.000, 0.010, 0.012, 0.010, 0.014
14.820, 0.378, -0.878, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.010, 0.013, 0.010, 0.014
14.840, 0.275, -0.870, 0.000, 0.000, 0.000, 1.000, 0.052, 0.000, 0.010, 0.013, 0.010, 0.014
14.860, 0.141, -0.861, 0.000, 0.000, 0.043, 1.000, 0.000, 0.000, 0.010, 0.013, 0.010, 0.014
14.880, -0.044, -0.847, 0.000, 0.000, 0.249, 1.000, 0.000, 0.000, 0.010, 0.013, 0.011, 0.014
14.900, -0.289, -0.825, 0.000, 0.000, 0.451, 0.769, 1.000, 0.000, 0.010, 0.013, 0.011, 0.014
14.920, -0.562, -0.791, 0.000, 0.000, 0.000, 0.492, 1.000, 0.000, 0.010, 0.013, 0.011, 0.014
14.940, -0.765, -0.740, 0.000, 0.000, 0.087, 0.030, 1.000, 0.000, 0.010, 0.013, 0.010, 0.014
14.960, -0.856, -0.676, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.013, 0.010, 0.014
14.980, -0.883, -0.608, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.013, 0.010, 0.013
15.000, -0.887, -0.540, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.012, 0.010, 0.013
15.020, -0.884, -0.469, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.012, 0.010, 0.013
15.040, -0.878, -0.387, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.012, 0.010, 0.013
15.060, -0.871, -0.288, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.012, 0.010, 0.013
15.080, -0.862, -0.158, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.012, 0.010, 0.013
15.100, -0.848, 0.020, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.012, 0.010, 0.013
15.120, -0.828, 0.260, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.012, 0.010, 0.013
15.140, -0.796, 0.534, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.012, 0.010, 0.013
15.160, -0.746, 0.749, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.011, 0.012, 0.010, 0.013
15.180, -0.683, 0.850, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.012, 0.012, 0.010, 0.013
15.200, -0.616, 0.881, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.012, 0.012, 0.010, 0.013
15.220, -0.548, 0.887, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.012, 0.012, 0.010, 0.013
15.240, -0.477, 0.884, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.012, 0.012, 0.010, 0.013
15.260, -0.397, 0.879, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.012, 0.012, 0.010, 0.013
15.280, -0.302, 0.872, 1.000, 0.420, 0.000, 0.000, 1.000, 0.580, 0.012, 0.012, 0.010, 0.013
15.300, -0.178, 0.863, 1.000, 0.267, 0.000, 0.000, 1.000, 0.733, 0.012, 0.012, 0.010, 0.013
15.320, -0.009, 0.850, 1.000, 0.157, 0.000, 0.000, 1.000, 0.843, 0.012, 0.012, 0.010, 0.013
15.340, 0.221, 0.831, 1.000, 0.185, 0.000, 0.000, 1.000, 0.815, 0.012, 0.012, 0.011, 0.013
15.360, 0.494, 0.801, 1.000, 0.045, 0.000, 0.000, 1.000, 0.955, 0.012, 0.012, 0.011, 0.013
15.380, 0.724, 0.754, 1.000, 0.047, 0.000, 0.082, 0.082, 0.953, 0.012, 0.012, 0.011, 0.013
15.400, 0.841, 0.693, 1.000, 0.065, 0.000, 0.140, 0.000, 0.935, 0.012, 0.012, 0.011, 0.014
15.420, 0.879, 0.626, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.012, 0.011, 0.010, 0.014
15.440, 0.887, 0.558, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.012, 0.012, 0.010, 0.014
15.460, 0.885, 0.488, 1.000, 0.000, 0.014, 1.000, 0.000, 1.000, 0.012, 0.012, 0.010, 0.014
15.480, 0.880, 0.409, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.013, 0.013, 0.010, 0.014
15.500, 0.873, 0.316, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.013, 0.013, 0.010, 0.014
15.520, 0.864, 0.195, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.013, 0.012, 0.010, 0.014
15.540, 0.852, 0.031, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.013, 0.012, 0.010, 0.014
15.560, 0.834, -0.193, 0.000, 0.000, 1.000, 1.000, 0.114, 0.000, 0.012, 0.012, 0.010, 0.014
15.580, 0.805, -0.465, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.012, 0.012, 0.010, 0.014
15.600, 0.760, -0.705, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.012, 0.012, 0.010, 0.013
15.620, 0.700, -0.834, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.012, 0.012, 0.010, 0.013
15.640, 0.633, -0.877, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.011, 0.012, 0.010, 0.013
15.660, 0.565, -0.886, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.011, 0.012, 0.010, 0.013
15.680, 0.496, -0.885, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.011, 0.011, 0.010, 0.013
15.700, 0.419, -0.881, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.011, 0.011, 0.009, 0.013
15.720, 0.327, -0.874, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.011, 0.012, 0.009, 0.013
15.740, 0.210, -0.866, 0.000, 0.000, 0.028, 1.000, 0.000, 0.000, 0.011, 0.012, 0.009, 0.013
15.760, 0.051, -0.854, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.011, 0.013, 0.009, 0.013
15.780, -0.166, -0.837, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.011, 0.013, 0.009, 0.013
15.800, -0.435, -0.809, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.011, 0.013, 0.009, 0.013
15.820, -0.684, -0.766, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.011, 0.013, 0.009, 0.013
15.840, -0.825, -0.707, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.011, 0.013, 0.009, 0.013
15.860, -0.875, -0.640, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.011, 0.013, 0.009, 0.013
15.880, -0.886, -0.573, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.011, 0.013, 0.009, 0.013
15.900, -0.886, -0.503, 0.000, 0.000, 0.120, 0.613, 0.348, 0.000, 0.011, 0.013, 0.009, 0.013
15.920, -0.881, -0.427, 0.000, 0.000, 0.214, 0.000, 1.000, 0.000, 0.011, 0.013, 0.010, 0.013
15.940, -0.876, -0.331, 0.000, 1.000, 0.085, 0.000, 1.000, 1.000, 0.011, 0.013, 0.010, 0.014
15.960, -0.871, -0.188, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.012, 0.012, 0.011, 0.014
15.980, -0.860, -0.003, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.012, 0.012, 0.011, 0.014
16.000, -0.841, 0.232, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.012, 0.012, 0.011, 0.014
16.020, -0.805, 0.508, 1.000, 0.000, 0.310, 0.000, 0.707, 1.000, 0.012, 0.012, 0.011, 0.013
16.040, -0.755, 0.734, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.012, 0.012, 0.011, 0.013
16.060, -0.692, 0.845, 1.000, 0.292, 0.000, 0.000, 1.000, 0.708, 0.012, 0.012, 0.011, 0.013
16.080, -0.626, 0.880, 1.000, 0.321, 0.000, 0.000, 1.000, 0.679, 0.012, 0.012, 0.011, 0.013
16.100, -0.558, 0.887, 1.000, 0.119, 0.022, 0.176, 0.000, 0.881, 0.012, 0.012, 0.011, 0.013
16.120, -0.488, 0.885, 1.000, 0.113, 0.852, 0.066, 1.000, 0.887, 0.012, 0.012, 0.010, 0.013
16.140, -0.410, 0.880, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.012, 0.010, 0.013
16.160, -0.316, 0.873, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.012, 0.010, 0.013
16.180, -0.196, 0.865, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.012, 0.010, 0.013
16.200, -0.032, 0.853, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.012, 0.010, 0.013
16.220, 0.191, 0.834, 1.000, 0.038, 0.000, 0.000, 1.000, 0.962, 0.013, 0.012, 0.010, 0.013
16.240, 0.463, 0.806, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.012, 0.010, 0.013
16.260, 0.703, 0.761, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.012, 0.010, 0.013
16.280, 0.833, 0.701, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.012, 0.010, 0.013
16.300, 0.877, 0.633, 1.000, 0.120, 0.000, 0.000, 1.000, 0.880, 0.013, 0.012, 0.010, 0.012
16.320, 0.886, 0.565, 1.000, 0.176, 0.000, 0.000, 1.000, 0.824, 0.013, 0.012, 0.010, 0.012
16.340, 0.885, 0.495, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.013, 0.012, 0.010, 0.012
16.360, 0.880, 0.418, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.013, 0.012, 0.010, 0.012
16.380, 0.874, 0.327, 1.000, 0.000, 1.000, 1.000, 0.531, 1.000, 0.013, 0.011, 0.011, 0.013
16.400, 0.866, 0.209, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.014, 0.011, 0.011, 0.013
16.420, 0.854, 0.051, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.014, 0.011, 0.011, 0.013
16.440, 0.837, -0.167, 0.000, 0.000, 1.000, 1.000, 0.058, 0.000, 0.013, 0.011, 0.011, 0.014
16.460, 0.804, -0.431, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.013, 0.011, 0.011, 0.014
16.480, 0.687, -0.582, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.014, 0.012, 0.010, 0.014
16.500, 0.549, -0.685, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.014, 0.012, 0.011, 0.014
16.520, 0.520, -0.805, 0.000, 0.000, 0.148, 0.229, 0.371, 0.000, 0.013, 0.012, 0.011, 0.014
16.540, 0.465, -0.855, 0.000, 0.000, 0.274, 1.000, 0.371, 0.000, 0.013, 0.012, 0.010, 0.014
16.560, 0.390, -0.868, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.013, 0.013, 0.010, 0.014
16.580, 0.293, -0.868, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.013, 0.012, 0.010, 0.013
16.600, 0.166, -0.861, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.012, 0.012, 0.010, 0.013
16.620, -0.008, -0.849, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.012, 0.012, 0.010, 0.013
16.640, -0.244, -0.829, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.012, 0.012, 0.010, 0.013
16.660, -0.519, -0.798, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.012, 0.012, 0.010, 0.013
16.680, -0.740, -0.749, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.012, 0.012, 0.010, 0.013
16.700, -0.847, -0.687, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.012, 0.012, 0.010, 0.013
16.720, -0.881, -0.620, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.012, 0.013, 0.010, 0.013
16.740, -0.887, -0.552, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.012, 0.013, 0.010, 0.013
16.760, -0.884, -0.481, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.012, 0.013, 0.010, 0.013
16.780, -0.879, -0.402, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.012, 0.013, 0.010, 0.012
16.800, -0.873, -0.300, 0.000, 1.000, 0.036, 0.000, 0.000, 1.000, 0.013, 0.013, 0.010, 0.012
16.820, -0.865, -0.167, 0.000, 1.000, 0.063, 0.000, 0.000, 1.000, 0.013, 0.013, 0.011, 0.012
16.840, -0.850, 0.009, 1.000, 0.000, 0.072, 0.000, 0.000, 1.000, 0.013, 0.013, 0.011, 0.012
16.860, -0.830, 0.246, 1.000, 0.000, 0.381, 0.000, 0.000, 1.000, 0.013, 0.013, 0.011, 0.012
16.880, -0.798, 0.520, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.014, 0.013, 0.011, 0.012
16.900, -0.749, 0.740, 1.000, 0.003, 0.019, 0.000, 0.000, 0.997, 0.014, 0.012, 0.011, 0.012
16.920, -0.687, 0.847, 1.000, 0.000, 0.000, 0.038, 0.000, 1.000, 0.014, 0.012, 0.011, 0.012
16.940, -0.620, 0.881, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.014, 0.012, 0.011, 0.012
16.960, -0.552, 0.887, 1.000, 0.000, 0.090, 0.146, 0.000, 1.000, 0.014, 0.012, 0.011, 0.012
